source_table,source_row,source_column,occurrence_count,merged_row_indices,error_type
UK_CSV0000000000002858,0,monthvalue,1,0,RANDOM_TYPO
UK_CSV0000000000002858,2,locationvalue,1,2,RANDOM_TYPO
UK_CSV0000000000002858,5,lsoacode,1,5,FD_VIOLATION
UK_CSV0000000000002858,8,lsoacode,1,8,FD_VIOLATION
UK_CSV0000000000002858,9,monthvalue,1,9,RANDOM_TYPO
UK_CSV0000000000002858,11,crimetype,1,11,RANDOM_TYPO
UK_CSV0000000000002858,12,lsoacode,1,12,FD_VIOLATION
UK_CSV0000000000002858,16,crimeid,1,16,RANDOM_TYPO
UK_CSV0000000000002858,16,lsoacode,1,16,FD_VIOLATION
UK_CSV0000000000002858,19,crimeid,1,19,RANDOM_TYPO
UK_CSV0000000000002858,19,lsoacode,1,19,FD_VIOLATION
UK_CSV0000000000002858,21,crimeid,1,21,RANDOM_TYPO
UK_CSV0000000000002858,21,lsoacode,1,21,FD_VIOLATION
UK_CSV0000000000002858,22,locationvalue,1,22,RANDOM_TYPO
UK_CSV0000000000002858,22,lsoacode,1,22,FD_VIOLATION
UK_CSV0000000000002858,24,reportedby,1,24,RANDOM_TYPO
UK_CSV0000000000002858,24,fallswithin,1,24,RANDOM_TYPO
UK_CSV0000000000002858,24,lsoacode,1,24,FD_VIOLATION
UK_CSV0000000000002858,24,lastoutcomecategory,1,24,RANDOM_TYPO
UK_CSV0000000000002858,25,crimetype,1,25,RANDOM_TYPO
UK_CSV0000000000002858,26,lsoacode,1,26,FD_VIOLATION
UK_CSV0000000000002858,27,fallswithin,1,27,RANDOM_TYPO
UK_CSV0000000000002858,28,lsoacode,1,28,FD_VIOLATION
UK_CSV0000000000002858,29,lsoacode,1,29,FD_VIOLATION
UK_CSV0000000000002858,29,lastoutcomecategory,1,29,RANDOM_TYPO
UK_CSV0000000000002858,30,lsoacode,1,30,FD_VIOLATION
UK_CSV0000000000002858,30,lastoutcomecategory,1,30,RANDOM_TYPO
UK_CSV0000000000002858,31,lastoutcomecategory,1,31,RANDOM_TYPO
UK_CSV0000000000002858,32,fallswithin,1,32,RANDOM_TYPO
UK_CSV0000000000002858,33,lsoacode,1,33,FD_VIOLATION
UK_CSV0000000000002858,35,lsoacode,1,35,FD_VIOLATION
UK_CSV0000000000002858,36,locationvalue,1,36,RANDOM_TYPO
UK_CSV0000000000002858,36,lsoaname,1,36,FD_VIOLATION
UK_CSV0000000000002858,36,lastoutcomecategory,1,36,RANDOM_TYPO
UK_CSV0000000000002858,37,lsoaname,1,37,FD_VIOLATION
UK_CSV0000000000002858,38,lsoaname,1,38,FD_VIOLATION
UK_CSV0000000000002858,39,lsoacode,1,39,FD_VIOLATION
UK_CSV0000000000002858,39,crimetype,1,39,RANDOM_TYPO
UK_CSV0000000000002858,40,lsoaname,1,40,FD_VIOLATION
UK_CSV0000000000002858,42,lsoacode,1,42,FD_VIOLATION
UK_CSV0000000000002858,43,lsoacode,1,43,FD_VIOLATION
UK_CSV0000000000002858,44,lsoacode,1,44,FD_VIOLATION
UK_CSV0000000000002858,44,crimetype,1,44,RANDOM_TYPO
UK_CSV0000000000002858,45,lsoacode,1,45,FD_VIOLATION
UK_CSV0000000000002858,46,crimeid,1,46,RANDOM_TYPO
UK_CSV0000000000002858,46,lsoaname,1,46,FD_VIOLATION
UK_CSV0000000000002858,46,lastoutcomecategory,1,46,RANDOM_TYPO
UK_CSV0000000000002858,47,fallswithin,1,47,RANDOM_TYPO
UK_CSV0000000000002858,47,lsoacode,1,47,FD_VIOLATION
UK_CSV0000000000002858,48,locationvalue,1,48,RANDOM_TYPO
UK_CSV0000000000002858,48,crimetype,1,48,RANDOM_TYPO
UK_CSV0000000000002858,49,lsoacode,1,49,FD_VIOLATION
UK_CSV0000000000002858,50,lsoaname,1,50,FD_VIOLATION
UK_CSV0000000000002858,50,lastoutcomecategory,1,50,RANDOM_TYPO
UK_CSV0000000000002858,51,monthvalue,1,51,RANDOM_TYPO
UK_CSV0000000000002858,51,locationvalue,1,51,RANDOM_TYPO
UK_CSV0000000000002858,52,lsoaname,1,52,FD_VIOLATION
UK_CSV0000000000002858,53,monthvalue,1,53,RANDOM_TYPO
UK_CSV0000000000002858,53,reportedby,1,53,RANDOM_TYPO
UK_CSV0000000000002858,53,lsoaname,1,53,FD_VIOLATION
UK_CSV0000000000002858,54,lsoaname,1,54,FD_VIOLATION
UK_CSV0000000000002858,54,crimetype,1,54,RANDOM_TYPO
UK_CSV0000000000002858,55,monthvalue,1,55,RANDOM_TYPO
UK_CSV0000000000002858,55,lsoacode,1,55,FD_VIOLATION
UK_CSV0000000000002858,56,lsoacode,1,56,FD_VIOLATION
UK_CSV0000000000002858,57,fallswithin,1,57,RANDOM_TYPO
UK_CSV0000000000002858,57,lsoacode,1,57,FD_VIOLATION
UK_CSV0000000000002858,58,reportedby,1,58,RANDOM_TYPO
UK_CSV0000000000002858,58,lsoacode,1,58,FD_VIOLATION
UK_CSV0000000000002858,59,lsoaname,1,59,FD_VIOLATION
UK_CSV0000000000002858,60,lsoacode,1,60,FD_VIOLATION
UK_CSV0000000000002858,61,lsoaname,1,61,FD_VIOLATION
UK_CSV0000000000002858,62,reportedby,1,62,RANDOM_TYPO
UK_CSV0000000000002858,63,reportedby,1,63,RANDOM_TYPO
UK_CSV0000000000002858,63,fallswithin,1,63,RANDOM_TYPO
