cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
42.1.0,42,1,0,monthvalue,0222-02,2022-02,RANDOM_TYPO,UK_CSV0000000000002858,0,monthvalue
42.6.2,42,6,2,locationvalue,On or near Dadne Hill Close,On or near Dane Hill Close,RANDOM_TYPO,UK_CSV0000000000002858,2,locationvalue
42.7.5,42,7,5,lsoacode,E01018585,E01018586,FD_VIOLATION,UK_CSV0000000000002858,5,lsoacode
42.7.8,42,7,8,lsoacode,E01018585,E01018586,FD_VIOLATION,UK_CSV0000000000002858,8,lsoacode
42.1.9,42,1,9,monthvalue,2022m-02,2022-02,RANDOM_TYPO,UK_CSV0000000000002858,9,monthvalue
42.9.11,42,9,11,crimetype,Violence and sexuial offences,Violence and sexual offences,RANDOM_TYPO,UK_CSV0000000000002858,11,crimetype
42.7.12,42,7,12,lsoacode,E01018586,E01018587,FD_VIOLATION,UK_CSV0000000000002858,12,lsoacode
42.0.16,42,0,16,crimeid,1de1ca20104738230fde6f649eb9a00d86a777ce6fa69ad88d6da9eecb7528ff,1de1ca20104738230fde66f49eb9a00d86a777ce6fa69ad88d6da9eecb7528ff,RANDOM_TYPO,UK_CSV0000000000002858,16,crimeid
42.7.16,42,7,16,lsoacode,E01018586,E01018657,FD_VIOLATION,UK_CSV0000000000002858,16,lsoacode
42.0.19,42,0,19,crimeid,0dd52eeacc05b73fafdb6ba4efb1832db8aae772vf317bcfe5ff4403a107645e5,0dd52eeacc05b73fafdb6ba4efb1832db8aae772f317bcfe5ff4403a107645e5,RANDOM_TYPO,UK_CSV0000000000002858,19,crimeid
42.7.19,42,7,19,lsoacode,E01018586,E01018662,FD_VIOLATION,UK_CSV0000000000002858,19,lsoacode
42.0.21,42,0,21,crimeid,15c77fcfe5fa917c5c404b9f8b46642f080ebj74449b6a1d42d9fe8c434750d2b,15c77fcfe5fa917c5c404b9f8b46642f080eb74449b6a1d42d9fe8c434750d2b,RANDOM_TYPO,UK_CSV0000000000002858,21,crimeid
42.7.21,42,7,21,lsoacode,E01018587,E01018663,FD_VIOLATION,UK_CSV0000000000002858,21,lsoacode
42.6.22,42,6,22,locationvalue,On or near fBurton Drive,On or near Burton Drive,RANDOM_TYPO,UK_CSV0000000000002858,22,locationvalue
42.7.22,42,7,22,lsoacode,E01018586,E01018663,FD_VIOLATION,UK_CSV0000000000002858,22,lsoacode
42.2.24,42,2,24,reportedby,Cheshrie Constabulary,Cheshire Constabulary,RANDOM_TYPO,UK_CSV0000000000002858,24,reportedby
42.3.24,42,3,24,fallswithin,Chehire Constabulary,Cheshire Constabulary,RANDOM_TYPO,UK_CSV0000000000002858,24,fallswithin
42.7.24,42,7,24,lsoacode,E01018662,E01018663,FD_VIOLATION,UK_CSV0000000000002858,24,lsoacode
42.10.24,42,10,24,lastoutcomecategory,Unable to prosecyute suspect,Unable to prosecute suspect,RANDOM_TYPO,UK_CSV0000000000002858,24,lastoutcomecategory
42.9.25,42,9,25,crimetype,Bicycle heft,Bicycle theft,RANDOM_TYPO,UK_CSV0000000000002858,25,crimetype
42.7.26,42,7,26,lsoacode,E01018586,E01018663,FD_VIOLATION,UK_CSV0000000000002858,26,lsoacode
42.3.27,42,3,27,fallswithin,Cheshire Constabulariy,Cheshire Constabulary,RANDOM_TYPO,UK_CSV0000000000002858,27,fallswithin
42.7.28,42,7,28,lsoacode,E01018585,E01018663,FD_VIOLATION,UK_CSV0000000000002858,28,lsoacode
42.7.29,42,7,29,lsoacode,E01018587,E01018663,FD_VIOLATION,UK_CSV0000000000002858,29,lsoacode
42.10.29,42,10,29,lastoutcomecategory,Unable t oprosecute suspect,Unable to prosecute suspect,RANDOM_TYPO,UK_CSV0000000000002858,29,lastoutcomecategory
42.7.30,42,7,30,lsoacode,E01018585,E01018663,FD_VIOLATION,UK_CSV0000000000002858,30,lsoacode
42.10.30,42,10,30,lastoutcomecategory,Unable top rosecute suspect,Unable to prosecute suspect,RANDOM_TYPO,UK_CSV0000000000002858,30,lastoutcomecategory
42.10.31,42,10,31,lastoutcomecategory,Unable to prosectue suspect,Unable to prosecute suspect,RANDOM_TYPO,UK_CSV0000000000002858,31,lastoutcomecategory
