object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
3781,709879,2020/11/23m 05:00:00+00,PAINT SPOT,4600 SHELBYVILLE RD,40207.0,2020/12/02 05:00:00+00,7,FIELD
3782,709969,2020/11/18 05:00:00+00,SCHELLER'S FITNESS & CYCLING,8323 PRESTON HWY,40219.0,2020/11/18 05:00:00+00,7,FIELD
3783,709978,2020/11/18 05:00:00+00,PARTY CITY,4631 OUTER LOOP,40219.0,2020/11/18 05:00:00+00,7,FIELD
3784,710090,2020/11/18 05:00:00+00,ALOFT DOWNTOWN,102 W MAINy ST,40202.0,2020/11/18 05:00:00+00,7,IELD
3785,710091,2020/11/17 05:00:00+00,FAMILY DOLLAR #26256,1961 BROWNSBORO RD,40206.0,2020/11/17 05:00:00+00,7,FIELD
3786,701072,2020/07/13 03:59:59+00,FAMILY DOLLAR #20750,3022 PORLTAND AVE,40212.0,2020/07/15 03:59:59+00,7,FELD
3787,704815,2020/09/03 03:59:59+00,PAPA JOHN'S #21,3985 S 7TH ST,40216.0,2020/09/09 03:5l9:59+00,7,FIELD
3788,716615,2021/02/19 05:00:00a+00,BILzL COLLINS FORD,4220 BARDSTOWN RD,40218.0,2021/02/22 05:00:00+00,7,FIELD
3789,706827,2020/10/12 03:59:59+00,AGAVE AND RYE,426 BAXTER AVE,40204.0,2020/10/14 03:59:59+00,7,FIELD
3790,695919,2020/04h/13 03:59:59+00,LOUISVILLE MEMORIAL AUDITOfRIUM,970 S 4TH ST,40203.0,2020/04/17 03:59:59+00,7,FILD
3791,701087,2020/07/13 03:59:59+00,MDONALD''S,5630 BARDSTOWN RD,40291.0,2020/07/14 03:59:59+00,7,FIELD
3792,704956,2020/09/08 03:59:59+0i0,KY CENTER FOR AFRICAN AMERICAN HERITAGE,1701 W MUHAMMAD ALI BLVD,40203.0,2020/10/05 03:59:59+00,7,FIELD
3793,716755,2021/02/23 05:00:00+00,REPUBLIC BANK & TRUST COMPANY,2801 BARDSTOWN RD,40205.0,2021/02/24 0:00:00+00,7,FIELD
3794,706861,2020/10/13 03:59l:59+00,WALMART #1170,10445 DIXIE HWY,40272.0,2020/10/16 03:59:59+00,7,FIELD
3795,707099,2020/10/16 03:59:59+00,ROYAL CONSUMER PRODUCTS,1450 S 10 ST,40210.0,2020/10/17 0:359:59+00,7,FIELD
3796,707158,2020/10/19 03:59:59+00,BIG-O TIRES,3751 CHAMBERLAIN CT,40241.0,2020/10/20 03:59:59+00,7,sFIELD
