cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
188.lsoaname,188,lsoaname,Welwyn Hatfield 007E,Dacorum 010C,FD_VIOLATION,crimeid -> lsoaname,"[e5, e7, e8]"
509.lsoaname,509,lsoaname,Stevenage 006A,Stevenage 010D,FD_VIOLATION,crimeid -> lsoaname,"[e5, e7, e8]"
5969.monthvalue,5969,monthvalue,2021-01,20l21-01,RANDOM_TYPO,,[]
136.monthvalue,136,monthvalue,2021-01,2021-1,RANDOM_TYPO,,[]
222.crimeid,222,crimeid,fa21e4c885c1dfeb991b342184e06b5df6bf8979cec8ca149fc2a5030ff24205,d5b5c3336aa84206fe8ecc6c9a0137178082ee5aa18fdefc4b791d730c68a0dc,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
5344.lsoaname,5344,lsoaname,Dacorum 015D,Dgacorum 015D,FD_VIOLATION,crimeid -> lsoaname,[e7]
1166.lsoacode,1166,lsoacode,E01023920,E01023590,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
542.crimeid,542,crimeid,e8948a84f91f897455eb21d0f6ddde1d1d6bead2b57b4bf9b13027953565f9f4,5095ec10ef3a522cd1d204cbc6e323d8fa2f748c17921e000c44eaf76c779b7b,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
653.lsoaname,653,lsoaname,Three Rivers 008B,East Hertfordshire 017A,FD_VIOLATION,crimeid -> lsoaname,"[e5, e7, e8]"
1402.outcometype,1402,outcometype,Unable to prosecute suspect,Unable to rposecute suspect,FD_VIOLATION,crimeid -> outcometype,[e6]
6329.outcometype,6329,outcometype,Unable to prosecute suspect,Unabl to prosecute suspect,FD_VIOLATION,crimeid -> outcometype,[e6]
1411.crimeid,1411,crimeid,fc9d2c91e39756ba323a0b4415239ef2c30f933e50ec57f601abe21f999b322d,6e796a6192be8bed69e1da4effa02e85f03b4d5b27a9ae5254d44cca16431691,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
