object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
1893.0,703423.0,2020/08/10 03:59:59+00,BRIGHT HORIZONS CHILDCARE,632 S 4TH ST,40202.0,2020/08/11 03:59:59+00,7,FIELD
1894.0,701666.0,2020/07/20 03:59:59+00,MCDONALD'S,2961 BRECKENRIDGE LN,40220.0,2020/07/21 03:59:59+00,7,FIELD
1895.0,708732.0,2020/11/12 05:00:00+00,TACO BELL,5414 NEW CUT RD,40214.0,2020/11/12 05:00:00+00,7,FIELD
1896.0,697999.0,2020/05/19 03:59:59+00,EMW WOMEN'S SURGICAL CENTER,136 W MARKET ST,40202.0,2020/05/19 03:59:59+00,7,FIELD
1897.0,698997.0,2020/06/08 03:59:59+00,MCDONALD'S,2800 OUTER LOOP,40219.0,2020/06/29 03:59:59+00,7,FIELD
1898.0,703709.0,2020/08/14 03:59:59+00,LIMITED EDITION DANCE TEAM,2221 BUECHEL AVE,40218.0,2020/08/14 03:59:59+00,7,FIELD
1899.0,702199.0,2020/07/27 03:59:59+00,HOBBY LOBBY,968 BRECKENRIDGE LN,40207.0,2020/08/20 03:59:59+00,7,FIELD
1900.0,708829.0,2020/11/13 05:00:00+00,AMERICAN LEGION DIXIE POST #1,2107 CRUMS LN,40216.0,2020/12/09 05:00:00+00,7,FIELD
1901.0,698134.0,2020/05/21 03:59:59+00,SPECTRUM,4245 OUTER LOOP,40219.0,2020/06/10 03:59:59+00,7,FIELD
1902.0,703754.0,2020/08/17 03:59:59+00,GAME EXCHANGE,4525 OUTER LOOP,40219.0,2020/09/09 03:59:59+00,7,FIELD
1903.0,703827.0,2020/08/15 03:59:59+00,TACO LUCHADOR,9204 TAYLORSVILLE RD,40299.0,2020/08/15 03:59:59+00,7,FIELD
1904.0,704035.0,2020/08/20 03:59:59+00,SMOOTHIE KING,5210 DIXIE HWY,40216.0,2020/08/21 03:59:59+00,7,FIELD
1905.0,704093.0,2020/08/24 03:59:59+00,MASSEY BOOKKEEPING,7562 DIXIE HWY,40258.0,2020/09/01 03:59:59+00,7,FIELD
1906.0,704205.0,2020/08/25 03:59:59+00,GREAT CLIPS,3614 BUECHEL BYPASS,40218.0,2020/08/25 03:59:59+00,7,FIELD
1907.0,704263.0,2020/08/26 03:59:59+00,WESTENHOFER HARDWARE,2402 S PRESTON ST 40217,40217.0,2020/09/14 03:59:59+00,7,FIELD
1908.0,704291.0,2020/08/26 03:59:59+00,MCDONALD'S,998 BRECKENRIDGE LN,40207.0,2020/08/28 03:59:59+00,7,FIELD
1909.0,704367.0,2020/08/27 03:59:59+00,OPTION CARE HEALTH,11403 BLUEGRASS PKWY,40299.0,2020/09/22 03:59:59+00,7,FIELD
1910.0,704536.0,2020/08/29 03:59:59+00,FIVE GUYS,4903 OUTER LOOP,40219.0,2020/08/29 03:59:59+00,7,FIELD
1911.0,705309.0,2020/09/15 03:59:59+00,CVS #6207,5330 S 3RD ST,40214.0,2020/09/22 03:59:59+00,7,FIELD
1912.0,705409.0,2020/09/17 03:59:59+00,SMYRNA ELEMENTARY,6401 OUTER LOOP,40228.0,2020/10/16 03:59:59+00,7,FIELD
1913.0,706139.0,2020/09/30 03:59:59+00,NATIONAL TOBACCO COMPANY,5201 INTERCHANGE WAY,40327.0,2020/10/03 03:59:59+00,7,FIELD
1914.0,706139.0,2020/09/30 03:59:59h+00,NATIONAL TOBCCO COMPANY,5201 INTERCHjANGE WAY,40229.0,2020/09/30 03:59:59+00,7,FIELD
1915.0,706166.0,2020/10/01 03:59:59+00,SEIDENFADENS,1134 BRECEKNRIDGE ST,40204.0,2020/10/02 03:59:59+00,7,FIELD
1916.0,707004.0,2020/10/15 03:59:59+00,U OF L PEDIATRIC DENTISTRY,982 EASTERN PKWY,40217.0,2020/10/16 03:59:59+00,7,FIELD
1917.0,707054.0,2020/10/14 03:59:59+00,JETS PIZZA 0#07,6523 BARDSTOWN RD,40354.0,2020/12/22 05:00:00+00,7,FIELD
1918.0,707472.0,2020/10/22 03:59:59+00,MOBY DICK,11210 PRESTON HWY,40229.0,2020/10/23 03:59:59+00,7,FIELD
1919.0,707484.0,2020/10/22 03:59:59+00,AERO CLUB,3333 ROGER E SCHUPP ST,40205.0,2020/10/28 03:59:59+00,7,FIELD
1920.0,707534.0,2020/10/23 03:59:59+00,SPEEDWAY #9358,5400 ANTLE DR,40229.0,2020/10/27 03:59:59+00,7,FIELD
1921.0,707560.0,2020/10/26 03:59:59+00,VANGUARD ACADEMY,9306 DAYFLOWER ST,40059.0,2020/10/26 03:59:59+00,7,FIELD
1922.0,707622.0,2020/10/26 03:59:59+00,GRAB N GO,3110 ROCKFORD LN,40216.0,2020/10/28 03:59:59+00,7,FIELD
1923.0,707692.0,2020/10/27 03:59:59+00,LAB CORP J TOWN,10216 TAYLORSVILLE RD SUITE 750,40299.0,2020/10/28 03:59:59+00,7,FIELD
1924.0,707733.0,2020/10/28 03:59:59+00,BAE SYSTEMS,163 ROCHESTER DR,40214.0,2020/11/04 05:00:00+00,7,FIELD
1925.0,708045.0,2020/11/02 05:00:00+00,JOHNSON'S DAY CARE,5533 BRUCE AVE,40214.0,2020/11/02 05:00:00+00,7,FIELD
1926.0,708123.0,2020/11/02 05:00:00+00,FIVE STAR FOOD MART,9501 CANE RUN RD,40272.0,2020/11/03 05:00:00+00,7,FIELD
1927.0,708964.0,2020/11/16 05:00:00+00,B QUICK FOODMART,2119 UPPER HUNTERS TRACE,40216.0,2020/11/17 05:00:00+00,7,FIELD
1928.0,702228.0,2020/07/24 03:59:59+00,COURT HOUSE,700 W JEFFERSON ST,40202.0,2020/07/24 03:59:59+00,7,FIELD
1929.0,698220.0,2020/05/22 03:59:59+00,EMW WOMEN'S SURGICAL CENTER,136 W MARKET ST,40202.0,2020/05/26 03:59:59+00,7,FIELD
1930.0,699330.0,2020/06/15 03:59:59+00,DAIRY DEL #3,1516 S SHELBY ST,40217.0,2020/06/17 03:59:59+00,7,FIELD
1931.0,709262.0,2020/11/17 05:00:00+00,CIRCLE K #4703330,9110 BLUE LICK RD,40219.0,2020/11/25 05:00:00+00,7,FIELD
1932.0,693771.0,2020/03/26 03:59:59+00,GE APPLIANCE PARK,4000 BUECHEL BANK RD UNIT 3,40218.0,2020/03/27 03:59:59+00,7,FIELD
1933.0,698282.0,2020/05/26 03:59:59+00,ALDI,4901 OUTER LOOP,40219.0,2020/06/01 03:59:59+00,7,FIELD
1934.0,699547.0,2020/06/17 03:59:59+00,PENN STATION,3707 CHAMBERLAIN LN,40241.0,2020/06/18 03:59:59+00,7,FIELD
1935.0,709277.0,2020/11/17 05:00:00+00,WHOLE FOODS MARKET,4944 SHELBYVILLE RD,40207.0,2020/11/19 05:00:00+00,7,FIELD
1936.0,694245.0,2020/04/01 03:59:59+00,INDI'S RESTAURANT,1033 W BROADWAY,40203.0,2020/04/01 03:59:59+00,7,FIELD
1937.0,698510.0,2020/05/28 03:59:59+00,WHITE CASTLE #29,4108 OUTER LOOP,40219.0,2020/06/03 03:59:59+00,7,FIELD
1938.0,699715.0,2020/06/22 03:59:59+00,VALU MARKET,1250 BARDSTOWN RD,40204.0,2020/06/24 03:59:59+00,7,FIELD
1939.0,709411.0,2020/11/18 05:00:00+00,HALL OF JUSTICE,600 W JEFFERSON ST,40202.0,2020/11/24 05:00:00+00,7,FIELD
1940.0,694573.0,2020/04/03 03:59:59+00,BRISTOL BLUFFS,6015 BRISTOL BLUFFS CIR,40219.0,2020/04/04 03:59:59+00,7,FIELD
1941.0,699732.0,2020/06/22 03:59:59+00,JASMIN BAKERY,2201 STEIER LN,40218.0,2020/06/23 03:59:59+00,7,FIELD
1942.0,709713.0,2020/11/20 05:00:00+00,BLAIRWOOD TENNIS CLUB,9300 BLAIRWOOD ACCESS WAY,40222.0,2020/11/20 05:00:00+00,7,FIELD
1943.0,694952.0,2020/04/03 03:59:59+00,PARKING LOT,1480 S 13TH ST,40210.0,2020/04/06 03:59:59+00,7,FIELD
1944.0,700969.0,2020/07/11 03:59:59+00,HOOKED ON FRANKFORT,3200 FRANKFORT AVE,40206.0,2020/07/11 03:59:59+00,7,FIELD
1945.0,701607.0,2020/07/19 03:59:59+00,PAPA JOHN'S #1450,5000 MUD LN,40229.0,2020/07/27 03:59:59+00,7,FIELD
1946.0,695051.0,2020/04/08 03:59:59+00,T-MOBILE,6800 DIXIE HWY,40258.0,2020/04/11 03:59:59+00,7,FIELD
1947.0,701028.0,2020/07/11 03:59:59+00,WALGREENS #19636,8014 BARDSTOWN RD,40291.0,2020/07/14 03:59:59+00,7,FIELD
1948.0,701632.0,2020/07/18 03:59:59+00,THE FACTORY GYM,4709 ALLMOND AVENUE #3B,40209.0,2020/08/24 03:59:59+00,7,FIELD
1949.0,695196.0,2020/04/09 03:59:59+00,WEST END TOKEN CLUB,708 S 16TH ST,40210.0,2020/04/10 03:59:59+00,7,FIELD
1950.0,701079.0,2020/07/13 03:59:59+00,JOE'S OLDER THAN DIRT,8131 NEW LAGRANGE RD,40222.0,2020/07/15 03:59:59+00,7,FIELD
1951.0,701636.0,2020/07/20 03:59:59+00,EMW WOMEN'S CLINIC,136 W MARKET ST,40202.0,2020/07/21 03:59:59+00,7,FIELD
1952.0,695215.0,2020/04/09 03:59:59+00,OXMOOR MALL,7900 SHELBYVILLE RD,40222.0,2020/04/10 03:59:59+00,7,FIELD
1953.0,701351.0,2020/07/03 03:59:59+00,SAM'S SEAFOOD,4918 POPLAR LEVEL RD,40219.0,2020/07/03 03:59:59+00,7,FIELD
1954.0,701676.0,2020/07/17 03:59:59+00,ROOSTERS,4420 DIXIE HWY,40216.0,2020/07/22 03:59:59+00,7,FIELD
1955.0,695223.0,2020/04/10 03:59:59+00,MELODY ACRES APARTMENTS,3107 MELODY ACRES LN UNIT #1,40216.0,2020/04/14 03:59:59+00,7,FIELD
1956.0,695257.0,2020/04/10 03:59:59+00,PEDDLER'S MALL,191 OUTER LOOP,40214.0,2020/04/13 03:59:59+00,7,FIELD
1957.0,695429.0,2020/04/13 03:59:59+00,ROUNDHOUSE ELECTRIC TRAINS,4870 BROWNSBORO CENTER,40207.0,2020/04/14 03:59:59+00,7,FIELD
1958.0,695513.0,2020/04/10 03:59:59+00,RESIDENT,3105 MCMAHAN BLVD,40220.0,2020/04/10 03:59:59+00,7,FIELD
1959.0,695527.0,2020/04/14 03:59:59+00,DSI,1032 E CHESTNUT ST,40204.0,2020/04/15 03:59:59+00,7,FIELD
1960.0,695621.0,2020/04/15 03:59:59+00,FRANCISCAN SHELTER HOUSE,748 S PRESTON ST,40203.0,2020/04/16 03:59:59+00,7,FIELD
1961.0,695725.0,2020/04/16 03:59:59+00,MEIJER #166,9500 PRESTON HWY,40229.0,2020/04/17 03:59:59+00,7,FIELD
1962.0,695745.0,2020/04/16 03:59:59+00,SUPER BEAUTI,4420 DIXIE HWY SUITE 132,40216.0,2020/04/20 03:59:59+00,7,FIELD
1963.0,695885.0,2020/04/17 03:59:59+00,EMS WOMEN CENTER,136 W MARKET ST,40202.0,2020/04/20 03:59:59+00,7,FIELD
1964.0,695901.0,2020/04/17 03:59:59+00,HOOPS GRILL & SPORTS,6733 STRAWBERRY LN,40214.0,2020/04/20 03:59:59+00,7,FIELD
1965.0,695957.0,2020/04/17 03:59:59+00,EXTENDED STAY AMERICA,9801 BUNSEN WAY,40299.0,2020/04/20 03:59:59+00,7,FIELD
1966.0,695973.0,2020/04/20 03:59:59+00,BRIGHT STAR HOME,406 BLANKENBAKER PKY,40243.0,2020/04/21 03:59:59+00,7,FIELD
1967.0,696013.0,2020/04/17 03:59:59+00,LOUISVILLE LAMP & KELLY FABRICATORS,3314 GILMORE INDUSTRIAL BLVD.,40213.0,2020/04/24 03:59:59+00,7,FIELD
1968.0,696168.0,2020/04/07 03:59:59+00,GENERAL ELECTRIC,4000 BUECHEL BANK RD,40225.0,2020/04/22 03:59:59+00,7,FIELD
1969.0,696232.0,2020/04/22 03:59:59+00,CABELAS OF LOUISVILLE,5100 NORTON HEALTHCARE BLVD.,40241.0,2020/04/23 03:59:59+00,7,FIELD
1970.0,696251.0,2020/04/20 03:59:59+00,RESIDENT,3133 DOREEN WAY,40220.0,2020/04/22 03:59:59+00,7,FIELD
1971.0,701474.0,2020/07/16 03:59:59+00,MEIJER #166,9500 PRESTON HWY,40229.0,2020/07/27 03:59:59+00,7,FIELD
1972.0,701824.0,2020/07/20 03:59:59+00,KROGER L-332,4211 S 3RD ST,40214.0,2020/07/22 03:59:59+00,7,FIELD
1973.0,701832.0,2020/07/21 03:59:59+00,ROSE'S EXPRESS #691,5607 PRESTON HWY,40219.0,2020/07/27 03:59:59+00,7,FIELD
1974.0,701938.0,2020/07/20 03:59:59+00,WILLIS HAIR SPA,2850 FRANKFORT AVENUE,40206.0,2020/08/27 03:59:59+00,7,FIELD
1975.0,702042.0,2020/07/23 03:59:59+00,SATNAM LLC,11401 WESTPORT RD,40241.0,2020/07/24 03:59:59+00,7,FIELD
1976.0,702215.0,2020/07/27 03:59:59+00,CHARITY HALL BINGO,5001 STEPHAN DR,40258.0,2020/09/02 03:59:59+00,7,FIELD
1977.0,702216.0,2020/07/27 03:59:59+00,LOUISVILLE MEMORIAL GARDENS WEST FUNERAL HOME,4400 MEMORIAL GARDENS DR,40216.0,2020/08/24 03:59:59+00,7,FIELD
1978.0,702237.0,2020/07/27 03:59:59+00,PEDDLERS'S MALL,191 OUTER LOOP,40214.0,2020/08/28 03:59:59+00,7,FIELD
1979.0,702297.0,2020/07/27 03:59:59+00,FAMILY DOLLAR #21434,431 W OAK ST,40203.0,2020/07/28 03:59:59+00,7,FIELD
1980.0,702381.0,2020/07/28 03:59:59+00,FIVE STAR FOOD MART,9501 CANE RUN RD,40272.0,2020/07/31 03:59:59+00,7,FIELD
1981.0,702430.0,2020/07/29 03:59:59+00,USPS POST OFFICE,1527 HIGHLAND AVE,40204.0,2020/08/05 03:59:59+00,7,FIELD
1982.0,702630.0,2020/07/30 03:59:59+00,ZOO,1100 TREVILIAN WAY,40213.0,2020/07/31 03:59:59+00,7,FIELD
1983.0,702772.0,2020/08/01 03:59:59+00,IRISH ROVER CLUB,2319 FRANKFORT AVE,40206.0,2020/08/01 03:59:59+00,7,FIELD
1984.0,702814.0,2020/08/03 03:59:59+00,ROOSTERS,5338 BARDSTOWN RD,40291.0,2020/07/29 03:59:59+00,7,FIELD
1985.0,702821.0,2020/08/01 03:59:59+00,HOME RUN BURGER,303 W CARDINAL BLVD,40208.0,2020/08/01 03:59:59+00,7,FIELD
1986.0,702910.0,2020/08/03 03:59:59+00,MCDONALD'S #16,12341 SHELBYVILLE RD,40243.0,2020/08/10 03:59:59+00,7,FIELD
1987.0,702914.0,2020/08/04 03:59:59+00,KROGER L-366,5001 MUD LN,40229.0,2020/08/21 03:59:59+00,7,FIELD
1988.0,703273.0,2020/08/06 03:59:59+00,MCDONALD'S #6834,8220 PRESTON HWY,40219.0,2020/08/19 03:59:59+00,7,FIELD
