source_table,source_row,source_column,occurrence_count,merged_row_indices,error_type
UK_CSV0000000000009641,0,data_type,1,0,RANDOM_TYPO
UK_CSV0000000000009641,2,survey_key,1,2,RANDOM_TYPO
UK_CSV0000000000009641,2,sample_key,1,2,FD_VIOLATION
UK_CSV0000000000009641,3,start_date,1,3,FD_VIOLATION
UK_CSV0000000000009641,4,date_type,1,4,RANDOM_TYPO
UK_CSV0000000000009641,4,longitude,1,4,FD_VIOLATION
UK_CSV0000000000009641,6,sample_key,1,6,FD_VIOLATION
UK_CSV0000000000009641,6,data_type,1,6,RANDOM_TYPO
UK_CSV0000000000009641,8,longitude,1,8,FD_VIOLATION
UK_CSV0000000000009641,9,record_key,1,9,FD_VIOLATION
UK_CSV0000000000009641,9,survey_key,1,9,RANDOM_TYPO
UK_CSV0000000000009641,9,longitude,1,9,FD_VIOLATION
UK_CSV0000000000009641,10,survey_key,1,10,RANDOM_TYPO
UK_CSV0000000000009641,10,sample_key,1,10,FD_VIOLATION
UK_CSV0000000000009641,10,data_type,1,10,RANDOM_TYPO
UK_CSV0000000000009641,11,record_key,1,11,FD_VIOLATION
UK_CSV0000000000009641,11,longitude,1,11,FD_VIOLATION
UK_CSV0000000000009641,13,sample_key,1,13,FD_VIOLATION
UK_CSV0000000000009641,14,sample_key,1,14,FD_VIOLATION
UK_CSV0000000000009641,14,longitude,1,14,FD_VIOLATION
UK_CSV0000000000009641,14,aphia_id,1,14,FD_VIOLATION
UK_CSV0000000000009641,15,survey_name,1,15,RANDOM_TYPO
UK_CSV0000000000009641,15,sample_key,1,15,FD_VIOLATION
UK_CSV0000000000009641,15,longitude,1,15,FD_VIOLATION
UK_CSV0000000000009641,16,species,1,16,FD_VIOLATION
UK_CSV0000000000009641,17,species,1,17,FD_VIOLATION
UK_CSV0000000000009641,18,survey_key,1,18,RANDOM_TYPO
UK_CSV0000000000009641,18,sample_key,1,18,FD_VIOLATION
UK_CSV0000000000009641,18,location_name,1,18,FD_VIOLATION
UK_CSV0000000000009641,18,data_type,1,18,RANDOM_TYPO
UK_CSV0000000000009641,18,species,1,18,FD_VIOLATION
UK_CSV0000000000009641,19,sample_key,1,19,FD_VIOLATION
UK_CSV0000000000009641,19,location_name,1,19,FD_VIOLATION
UK_CSV0000000000009641,19,longitude,1,19,FD_VIOLATION
UK_CSV0000000000009641,20,end_date,1,20,FD_VIOLATION
UK_CSV0000000000009641,20,longitude,1,20,FD_VIOLATION
UK_CSV0000000000009641,20,aphia_id,1,20,FD_VIOLATION
UK_CSV0000000000009641,21,record_key,1,21,FD_VIOLATION
UK_CSV0000000000009641,21,longitude,1,21,FD_VIOLATION
UK_CSV0000000000009641,21,aphia_id,1,21,FD_VIOLATION
UK_CSV0000000000009641,21,sample_comment,1,21,FD_VIOLATION
UK_CSV0000000000009641,22,survey_key,1,22,RANDOM_TYPO
