cell_id,table_id,column_id,row_number,column_name,source_table,source_row,source_column,error_type
38.0.0,38,0,0,record_key,UK_CSV0000000000002642,0,record_key,
38.1.0,38,1,0,survey_key,UK_CSV0000000000002642,0,survey_key,
38.2.0,38,2,0,survey_name,UK_CSV0000000000002642,0,survey_name,
38.3.0,38,3,0,sample_key,UK_CSV0000000000002642,0,sample_key,
38.4.0,38,4,0,start_date,UK_CSV0000000000002642,0,start_date,
38.5.0,38,5,0,end_date,UK_CSV0000000000002642,0,end_date,
38.6.0,38,6,0,date_type,UK_CSV0000000000002642,0,date_type,
38.7.0,38,7,0,location_name,UK_CSV0000000000002642,0,location_name,
38.8.0,38,8,0,data_type,UK_CSV0000000000002642,0,data_type,
38.9.0,38,9,0,latitude,UK_CSV0000000000002642,0,latitude,
38.10.0,38,10,0,longitude,UK_CSV0000000000002642,0,longitude,
38.11.0,38,11,0,projection,UK_CSV0000000000002642,0,projection,
38.12.0,38,12,0,aphia_id,UK_CSV0000000000002642,0,aphia_id,
38.13.0,38,13,0,species,UK_CSV0000000000002642,0,species,
38.14.0,38,14,0,uncertain,UK_CSV0000000000002642,0,uncertain,
38.15.0,38,15,0,abundance_sacforn,UK_CSV0000000000002642,0,abundance_sacforn,
38.16.0,38,16,0,is_dead,UK_CSV0000000000002642,0,is_dead,
38.17.0,38,17,0,sample_comment,UK_CSV0000000000002642,0,sample_comment,
38.0.1,38,0,1,record_key,UK_CSV0000000000002642,1,record_key,
38.1.1,38,1,1,survey_key,UK_CSV0000000000002642,1,survey_key,
38.2.1,38,2,1,survey_name,UK_CSV0000000000002642,1,survey_name,
38.3.1,38,3,1,sample_key,UK_CSV0000000000002642,1,sample_key,
38.4.1,38,4,1,start_date,UK_CSV0000000000002642,1,start_date,
38.5.1,38,5,1,end_date,UK_CSV0000000000002642,1,end_date,
38.6.1,38,6,1,date_type,UK_CSV0000000000002642,1,date_type,
38.7.1,38,7,1,location_name,UK_CSV0000000000002642,1,location_name,
38.8.1,38,8,1,data_type,UK_CSV0000000000002642,1,data_type,RANDOM_TYPO
38.9.1,38,9,1,latitude,UK_CSV0000000000002642,1,latitude,
38.10.1,38,10,1,longitude,UK_CSV0000000000002642,1,longitude,
38.11.1,38,11,1,projection,UK_CSV0000000000002642,1,projection,
38.12.1,38,12,1,aphia_id,UK_CSV0000000000002642,1,aphia_id,
38.13.1,38,13,1,species,UK_CSV0000000000002642,1,species,
38.14.1,38,14,1,uncertain,UK_CSV0000000000002642,1,uncertain,
38.15.1,38,15,1,abundance_sacforn,UK_CSV0000000000002642,1,abundance_sacforn,
38.16.1,38,16,1,is_dead,UK_CSV0000000000002642,1,is_dead,
38.17.1,38,17,1,sample_comment,UK_CSV0000000000002642,1,sample_comment,
38.0.2,38,0,2,record_key,UK_CSV0000000000002642,2,record_key,
38.1.2,38,1,2,survey_key,UK_CSV0000000000002642,2,survey_key,
38.2.2,38,2,2,survey_name,UK_CSV0000000000002642,2,survey_name,
38.3.2,38,3,2,sample_key,UK_CSV0000000000002642,2,sample_key,
38.4.2,38,4,2,start_date,UK_CSV0000000000002642,2,start_date,
38.5.2,38,5,2,end_date,UK_CSV0000000000002642,2,end_date,
38.6.2,38,6,2,date_type,UK_CSV0000000000002642,2,date_type,
38.7.2,38,7,2,location_name,UK_CSV0000000000002642,2,location_name,
38.8.2,38,8,2,data_type,UK_CSV0000000000002642,2,data_type,
38.9.2,38,9,2,latitude,UK_CSV0000000000002642,2,latitude,
38.10.2,38,10,2,longitude,UK_CSV0000000000002642,2,longitude,
38.11.2,38,11,2,projection,UK_CSV0000000000002642,2,projection,
38.12.2,38,12,2,aphia_id,UK_CSV0000000000002642,2,aphia_id,
38.13.2,38,13,2,species,UK_CSV0000000000002642,2,species,
38.14.2,38,14,2,uncertain,UK_CSV0000000000002642,2,uncertain,
38.15.2,38,15,2,abundance_sacforn,UK_CSV0000000000002642,2,abundance_sacforn,
38.16.2,38,16,2,is_dead,UK_CSV0000000000002642,2,is_dead,
38.17.2,38,17,2,sample_comment,UK_CSV0000000000002642,2,sample_comment,
38.0.3,38,0,3,record_key,UK_CSV0000000000002642,3,record_key,
38.1.3,38,1,3,survey_key,UK_CSV0000000000002642,3,survey_key,
38.2.3,38,2,3,survey_name,UK_CSV0000000000002642,3,survey_name,
38.3.3,38,3,3,sample_key,UK_CSV0000000000002642,3,sample_key,
38.4.3,38,4,3,start_date,UK_CSV0000000000002642,3,start_date,
38.5.3,38,5,3,end_date,UK_CSV0000000000002642,3,end_date,
38.6.3,38,6,3,date_type,UK_CSV0000000000002642,3,date_type,
38.7.3,38,7,3,location_name,UK_CSV0000000000002642,3,location_name,
38.8.3,38,8,3,data_type,UK_CSV0000000000002642,3,data_type,
38.9.3,38,9,3,latitude,UK_CSV0000000000002642,3,latitude,
38.10.3,38,10,3,longitude,UK_CSV0000000000002642,3,longitude,
38.11.3,38,11,3,projection,UK_CSV0000000000002642,3,projection,
38.12.3,38,12,3,aphia_id,UK_CSV0000000000002642,3,aphia_id,
38.13.3,38,13,3,species,UK_CSV0000000000002642,3,species,
38.14.3,38,14,3,uncertain,UK_CSV0000000000002642,3,uncertain,
38.15.3,38,15,3,abundance_sacforn,UK_CSV0000000000002642,3,abundance_sacforn,
38.16.3,38,16,3,is_dead,UK_CSV0000000000002642,3,is_dead,
38.17.3,38,17,3,sample_comment,UK_CSV0000000000002642,3,sample_comment,
38.0.4,38,0,4,record_key,UK_CSV0000000000002642,4,record_key,
38.1.4,38,1,4,survey_key,UK_CSV0000000000002642,4,survey_key,
38.2.4,38,2,4,survey_name,UK_CSV0000000000002642,4,survey_name,
38.3.4,38,3,4,sample_key,UK_CSV0000000000002642,4,sample_key,
38.4.4,38,4,4,start_date,UK_CSV0000000000002642,4,start_date,
38.5.4,38,5,4,end_date,UK_CSV0000000000002642,4,end_date,
38.6.4,38,6,4,date_type,UK_CSV0000000000002642,4,date_type,
38.7.4,38,7,4,location_name,UK_CSV0000000000002642,4,location_name,
38.8.4,38,8,4,data_type,UK_CSV0000000000002642,4,data_type,
38.9.4,38,9,4,latitude,UK_CSV0000000000002642,4,latitude,
38.10.4,38,10,4,longitude,UK_CSV0000000000002642,4,longitude,
38.11.4,38,11,4,projection,UK_CSV0000000000002642,4,projection,RANDOM_TYPO
38.12.4,38,12,4,aphia_id,UK_CSV0000000000002642,4,aphia_id,
38.13.4,38,13,4,species,UK_CSV0000000000002642,4,species,
38.14.4,38,14,4,uncertain,UK_CSV0000000000002642,4,uncertain,
38.15.4,38,15,4,abundance_sacforn,UK_CSV0000000000002642,4,abundance_sacforn,
38.16.4,38,16,4,is_dead,UK_CSV0000000000002642,4,is_dead,
38.17.4,38,17,4,sample_comment,UK_CSV0000000000002642,4,sample_comment,
38.0.5,38,0,5,record_key,UK_CSV0000000000002642,5,record_key,
38.1.5,38,1,5,survey_key,UK_CSV0000000000002642,5,survey_key,
38.2.5,38,2,5,survey_name,UK_CSV0000000000002642,5,survey_name,
38.3.5,38,3,5,sample_key,UK_CSV0000000000002642,5,sample_key,FD_VIOLATION
38.4.5,38,4,5,start_date,UK_CSV0000000000002642,5,start_date,
38.5.5,38,5,5,end_date,UK_CSV0000000000002642,5,end_date,
