532.lsoacode,E01015256,E01018809,[e7, e8, e4]
1777.locationvalue,On or near KING zSTREET,On or near KING STREET,[]
1897.lsoaname,Corwnall 052B,Cornwall 052B,[e7]
900.crimeid,1d1d7d6f7d7d6645bf0ae61410e781f17a65b2920177f6a233d4f21918a1c0e1,44dc6b0396a00ec5cfb0568d53714345fccbc82fa87db7f144fcafb1cdaf7d07,[e5, e6, e1, e2, e3, e4]
4476.lsoacode,Ep01015169,E01015169,[e8]
4143.longitude,59.473553,-3.526447,[e1]
5510.reportedby,Devon & Cornwall Polie,Devon & Cornwall Police,[]
643.crimeid,b7800b7cdaae03128f1bdb09a323b11d857bc78cccdaba6ce8244feb9ef77e25,b728f22dd1aeb0c035eda8972cdcdc840ea779e4bf71a7615c670e35b6809241,[e5, e6, e1, e2, e3, e4]
107.locationvalue,On or near FORTH NA VRE,On or near FORTH AN VRE,[e3]
4257.monthvalue,021-02,2021-02,[]
458.lsoacode,E01015256,E01018792,[e7, e8]
2190.crimeid,3898a4baf6af18a5222f5f564b13ff5f8065213125812bc19ad0e192ad9701ff8,3898a4af6af18a5222f5f564b13ff5f8065213125812bc19ad0e192ad9701ff8,[]
2514.lsoacode,E010150i92,E01015092,[e8]
633.crimeid,dc21da7f90ff1fd53d41e7f4c5f2b57e7220dec9ba734a61655bbc4a19b3c717,e0869a25f929c4bf585a796f1cb5ef86aec1c6d4d235e89a20ed7cb17bdbeae5,[e5, e6, e1, e2, e3, e4]
5205.lsoaname,Corwnall 039B,Cornwall 039B,[e7]
234.crimeid,1c255b13ab3e1adc9bf43c257e758c8cb943da0f25b7d5e80cbb9b429d5a8d82,3d737d4ebbfcb4a71c185e1ec59bcb3588b40b145b7749edef725bbe9f3b0fb2,[e5, e6, e1, e2, e3, e4]
1004.lsoacode,E01015256,E01018865,[e7, e8, e4]
3127.fallswithin,Devon & Cornwal lPolice,Devon & Cornwall Police,[]
3048.lsoaname,oCrnwall 063B,Cornwall 063B,[e7]
553.lsoacode,E01015256,E01015232,[e7, e8, e4]
437.lsoacode,E01015256,E01015050,[e7, e8, e4]
5421.locationvalue,On or nearL ARIGGAN ROAD,On or near LARIGGAN ROAD,[]
730.crimeid,2e9ff04f345e03a0d509c0183e8848fbc798196700bffc2cfbd44a1da02287e3,457b879e8c99859cc23e4369995bf31261b627a90fc5ad95db5689b40f5880b7,[e5, e6, e1, e2, e3, e4]
4570.lsoacode,E0101504x2,E01015042,[e8]
2672.lsoaname,Exete r008C,Exeter 008C,[e7]
4803.lsoacode,iE01020334,E01020334,[e8]
3840.monthvalue,2021-20,2021-02,[]
129.monthvalue,2012-02,2021-02,[]
4616.lsoaname,Exeter008C,Exeter 008C,[e7]
173.crimeid,67c04cf81482e33156c148863990d96095cd191516c7a4a924080ffe9256b214,5ca91469a3dc7832275903bfdad7f58dc85b40e61dfdccb75487b20c1a6b4518,[e5, e6, e1, e2, e3, e4]
4277.fallswithin,Dmevon & Cornwall Police,Devon & Cornwall Police,[]
5349.fallswithin,evon & Cornwall Police,Devon & Cornwall Police,[]
2339.outcometype,Unable to prosecute supsect,Unable to prosecute suspect,[]
4022.lsoacode,E01020w215,E01020215,[]
4602.lsoacode,E0015057,E01015057,[e8]
960.crimeid,186baedb3b3a3785c0824d83a5166d7f0d79c19b7f86ed4264ad6873d4fd5f4c,91ababb78a668a8d9b93d4883575b3e3d454038a622bf55a99881ea7fe9f6075,[e5, e6, e1, e2, e3, e4]
2674.outcometype,Investigatin complete; no suspect identified,Investigation complete; no suspect identified,[]
1295.monthvalue,0221-02,2021-02,[]
1523.lsoaname,Crnwall 031D,Cornwall 031D,[e7]
116.fallswithin,Devon & Cornwal Police,Devon & Cornwall Police,[]
684.crimeid,3d5c23934d312ee0edf06f9451ec11b532be35a11e87eb841f91da0a449dd5bc,19e4c820c0c3956c12947538fe0679d6ea7159cbd8d82f7413bbbd918305fb53,[e5, e6, e1, e2, e3, e4]
479.lsoacode,E01015256,E01015216,[e7, e8, e4]
1046.lsoacode,E01015256,E01018999,[e7, e8, e4]
1529.lsoaname,Cornwal 067C,Cornwall 067C,[e7]
3357.longitude,86.92497,-5.07503,[e1]
3187.lsoacode,E01002059,E01020059,[e8]
1882.outcometype,Formal action is npot in the public interest,Formal action is not in the public interest,[]
180.reportedby,Devon & Crnwall Police,Devon & Cornwall Police,[]
5231.monthvalue,2012-02,2021-02,[]
1250.lsoaname,Crnwall 062C,Cornwall 062C,[e5, e7]
4873.lsoaname,Cornwall 083A,Cornwall 038A,[e7]
5095.lsoacode,E0015087,E01015087,[e8]
5274.locationvalue,On or near TREVASSACK HILL***,On or near TREVASSACK HILL,[]
2003.lsoacode,bE01015152,E01015152,[e8]
3863.locationvalue,On or nearCOURTENAY PARK ROAD,On or near COURTENAY PARK ROAD,[]
2723.lsoacode,E00115048,E01015048,[e8]
3174.lsoacode,E010200p15,E01020015,[e8]
509.lsoacode,E01020156,E01015229,[e7, e8, e4]
576.crimeid,9746971bbc9bba36c9807f12561eba19b148e370d738c6b8798d46a6bd56f34b,a1e25ce6a7038d9a9f1448ec201f046f6229153eb2f0535438b6c6d24684d0b4,[e5, e6, e1, e2, e3, e4]
1060.fallswithin,Devon & Cornwall oPlice,Devon & Cornwall Police,[]
443.fallswithin,Devon & Cornwall Police***,Devon & Cornwall Police,[]
4872.lsoacode,E1020018,E01020018,[e8]
690.lsoacode,E01015256,E01018994,[e7, e8, e4]
999.outcometype,Unable to prosecute suspcet,Unable to prosecute suspect,[e6]
3333.outcometype,Unablxe to prosecute suspect,Unable to prosecute suspect,[]
4401.lsoacode,E0018789,E01018789,[e8]
329.crimeid,aa2f42242dcf8e31a0929c9b0a36bc709b624d924be05fbaf6a16c207ac3c691,0b082126f291b64e1a65820ffa9fbb2e0c720f2911a0a44ae71ac7105c104443,[e5, e6, e1, e2, e3, e4]
854.crimeid,6b2e8d31f4b0db872789f967a74e8ea04c157267f259b0cba9c07f33108149c8,634ce1901bb41d15d0eb55c76590730cdd9961825ace8d8b0df5c1e4bbd5f810,[e5, e6, e1, e2, e3, e4]
4965.reportedby,Devon & Conrwall Police,Devon & Cornwall Police,[]
3732.longitude,15.474543,-3.525457,[e1]
5395.crimeid,2ed76d6e5c6956488f871e23747ba3b0bf262ac3af93bed030576dba2d3a3a6b,2ed76d6e5c6956488f871e23747ba3b0bf226ac3af93bed030576dba2d3a3a6b,[]
2371.outcometype,Unable to porsecute suspect,Unable to prosecute suspect,[e6]
4292.crimeid,6cdfcc5c3fd1qfe09eacacc0d2738dd2185f1daf40817c17e85f7155460c15690,6cdfcc5c3fd1fe09eacacc0d2738dd2185f1daf40817c17e85f7155460c15690,[]
1773.locationvalue,N location,No location,[]
4700.lsoacode,E0015236,E01015236,[e8]
1088.lsoacode,E01015256,E01019043,[e7, e8, e4]
3814.reportedby,Dveon & Cornwall Police,Devon & Cornwall Police,[]
1733.lsoacode,E01200226,E01020226,[e8]
1158.lsoaname,Torbay 008C,Torbay 019F,[e5, e7, e8]
5629.lsoacode,E01020t128,E01020128,[e8]
3242.locationvalue,On or near SHREWSBRY ROAD,On or near SHREWSBURY ROAD,[]
3201.lsoaname,EastD evon 001B,East Devon 001B,[e7]
642.lsoaname,Torbay 008C,Cornwall 002C,[e5, e7, e8]
2689.lsoaname,Cornwall 0y44A,Cornwall 044A,[e7]
2182.locationvalue,On or near ASHLEIG CLOSE,On or near ASHLEIGH CLOSE,[e3]
2502.outcometype,Unable to prosecuute suspect,Unable to prosecute suspect,[]
5152.longitude,65.909731,-5.090269,[e1]
421.crimeid,a6392b9ea6274417be494d856eb2564dcf5a8d46eaad0bdbd2484672771eab98,df290245520374ea2f1e05b998381b41e1a68effc2a940a69b2c3057b86abe50,[e5, e6, e1, e2, e3, e4]
574.lsoacode,E01015256,E01020124,[e7, e8, e4]
917.lsoaname,Torbay 008C,Cornwall 019C,[e5, e7, e8]
2474.monthvalue,202-02,2021-02,[]
5152.locationvalue,On ro near LAMBS LANE,On or near LAMBS LANE,[e3]
1275.lsoaname,East Devon 016C,Torbay 011E,[e7, e8]
347.lsoacode,E01015256,E01018888,[e7, e8, e4]
1844.monthvalue,202-02,2021-02,[]
4847.crimeid,f4257021e4fcc7d6a8c72735622e544f78447b02a629c16d6a70878dca815e5b,f4257021e4fcc7d6a8c27735622e544f78447b02a629c16d6a70878dca815e5b,[]
1508.reportedby,Devon & Cornwall Policoe,Devon & Cornwall Police,[]
2420.lsoaname,Cornwall 608D,Cornwall 068D,[e7]
572.crimeid,7bf1e11f9d8f8385296bc85b4a08cf50e96b03258ef3e0a67d899565aa5922da,c7ec8b4b0d849089198d4e5838aa7262974e966e5f25a5d87264ddeb3c10de37,[e5, e6, e1, e2, e3, e4]
1838.crimeid,d07fa04877e1e0b489444215bec3466ac9aeaboe6ed89f576e1643c3136738741,d07fa04877e1e0b489444215bec3466ac9aeabe6ed89f576e1643c3136738741,[]
491.crimeid,9cea73896cba4c388a2102fdd17b7c9e8756c1165756794fbb121d441d662a22,56aaf2f2915c16bc04ca7404e0c1315775e11b18b0bbf8a49eb26d240c7a9d34,[e5, e6, e1, e2, e3, e4]
698.crimeid,8e136757b91413fe172f3d0d87e5285193aafb2a376c9aad17d15dc00b6d58c8,76878a4c7c9dbe3410572345189b5bfc921cac87329c98f130e0ba23ca0daa0d,[e5, e6, e1, e2, e3, e4]
963.crimeid,3d5c23934d312ee0edf06f9451ec11b532be35a11e87eb841f91da0a449dd5bc,a80e59b1570236c35b9251508c8f25a0023522dfbbb609ffafdf244157b6eafa,[e5, e6, e1, e2, e3, e4]
155.crimeid,ad6281ff65161f22f54b655d4c053cce5caac74497a4882172061696eb6af077,9acaff83a933aa172e64a958024714d860270320144db8c4de66dd843a224c0b,[e5, e6, e1, e2, e3, e4]
3823.lsoaname,Cornwall 04A,Cornwall 024A,[e7, e8]
4223.lsoaname,Corwnwall 064D,Cornwall 064D,[e7]
1219.lsoacode,E010w20017,E01020017,[e4]
664.lsoacode,E01015256,E01018976,[e7, e8, e4]
2716.outcometype,Unable to proseute suspect,Unable to prosecute suspect,[]
407.crimeid,aa2f42242dcf8e31a0929c9b0a36bc709b624d924be05fbaf6a16c207ac3c691,5a63e755f8e0d739345819bd2c81287d3033a653268fc1aeb1b17275db0a2849,[e5, e6, e1, e2, e3, e4]
531.lsoacode,E01020230,E01015169,[e7, e8, e4]
3998.lsoacode,E01015t147,E01015147,[e8]
191.fallswithin,Devon & Cornwall Poylice,Devon & Cornwall Police,[]
2750.fallswithin,Dveon & Cornwall Police,Devon & Cornwall Police,[]
81.lsoaname,Cornwall 044C,Torbay 008C,[e5, e7, e8]
187.lsoacode,E01020156,E01015256,[e7, e8, e4]
2816.fallswithin,Devvon & Cornwall Police,Devon & Cornwall Police,[]
3121.lsoaname,Cornwall b014A,Cornwall 014A,[e7]
4088.outcometype,Unabe to prosecute suspect,Unable to prosecute suspect,[]
5115.outcometype,Unable to prosecute usspect,Unable to prosecute suspect,[]
4186.lsoaname,eignbridge 014B,Teignbridge 014B,[e7]
5605.locationvalue,On or near Paarking Area,On or near Parking Area,[]
4578.lsoacode,E010201e13,E01020113,[e8]
5220.locationvalue,On or near RAEIGH STREET,On or near RALEIGH STREET,[]
1045.outcometype,Investigation complet;e no suspect identified,Investigation complete; no suspect identified,[e6]
601.lsoacode,E01015256,E01019981,[e7, e8, e4]
529.locationvalue,On or near MABL PLACE,On or near MABEL PLACE,[e3]
2809.fallswithin,Devon & Cornwlal Police,Devon & Cornwall Police,[]
5641.locationvalue,Nol ocation,No location,[e3]
3150.lsoacode,E01002073,E01020073,[e8]
358.crimeid,92e1ad7ef48c5474b9c429ece85559d566216ad0738ce4238360dc1c677d0f88,fc780b628b06efc77ce7e41fa684310f9eba41ed4bb85b6e411692818ac1c514,[e5, e6, e1, e2, e3, e4]
3874.reportedby,Dvon & Cornwall Police,Devon & Cornwall Police,[]
6.fallswithin,Devon &C ornwall Police,Devon & Cornwall Police,[]
790.lsoaname,Exeter 004E,Torbay 008C,[e5, e7, e8]
3005.lsoacode,E10015075,E01015075,[e8]
3934.reportedby,Devon &f Cornwall Police,Devon & Cornwall Police,[]
2533.monthvalue,0221-02,2021-02,[]
238.crimeid,9cea73896cba4c388a2102fdd17b7c9e8756c1165756794fbb121d441d662a22,507a8d58f37e32fa02a6d11f2a025a2fe4f9be64728a8b72c5d540d14804fc10,[e5, e6, e1, e2, e3, e4]
1256.crimeid,b7800b7cdaae03128f1bdb09a323b11d857bc78cccdaba6ce8244feb9ef77e25,e0fda9f5169066ac22291d35c5b715536758d8d69b71421b3532e92a661106c4,[e5, e6, e1, e2, e3, e4]
1604.crimeid,4de9b16280e00d823d3ecc2ff97ba4cbe2de30f969aaea637512952afe7f6cf1,4d9eb16280e00d823d3ecc2ff97ba4cbe2de30f969aaea637512952afe7f6cf1,[]
4798.outcometype,Investigation complete; ngo suspect identified,Investigation complete; no suspect identified,[]
506.lsoacode,E01015256,E01018856,[e7, e8]
4498.outcometype,Suspct charged,Suspect charged,[]
457.crimeid,7bf1e11f9d8f8385296bc85b4a08cf50e96b03258ef3e0a67d899565aa5922da,65f1228287d2cbdcbc27da51ee6776564631ba8a8b6fede43703d6c5f5e51869,[e5, e6, e1, e2, e3, e4]
4503.lsoaname,Conwall 051D,Cornwall 051D,[e7]
3216.reportedby,Devon & Conwall Police,Devon & Cornwall Police,[]
5149.lsoacode,E01020001,E01020010,[e7, e8]
3666.locationvalue,O or near RIDDELL AVENUE,On or near RIDDELL AVENUE,[]
2904.fallswithin,Devon& Cornwall Police,Devon & Cornwall Police,[]
5020.fallswithin,Devon & oCornwall Police,Devon & Cornwall Police,[]
1239.locationvalue,Nolocation,No location,[e3]
1036.crimeid,3d5c23934d312ee0edf06f9451ec11b532be35a11e87eb841f91da0a449dd5bc,0fb5a6958bc0a04f5029cc8b28a4a20fe035e2766ecafa70aef75f6641eda9b0,[e5, e6, e1, e2, e3, e4]
2600.fallswithin,Devon & Chornwall Police,Devon & Cornwall Police,[]
2943.outcometype,Suspect cyharged,Suspect charged,[]
603.outcometype,Investigation complete; nos uspect identified,Investigation complete; no suspect identified,[e6]
569.lsoacode,E01015256,E01015138,[e7, e8, e4]
5365.lsoaname,ornwall 062E,Cornwall 062E,[e7]
3701.fallswithin,Devon & Crnwall Police,Devon & Cornwall Police,[]
347.crimeid,2e9ff04f345e03a0d509c0183e8848fbc798196700bffc2cfbd44a1da02287e3,b7938fd15dd62ad5a2457eb6a2252874d9d7b18d331af72b032f12d086ad04bd,[e5, e6, e1, e2, e3, e4]
3484.lsoacode,E0120016,E01020016,[e8]
5338.reportedby,Devon & Cornwfall Police,Devon & Cornwall Police,[]
1033.crimeid,eeb2a9666b24fed1e3775bd7fc59dcfda792412bc1ba9c8ee1604298b2bd44cf,de2929a6ac67d51e935bad780281a2245144bd8a67275058ec4400d2d99a880e,[e5, e1, e2, e3]
4066.lsoacode,kE01018911,E01018911,[e8]
2158.crimeid,99b8be66f42bdc50c19a410e41160bb9a8e4bd93c3caa20f3d037242c5092a3e,99b8be66f42bdc50c19a410e41160bb9a8e4bd93c3caa20f3d037242c50923ae,[]
717.crimeid,1d2469bc090b3bd181701f7751108ecaeb9b7e9c478b4606bc6ecf06319fcf70,bb4e60c1d40b1b39ae1aa79ffde192c5659f3b2dd1eec1678c080cffb6522930,[e5, e6, e1, e2, e3, e4]
3179.locationvalue,On or near MENABILLY CLOSE***,On or near MENABILLY CLOSE,[]
3218.lsoacode,01020018,E01020018,[e8]
1099.outcometype,Investigation complete; no suspect identiified,Investigation complete; no suspect identified,[e6]
4469.outcometype,Investigation complete; no hsuspect identified,Investigation complete; no suspect identified,[]
4723.monthvalue,20210-2,2021-02,[]
3694.locationvalue,On or near KING STERET,On or near KING STREET,[]
442.lsoacode,E01015256,E01019049,[e7, e8, e4]
4599.lsoacode,0E1015156,E01015156,[e8]
2238.locationvalue,Onor near POWIS GARDENS,On or near POWIS GARDENS,[]
2944.outcometype,Unalbe to prosecute suspect,Unable to prosecute suspect,[]
868.crimeid,dc21da7f90ff1fd53d41e7f4c5f2b57e7220dec9ba734a61655bbc4a19b3c717,dd1e6f38e3d883eac0a7ace850a1b79c449152f60c9e3ed890a84cb2c4d5efe3,[e5, e6, e1, e2, e3, e4]
4337.lsoaname,Exetefr 002A,Exeter 002A,[e7]
2131.outcometype,Unabe to prosecute suspect,Unable to prosecute suspect,[]
1999.monthvalue,2012-02,2021-02,[]
5529.outcometype,Unable to prosecuet suspect,Unable to prosecute suspect,[]
742.lsoaname,Corwall 067C,Cornwall 067C,[e5, e7]
2904.lsoacode,E0j1020302,E01020302,[e8]
968.lsoaname,Torbay 008C,Cornwall 028D,[e5, e7, e8]
3084.reportedby,Deovn & Cornwall Police,Devon & Cornwall Police,[]
3056.reportedby,Devo n& Cornwall Police,Devon & Cornwall Police,[]
2539.lsoacode,E01015015,E01015051,[e8]
2706.crimeid,98b9250c41c9b2819e2001d54a3221fb7781dc563bd8756ac614c523c2bc7b15,98b9250c41c9b2819e2010d54a3221fb7781dc563bd8756ac614c523c2bc7b15,[]
266.reportedby,Devon &Cornwall Police,Devon & Cornwall Police,[]
3417.crimeid,4b98cf3b300c0708960d58faa6cd6b64aa08cb3291a447662a9204d8c309ebd,4b98cf3b300c0708960d58faa6cd6b64aea08cb3291a447662a9204d8c309ebd,[]
125.lsoaname,East Devon 020A,Torbay 008C,[e5, e7, e8]
2772.locationvalue,On or nar TRELAWNEY AVENUE,On or near TRELAWNEY AVENUE,[]
1230.lsoaname,Torbay 008C,Teignbridge 011A,[e5, e7, e8]
2797.monthvalue,0221-02,2021-02,[]
857.lsoaname,Teignbridge 005B,Cornwall 001F,[e5, e7, e8]
