cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
311.pre_opq_mobility,311,pre_opq_mobility,2,16,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opq_mobility,[e15]
42.pre_opqeq_five_d_index_profile,42,pre_opqeq_five_d_index_profile,21232,11112.0,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opqeq_five_d_index_profile,"[e15, e1]"
28.pre_opqeq_five_d_index_profile,28,pre_opqeq_five_d_index_profile,22222,11121.0,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opqeq_five_d_index_profile,[e15]
355.pre_opq_mobility,355,pre_opq_mobility,1,15,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opq_mobility,[e15]
365.procedurevalue,365,procedurevalue,Knee Arthroscopy,Knee Arthhroscopy,RANDOM_TYPO,,[]
33.pre_opqeq_five_d_index_profile,33,pre_opqeq_five_d_index_profile,21221,11121.0,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opqeq_five_d_index_profile,"[e15, e1]"
37.pre_opqeq_five_d_index_profile,37,pre_opqeq_five_d_index_profile,22232,11112.0,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opqeq_five_d_index_profile,"[e15, e1]"
40.hip_replacementeq_five_d_index_post_opq_predicted,40,hip_replacementeq_five_d_index_post_opq_predicted,0.802373246,0.55755374,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opqeq_five_d_index_profile,"[e5, e6, e7, e8, e9, e10, e13, e1, e2, e3, e4]"
22.procedurevalue,22,procedurevalue,Knee Arthroscopy,Knee Arthroscpy,RANDOM_TYPO,,[]
189.pre_opq_mobility,189,pre_opq_mobility,2,98,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opq_mobility,[e15]
32.hip_replacementeq_five_d_index_post_opq_predicted,32,hip_replacementeq_five_d_index_post_opq_predicted,0.83591875,0.528520012,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opqeq_five_d_index_profile,"[e5, e6, e7, e8, e10, e1, e2, e3, e4]"
371.procedurevalue,371,procedurevalue,Knee Arthroscopy,lKnee Arthroscopy,RANDOM_TYPO,,[]
11.pre_opqeq_five_d_index_profile,11,pre_opqeq_five_d_index_profile,21221,11121.0,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opqeq_five_d_index_profile,"[e15, e1]"
179.procedurevalue,179,procedurevalue,Knee Arthroscopy,Knee Arthroscoyp,RANDOM_TYPO,,[]
29.pre_opqeq_five_d_index_profile,29,pre_opqeq_five_d_index_profile,22232,11121.0,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opqeq_five_d_index_profile,[e15]
286.pre_opq_mobility,286,pre_opq_mobility,2,35,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opq_mobility,[e15]
22.hip_replacementeq_five_d_index_post_opq_predicted,22,hip_replacementeq_five_d_index_post_opq_predicted,0.698173388,0.92663109,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opqeq_five_d_index_profile,"[e5, e6, e7, e8, e11, e9, e10, e13, e1, e2, e3, e4]"
317.procedurevalue,317,procedurevalue,Knee Arthroscopy,Knee Arthroscpy,RANDOM_TYPO,,[]
207.procedurevalue,207,procedurevalue,Knee Arthroscopy,Kene Arthroscopy,RANDOM_TYPO,,[]
335.procedurevalue,335,procedurevalue,Knee Arthroscopy,Knee Atrhroscopy,RANDOM_TYPO,,[]
52.hip_replacementeq_five_d_index_post_opq_predicted,52,hip_replacementeq_five_d_index_post_opq_predicted,0.817333718,0.734578402,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opqeq_five_d_index_profile,"[e5, e9, e10, e1, e2, e3, e4]"
17.hip_replacementeq_five_d_index_post_opq_predicted,17,hip_replacementeq_five_d_index_post_opq_predicted,0.79227633,0.662857174,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opqeq_five_d_index_profile,"[e5, e6, e7, e8, e9, e10, e1, e2, e4]"
323.pre_opq_mobility,323,pre_opq_mobility,2,44,FD_VIOLATION,hip_replacementeq_five_d_index_post_opq_predicted -> pre_opq_mobility,[e15]
282.procedurevalue,282,procedurevalue,Knee Arthroscopy,Knee rthroscopy,RANDOM_TYPO,,[]
