254.lsoacode,E01012681,E01025284,[e7, e8, e4]
77.crimeid,4be824859d2a4476fb75bb184cff6d880a7e7f703bbcd3a093ee11b5ee66b753,418a96614634370c33bc6427f3689a8190183a74da2976e8387d1d0f7f0fa7dc,[e5, e6, e1, e2, e3, e4]
696.lsoaname,Blackpool 006A,South Ribble 003A,[e5, e7, e8]
711.lsoaname,Blackpool 006A,Hyndburn 007C,[e5, e7, e8]
1375.reportedby,Lancashire Constabulay,Lancashire Constabulary,[]
131.crimeid,9eb082b6e8011ee76536a113e7b31d9349174c31f85d5b99d69575839301bd51,8d0dff1390cc62c4450889dd42e2a802620e690b30b2883424893f854d2f421c,[e5, e6, e1, e2, e3, e4]
3338.reportedby,Lancashire Cnostabulary,Lancashire Constabulary,[]
6150.monthvalue,20p21-02,2021-02,[]
4322.locationvalue,On or near LAKrE VIEW ROAD,On or near LAKE VIEW ROAD,[e3]
1676.lsoacode,E01012681,E01025518,[e7, e8, e4]
7623.lsoacode,E0112680,E01012680,[e8]
7890.lsoaname,Blackburn with Darfwen 008E,Blackburn with Darwen 008E,[e7]
4451.outcometype,Suspect chrged,Suspect charged,[e6]
682.locationvalue,On or nexar SHEFFIELD DRIVE,On or near SHEFFIELD DRIVE,[e3]
2445.monthvalue,221-02,2021-02,[]
233.lsoacode,E01012681,E01012751,[e7, e8, e4]
1662.crimeid,aab7fa93741ad83ac7c5c2d3e7d712f8090f040929a085c2fd58621993d838da,17bf31fb4898fa9b5eaf5774f5496172227ea9caea1b0bf2d8220188b351815e,[e5, e6, e1, e2, e3, e4]
1697.lsoacode,E01012681,E01024877,[e7, e8, e4]
7828.latitude,98.738235,53.738235,[e2]
3400.lsoacode,E10024944,E01024944,[e8]
1028.crimeid,c71dcdc5ee13a3285962ea339211bc3cf7c8a32fbbf053e294d14a336b356ddf,b382175372a8df1ce3f138bbf1fd6b656deeb6484c112a903b8930f0bb369d53,[e5, e6, e1, e2, e3, e4]
7316.lsoacode,E01l012622,E01012622,[e8]
8983.locationvalue,On or near HASLIGNDEN ROAD,On or near HASLINGDEN ROAD,[e3]
47.lsoaname,Blackpool 006A,Wyre 004C,[e5, e7, e8]
1123.lsoaname,Blackpool 006A,Preston 011B,[e5, e7, e8]
4690.outcometype,Suspecte charged,Suspect charged,[e6]
2085.monthvalue,h2021-02,2021-02,[]
5746.reportedby,LancashireConstabulary,Lancashire Constabulary,[]
2048.locationvalue,On or near LOWER AUDLEY SRTEET,On or near LOWER AUDLEY STREET,[e3]
296.lsoacode,E01012681,E01012590,[e7, e8, e4]
1977.crimeid,4f7f29f7c11aaa397913739133d80aadee611dftd7c0df044406e03f401decd5b,4f7f29f7c11aaa397913739133d80aadee611dfd7c0df044406e03f401decd5b,[]
2933.locationvalue,On or anear NEW ROAD,On or near NEW ROAD,[e3]
6198.lsoaname,Blackburn wih Darwen 006E,Blackburn with Darwen 006E,[e7]
6067.lsoaname,Blacdkpool 006A,Blackpool 006A,[e7]
4243.outcometype,Investigation complete; no suspec identified,Investigation complete; no suspect identified,[]
246.crimeid,502cb1eaed270d7e4d3de58add246749175e08117ff65b2b079c8581606f284e,a113d8ca4e972cdc7cefd03015c48728113c952826c2360b90480a0ff15faf64,[e5, e6, e1, e2, e3, e4]
5109.monthvalue,2201-02,2021-02,[]
307.crimeid,58446e0a66645e179fe7428b64fb9b9a0d1c962aa24d38b35ad774e5d7e88064,0ff89b7b6d9d97c54fb51096cf8064e8d9163c803e679874eef03e659da4c036,[e5, e6, e1, e2, e3, e4]
1419.crimeid,4be824859d2a4476fb75bb184cff6d880a7e7f703bbcd3a093ee11b5ee66b753,9eddeed520eb9ee12c362f4934e6e6e5cdc03fe009857802791ed1283350af2f,[e5, e6, e1, e2, e3, e4]
7012.lsoaname,Blackburn wtih Darwen 006A,Blackburn with Darwen 006A,[e7]
5953.lsoaname,Blackool 006A,Blackpool 006A,[e5, e7]
