record_key,survey_key,survey_name,sample_key,start_date,end_date,date_type,location_name,data_type,latitude,longitude,projection,aphia_id,species,uncertain,abundance_sacforn,is_dead,sample_comment
JNCCMNCR10831311,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002862,1989-08-01,1989-08-01,D,Ardnoe Point (Loch Crinan),Point,56.0987808282787,-5.56935027320965,WGS84,135141.0,Caryophyllia (Caryophyllia) inornata,False,R,False,Vertical and overhanging surfaces including a cave formed by the overhang at c. 5 to 11 m BCD. Colonised by a large variety of animals with Ascidia mentula and Sabella pavonina particularly conspicuous. Several rarely encountered species present.
JNCCMNCR10810833,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002058,1989-07-31,1989-07-31,D,NW Eilean Gamhna (Outer Loch Melfort),Point,56.2413069807696,-5.58423150745725,WGS84,126792.0,Callionymus lyra,False,O,False,Muddy slope with shell debris and cobbles with much filamentous algae. Diatom mat on the sediment surface. Algae petered out at 16 m and Pennatula phosphorea became more numerous.
JNCCMNCR10825377,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002620,1989-08-04,1989-08-04,D,Mouth of Loch Crinan (Loch Crinan),Point,56.0994916229405,-5.5758506772867,WGS84,126792.0,Callionymus lyra,False,R,False,Steep slope of stable clay mud with many dead Turritella communis. A lot of Nephrops norvegicus burrows.
JNCCMNCR10808673,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001972,1989-07-31,1989-07-31,D,SE Fearnach Bay (Loch Melfort),Point,56.267159496387,-5.49779040722131,WGS84,126792.0,Callionymus lyra,False,O,False,Slope of silty bedrock with very ridged surface. Encrusting coralline algae abundant. Protanthea simplex abundant particularly in deeper rock. Chaetopterus variopedatus frequent. Many Marthasterias glacialis.
JNCCMNCR10822401,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002503,1989-08-02,1989-08-02,D,SW of Eilean na Bruachain (Loch Caolisport),Point,55.9166311892159,-5.61821301281915,WGS84,126792.0,Callionymus lyra,False,O,False,Plain of mud at 15 m bcd with many empty Turritella communis shells. Abundant Amphiura filiformis with occasional small Virgularia mirabilis and occasional Ceriathus lloydii.
JNCCMNCR10811800,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002092,1989-08-02,1989-08-02,D,Sill at entrance (West Loch Tarbert),Point,55.7564968932735,-5.59059629217743,WGS84,126792.0,Callionymus lyra,False,O,False,Shelly gravel in ridges with many shells piled into depressions.
JNCCMNCR10819091,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002387,1989-08-04,1989-08-04,D,S of Scodaig (Loch Crinan),Point,56.1086909781689,-5.56865966887544,WGS84,126792.0,Callionymus lyra,False,R,False,"Shelly mud at 10 to 15 m BCD with a patchy (30%) cover of algae mainly Laminaria saccharina, Heterosiphonia plumosa, Desmarestia aculeata with Rhodophyllis divaricata common. Virgularia mirabilis common shallower than 13 m. Sediment fauna generally sparse although Pagurus bernhardus common."
JNCCMNCR10803074,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10001724,1989-06-29,1989-06-29,D,N of Eilean an Ruisg (Loch Feochan),Point,56.3563920683374,-5.48977271069796,WGS84,126792.0,Callionymus lyra,False,R,False,"A plain of coarse sediment (muddy gravel) with cobbles and pebbles and a few small boulders and shells. Dense stands of Laminaria saccharina with Chorda filum and filamentous browns and foliose reds growing profusely in clearings. Sabella pavonina common amongst algae, and a few Modiolus modiolus present. Large clearings of sediment with Chone spp. and occasional Branchiomma bombyx."
JNCCMNCR10833346,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002956,1989-08-01,1989-08-01,D,Ardnoe Point (Loch Crinan),Point,56.0987808259457,-5.56935027354777,WGS84,126792.0,Callionymus lyra,False,R,False,"Large boulders and bedrock outcrops on muddy sediments shallower than 22 m BCD. Characterised by a wide variety of animal species but with Swiftia pallida, Diazonia violacea frequent."
JNCCMNCR10829048,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002779,1989-08-02,1989-08-02,D,"Back Bow, Point of Knap (Outer Loch Caolisport)",Point,55.8793853602344,-5.69152147522629,WGS84,126792.0,Callionymus lyra,False,O,False,Slope of muddy shell gravel with pebbles colonised by a rich fauna and flora characterised by Cerianthus lloydii with Rhizocaulus verticillatus on the pebbles. Red algae attached to pebbles.
JNCCMNCR10819071,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002386,1989-08-04,1989-08-04,D,Pinnacle in mouth of Loch Craignish. (Loch Craignish),Point,56.1252626222266,-5.58629322940523,WGS84,103788.0,Molgula manhattensis,False,O,False,"Steep/vertical tide-swept lower circalittoral, -19 to -34 m. Swiftia pallida frequent. Hydroids and erect bryozoans conspicuous."
JNCCMNCR10823224,JNCCMNCR10000025,1989 UMBSM south Argyll and west Kintyre sealochs survey,JNCCMNCR10002538,1989-06-29,1989-06-29,D,Minard Point (Loch Feochan),Point,56.3533149309367,-5.53483169074873,WGS84,103788.0,Molgula manhattensis,False,O,False,"Rhodophycota indet.(non-calc.crusts) has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. A vertical bedrock wall heavily urchin grazed. A number of fissures and small crevices with Neocrania anomala. Ciona intestinalis, Corella parallelogramma common. Rock heavily silted."
