cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
2792.dischargesfromhospitalnetfollowedupwithin_sevendays,2792,dischargesfromhospitalnetfollowedupwithin_sevendays,*,,RANDOM_TYPO,,[]
10529.mindaysinendedclusterepisodes,10529,mindaysinendedclusterepisodes,*,,RANDOM_TYPO,,[]
10083.maxdaystoinitialclusterassignment,10083,maxdaystoinitialclusterassignment,*,,RANDOM_TYPO,,[]
8252.dischargesfromhospitalnetfollowedupwithin_sevendays,8252,dischargesfromhospitalnetfollowedupwithin_sevendays,*,,RANDOM_TYPO,,[]
2781.clusterdays,2781,clusterdays,30,0,RANDOM_TYPO,,[]
9260.clusterdays,9260,clusterdays,*,,RANDOM_TYPO,,[]
11241.oncpa,11241,oncpa,24.4,24.s4,RANDOM_TYPO,,[]
8566.maxcontactstoinitialclusterassignment,8566,maxcontactstoinitialclusterassignment,*,,RANDOM_TYPO,,[]
8762.oncpa,8762,oncpa,13.5,3.5,RANDOM_TYPO,,[]
328.mindaysinendedclusterepisodes,328,mindaysinendedclusterepisodes,*,,RANDOM_TYPO,,[]
9071.clusterdays,9071,clusterdays,30,03,RANDOM_TYPO,,[]
3374.maxcontactstoinitialclusterassignment,3374,maxcontactstoinitialclusterassignment,*,,RANDOM_TYPO,,[]
9506.maxdaystoinitialclusterassignment,9506,maxdaystoinitialclusterassignment,*,,RANDOM_TYPO,,[]
8870.mindaysinendedclusterepisodes,8870,mindaysinendedclusterepisodes,*,,RANDOM_TYPO,,[]
1140.maxcontactstoinitialclusterassignment,1140,maxcontactstoinitialclusterassignment,*,,RANDOM_TYPO,,[]
3501.clusterdays,3501,clusterdays,30,0,RANDOM_TYPO,,[]
2196.maxdaystoinitialclusterassignment,2196,maxdaystoinitialclusterassignment,*,,RANDOM_TYPO,,[]
8336.mindaysinendedclusterepisodes,8336,mindaysinendedclusterepisodes,*,,RANDOM_TYPO,,[]
6692.oncpa,6692,oncpa,*,,RANDOM_TYPO,,[]
2568.maxdaystoinitialclusterassignment,2568,maxdaystoinitialclusterassignment,*,,RANDOM_TYPO,,[]
8667.clusterepisodesendednetwith_ho_nos,8667,clusterepisodesendednetwith_ho_nos,*,,RANDOM_TYPO,,[]
9073.dischargesfromhospitalnetfollowedupwithin_sevendays,9073,dischargesfromhospitalnetfollowedupwithin_sevendays,*,,RANDOM_TYPO,,[]
11001.maxcontactstoinitialclusterassignment,11001,maxcontactstoinitialclusterassignment,*,,RANDOM_TYPO,,[]
2296.clusterepisodesendednetwith_ho_nos,2296,clusterepisodesendednetwith_ho_nos,5,,RANDOM_TYPO,,[]
3540.clusterepisodesendednetwith_ho_nos,3540,clusterepisodesendednetwith_ho_nos,*,,RANDOM_TYPO,,[]
7619.peoplewithcontactwithinreviewperiod,7619,peoplewithcontactwithinreviewperiod,*,,RANDOM_TYPO,,[]
5225.clusterepisodesendednetwith_ho_nos,5225,clusterepisodesendednetwith_ho_nos,*,,RANDOM_TYPO,,[]
1121.mindaysinendedclusterepisodes,1121,mindaysinendedclusterepisodes,*,,RANDOM_TYPO,,[]
7895.clusterdays,7895,clusterdays,30,3r0,RANDOM_TYPO,,[]
7612.clusterepisodesendednetwith_ho_nos,7612,clusterepisodesendednetwith_ho_nos,*,,RANDOM_TYPO,,[]
4595.clusterepisodesendednetwith_ho_nos,4595,clusterepisodesendednetwith_ho_nos,*,,RANDOM_TYPO,,[]
10762.mindaysinendedclusterepisodes,10762,mindaysinendedclusterepisodes,*,,RANDOM_TYPO,,[]
8689.clusterdays,8689,clusterdays,*,,RANDOM_TYPO,,[]
2113.dischargesfromhospitalnetfollowedupwithin_sevendays,2113,dischargesfromhospitalnetfollowedupwithin_sevendays,*,,RANDOM_TYPO,,[]
2476.mindaysinendedclusterepisodes,2476,mindaysinendedclusterepisodes,*,,RANDOM_TYPO,,[]
11277.clusterepisodesendednetwith_ho_nos,11277,clusterepisodesendednetwith_ho_nos,*,,RANDOM_TYPO,,[]
11340.clusterepisodesendednetwith_ho_nos,11340,clusterepisodesendednetwith_ho_nos,*,,RANDOM_TYPO,,[]
6730.clusterdays,6730,clusterdays,145,154,RANDOM_TYPO,,[]
2598.mindaysinendedclusterepisodes,2598,mindaysinendedclusterepisodes,1,h1,RANDOM_TYPO,,[]
10309.maxcontactstoinitialclusterassignment,10309,maxcontactstoinitialclusterassignment,*,,RANDOM_TYPO,,[]
4746.clusterepisodesendednetwith_ho_nos,4746,clusterepisodesendednetwith_ho_nos,*,,RANDOM_TYPO,,[]
11442.maxcontactstoinitialclusterassignment,11442,maxcontactstoinitialclusterassignment,*,,RANDOM_TYPO,,[]
9169.maxcontactstoinitialclusterassignment,9169,maxcontactstoinitialclusterassignment,*,,RANDOM_TYPO,,[]
567.clusterepisodesendednetwith_ho_nos,567,clusterepisodesendednetwith_ho_nos,*,,RANDOM_TYPO,,[]
5375.maxdaystoinitialclusterassignment,5375,maxdaystoinitialclusterassignment,912,921,RANDOM_TYPO,,[]
7461.clusterepisodesendednetwith_ho_nos,7461,clusterepisodesendednetwith_ho_nos,*,,RANDOM_TYPO,,[]
