cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
48.2.0,48,2,0,reportedby,Hampshire Cosntabulary,Hampshire Constabulary,RANDOM_TYPO,UK_CSV0000000000004768,0,reportedby
48.6.0,48,6,0,locationvalue,On ornear CHURCHILL COURT,On or near CHURCHILL COURT,FD_VIOLATION,UK_CSV0000000000004768,0,locationvalue
48.2.2,48,2,2,reportedby,HampshireC onstabulary,Hampshire Constabulary,RANDOM_TYPO,UK_CSV0000000000004768,2,reportedby
48.0.8,48,0,8,crimeid,3cf1928fbe383ae4427e226df54a64baddec224fe89bfb9b9f24caeee0f12019,54f783f0f6900dc7c71352eae3814c7b644261fefdb598583ebb0cb930fe2785,FD_VIOLATION,UK_CSV0000000000004768,8,crimeid
48.1.8,48,1,8,monthvalue,b2021-07,2021-07,RANDOM_TYPO,UK_CSV0000000000004768,8,monthvalue
48.7.10,48,7,10,lsoacode,E01023071,E01023093,FD_VIOLATION,UK_CSV0000000000004768,10,lsoacode
48.0.11,48,0,11,crimeid,3feba15c3da54375f298bb5a2210bdced26368e2f397a5336ba6da4ef2a92ec9,cfab7cd227c0967a770ba375524424173070d6fd94227f4ff0d8f1e85e8b9a17,FD_VIOLATION,UK_CSV0000000000004768,11,crimeid
48.1.12,48,1,12,monthvalue,0221-07,2021-07,RANDOM_TYPO,UK_CSV0000000000004768,12,monthvalue
48.0.13,48,0,13,crimeid,72063d795e87f7dcc3c4ef4c1da0ef97d15718a1c24e3370fcb72e6cd77e2a88,1680708a43e35993a3625b28d28bcb29a866dd8cca63415500a4b019ee2e3a31,FD_VIOLATION,UK_CSV0000000000004768,13,crimeid
48.7.13,48,7,13,lsoacode,E01022523,E01022596,FD_VIOLATION,UK_CSV0000000000004768,13,lsoacode
48.0.14,48,0,14,crimeid,3cf1928fbe383ae4427e226df54a64baddec224fe89bfb9b9f24caeee0f12019,64bdeea445e348835137c3cb142462db25861722266adc2e9facd0c67e9c08c4,FD_VIOLATION,UK_CSV0000000000004768,14,crimeid
48.7.15,48,7,15,lsoacode,E01022523,E01017078,FD_VIOLATION,UK_CSV0000000000004768,15,lsoacode
