reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
713115,2020/12/18 05:00:00+00,DOLLAR lGENERAL #12016,3430 TAYLOR BLVD,40208.0,200/12/18 05:00:00+00,4,SURVEY,2103
713617,2020/12/25 0:500:00+00,WAFFLE HOUSE #a1069,3739 PAMELA RAE DR,40241.0,2020/12/25 05:00:00+00,4,SURVEY,2104
713342,2020/12/19 05:0:00+00,FERN AND MOODY'S LIQUOR STORE,3903 BARDSTOWN RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2105
713140,2020/21/18 05:00:00+00,CHINA 1,3614 BUECHEL BYPASS,40218.0,20d20/12/18 05:00:00+00,4,SUqRVEY,2106
713315,2020/12/21 05:00:00+00,WENDYS,978 BRECKENRIDGaE LN,40207.0,2020/12/21 05:00:00+00,4,SURVY,2107
713618,2020/12/25 05:00:00+00,IiHOP,1401 S HURSTBOURNE PKWY,40222.0,2020/12/250 5:00:00+00,4,SUREY,2108
713343,2020/12/19 05:00:00+00,CIRCLE K GAS STAITON,4300 SHELBYVILLE RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2109
713423,2020/1/219 05:00:00+00,TINA'S NAILS,2241 HIKES LN.,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2110
713424,2020/12/19 05:00:00+00,AUTO ZONE,2231 HIKES LN.,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2111
713425,2020/12/19 05:00:00+00,JC BEAUTY,2225 HIKES LN.,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2112
713426,2020/12/19 05:00:00+00,DOLLAR TREE #1944,221 HIKES LN,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2113
713427,2020/12/19 05:00:00+0i0,ST. VINCENT DEPAUL THRIFT STORE,2212 HIKES LN.,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2114
713806,2020/12/19 05:00:00+00,OXMOOR CENTER,9700 SHELBYVILLE RD,40202.0,2020/12/19 05:0:00+00,4,SURVEY,2115
713808,2020/12/19 05:00:00+00,KOHL'S,110 OXMOOR LANE,40202.0,2020/12/19 05:00:00+00,4,SURVYE,2116
713812,2020/12/19 05:00:00+00,GUITAR CENTER,4600 # 613 SHELBYVLILE RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2117
713813,2020/12/19 05:00:00+00,PHO-PHI,4600 SHELBYVILLEk RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2118
713814,2020/12/19 05:00:00+00,QOBA,4600 SHELBYVILLE RD,40202.0,200/12/19 05:00:00+00,4,SURVEY,2119
