cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
5.company_code,5,company_code,03K,03R,FD_VIOLATION,branch_code -> company_code,"[e13, e26, e25, e4]"
11.branch_post_code,11,branch_post_code,WN4 8LB,LS226JS,FD_VIOLATION,branch_code -> branch_post_code,"[e20, e21, e24, e12, e23, e19, e3]"
220.region_code,220,region_code,Q66,Qn66,FD_VIOLATION,branch_code -> region_code,"[e5, e14]"
173.branch_address,173,branch_address,Clipstone Health Centre First Avenue Clipstone  Mansfield Nottinghamshire ,Clipstone Health Centre First Avenue Clipstone Mansfield Nottinghamshire ,RANDOM_TYPO,,[]
13.branch_name,13,branch_name,Filey Surgery,Kingsnorth Medical Practice,FD_VIOLATION,branch_code -> branch_name,"[e11, e1]"
206.inventory_facility,206,inventory_facility,No,o,RANDOM_TYPO,,[]
45.company_name,45,company_name,Pfizer,rPfizer,RANDOM_TYPO,,[]
197.company_code,197,company_code,07P,7P,RANDOM_TYPO,,[]
248.branch_end_date,248,branch_end_date,-,a-,RANDOM_TYPO,,[]
9.company_code,9,company_code,10Q,08L,FD_VIOLATION,branch_code -> company_code,"[e13, e26, e25, e4]"
92.contract_type,92,contract_type,GMS,GS,RANDOM_TYPO,,[]
43.transaction_value,43,transaction_value,45.89,4a5.89,RANDOM_TYPO,,[]
54.region_name,54,region_name,Midlands,Midlans,FD_VIOLATION,branch_code -> region_name,"[e26, e27]"
151.region_name,151,region_name,Asia,Ausia,FD_VIOLATION,branch_code -> region_name,[e26]
3.branch_name,3,branch_name,The Jenner Practice (Dr Rowland),South Axholme Practice,FD_VIOLATION,branch_code -> branch_name,"[e11, e1]"
99.company_name,99,company_name,Pfizer,fizer,RANDOM_TYPO,,[]
141.branch_code,141,branch_code,E81017,81017,RANDOM_TYPO,,[]
8.branch_code,8,branch_code,M85048,G82730,FD_VIOLATION,branch_code -> branch_name,"[e5, e6, e8, e9, e1, e2, e3, e4]"
138.company_code,138,company_code,04X,0v4X,RANDOM_TYPO,,[]
