object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
3781.0,709879.0,2020/11/23t 05:00:00+00,PANIT SPOT,4600 SHELBVYILLE RD,40278.0,2020/12/02 05:00:00+00,7,FIELD
3782.0,709969.0,2020/11/18 05:00:00+00,SCHELLER'S FITNESS & CYCLING,8323 PRESTON HWY,40219.0,2020/11/18 05:00:00+00,7,FIELD
3783.0,709978.0,2020/11/18 05:00:00+00,PARTY CITY,4631 OUTER LOOP,40219.0,2020/11/18 05:00:00+00,7,FIELD
3784.0,710090.0,2020/11/18 05:00:00+00,ALOFT DOWNTOWN,102 W MAIN ST,40202.0,2020/11/18 05:00:00+00,7,FIELD
3785.0,710091.0,2020/11/17 05:00:00+00,FAMILY DOLLAR #26256,1961 BROWNSBORO RD,40206.0,2020/11/17 05:00:00+00,7,FIELD
3786.0,701072.0,2020/07/13 03:59:59+00,FAMILY DOLLAR #20750,3022 PORTLAND AVE,40212.0,2020/07/15 03:59:59+00,7,FIELD
3787.0,704815.0,2020/09/03 03:59:59+00,PAPA JOHN'S #21,3985 S 7TH ST,40216.0,2020/09/09 03:59:59+00,7,FIELD
3788.0,716615.0,2021/02/19 05:00:00+00,BILL COLLINS FORD,4220 BARDSTOWN RD,40218.0,2021/02/22 05:00:00+00,7,FIELD
3789.0,706827.0,2020/10/12 03:59:59+00,AGAVE AND RYE,426 BAXTER AVE,40204.0,2020/10/14 03:59:59+00,7,FIELD
3790.0,695919.0,2020/04/13 03:5d9:59+00,LOUISVILLE MEMORIAL AUIDTORIUM,970 S 4THS T,40268.0,2020/04/17 03:59:59+00,7,FIELD
3791.0,701087.0,2020/07/13 03:59:59+00,MCDONALD'S,5630 BARDSTOWN RD,40291.0,2020/07/14 03:59:59+00,7,FIELD
3792.0,704956.0,2020/09/08 03:59:59+00,KY CENTER FOR AFRICAN AMERICAN HERITAGE,1701 W MUHAMMAD ALI BLVD,40203.0,2020/10/05 03:59:59+00,7,FIELD
3793.0,716755.0,2021/02/23 05:00:00+00,REPUBLIC BANK & TRUST COMPANY,2801 BARDSTOWN RD,40205.0,2021/02/24 05:00:00+00,7,FIELD
3794.0,706861.0,2020/10/13 03:59:59+00,WALMART #1170,10445 DIXIE HWY,40272.0,2020/10/16 03:59:59+00,7,FIELD
3795.0,707099.0,2020/10/16 03:59:59+00,ROYAL CONSUMER PRODUCTS,1450 S 10 ST,40210.0,2020/10/17 03:59:59+00,7,FIELD
3796.0,707158.0,2020/10/19 03:59:59+00,BIG-O TIRES,3751 CHAMBERLAIN CT,40241.0,2020/10/20 03:59:59+00,7,FIELD
3797.0,707647.0,2020/10/27 03:59:59+00,EMPIRE BEAUTY SCHOOL,5120 DIXIE HWY,40216.0,2020/11/19 05:00:00+00,7,FIELD
3798.0,707927.0,2020/10/29 03:59:59+00,FAMILY DOLLAR #21351,790 EASTERN PKWY,40217.0,2020/11/03 05:00:00+00,7,FIELD
3799.0,708097.0,2020/11/02 05:00:00+00,UNITED STATES POSTAL SERVICE,7400 JEFFERSON BLVD,40219.0,2020/11/05 05:00:00+00,7,FIELD
3800.0,708145.0,2020/11/03 05:00:00+00,KMI ACQUISITIONS LLC DBA/THE BROOK,8521 LAGRANGE RD,40242.0,2020/11/05 05:00:00+00,7,FIELD
3801.0,708149.0,2020/11/03 05:00:00+00,STRIKE AND SPARE FAMILY FUN CENTER,6220 OLD SHEPHERDSVILLE RD,40228.0,2020/11/04 05:00:00+00,7,FIELD
3802.0,708199.0,2020/11/04 05:00:00+00,HOME DEPOT,10301 WESTPORT RD,40241.0,2020/11/09 05:00:00+00,7,FIELD
3803.0,708526.0,2020/11/09 05:00:00+00,TOTAL QUALITY LOGISTICS,462 S 4TH ST #600,40202.0,2020/11/10 05:00:00+00,7,FIELD
3804.0,708635.0,2020/11/11 05:00:00+00,TOTAL QUALITY LOGISTICS,462 S 4TH ST #600,40202.0,2020/11/13 05:00:00+00,7,FIELD
3805.0,708668.0,2020/11/11 05:00:00+00,AUTOZONE AUTO PARTS,2231 HIKES LN,40218.0,2020/11/18 05:00:00+00,7,FIELD
3806.0,703502.0,2020/08/08 03:59:59+00,PAPA JOHN'S #44,10100 TAYLORSVILLE RD,40299.0,2020/08/11 03:59:59+00,7,FIELD
3807.0,703503.0,2020/08/08 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/08/12 03:59:59+00,7,FIELD
3808.0,703593.0,2020/08/12 03:59:59+00,CIRCLE K #4703232,13401 DIXIE HWY,40272.0,2020/08/12 03:59:59+00,7,FIELD
3809.0,703829.0,2020/08/18 03:59:59+00,MONTGOMERY CHEVROLET,5325 PRESTON HWY,40213.0,2020/08/20 03:59:59+00,7,FIELD
3810.0,703861.0,2020/08/15 03:59:59+00,MCDONALD'S,3340 TAYLOR BLVD,40215.0,2020/08/18 03:59:59+00,7,FIELD
3811.0,704011.0,2020/08/19 03:59:59+00,LANDMARK OF IROQUOIS PARK,900 GAGEL AVE,40217.0,2020/08/21 03:59:59+00,7,FIELD
3812.0,704289.0,2020/08/26 03:59:59+00,WENDYS,978 BRECKENRIDGE LN,40207.0,2020/08/28 03:59:59+00,7,FIELD
3813.0,704952.0,2020/09/08 03:59:59+00,MCDONALD'S,2800 OUTER LOOP,40219.0,2020/09/09 03:59:59+00,7,FIELD
3814.0,704962.0,2020/09/08 03:59:59+00,NORTHEAST BARBERS,10719 MEETING ST.,40059.0,2020/09/24 03:59:59+00,7,FIELD
3815.0,705085.0,2020/09/10 03:59:59+00,THORNTONS #28,100 W BROADWAY,40202.0,2020/09/11 03:59:59+00,7,FIELD
3816.0,705481.0,2020/09/17 03:59:59+00,WALMART #526,3706 DIANN MARIE RD,40241.0,2020/10/05 03:59:59+00,7,FIELD
3817.0,705838.0,2020/09/24 03:59:59+00,MCDONALD'S,2961 BRECKENRIDGE LN,40220.0,2020/09/25 03:59:59+00,7,FIELD
3818.0,706040.0,2020/09/29 03:59:59+00,GRAB N GO,3110 ROCKFORD LN,40216.0,2020/10/08 03:59:59+00,7,FIELD
3819.0,706459.0,2020/10/06 03:59:59+00,WAYSIDE CHRISTIAN MISSIOIN,432 E JEFFERSON ST,40202.0,2020/10/08 03:59:59+00,7,FIELD
