source_table,source_row,source_column,occurrence_count,merged_row_indices,error_type
UK_CSV0000000000001793,0,reportedby,1,0,RANDOM_TYPO
UK_CSV0000000000001793,3,fallswithin,1,3,RANDOM_TYPO
UK_CSV0000000000001793,11,monthvalue,1,11,RANDOM_TYPO
UK_CSV0000000000001793,20,monthvalue,1,20,RANDOM_TYPO
UK_CSV0000000000001793,23,monthvalue,1,23,RANDOM_TYPO
UK_CSV0000000000001793,23,fallswithin,1,23,RANDOM_TYPO
UK_CSV0000000000001793,25,reportedby,1,25,RANDOM_TYPO
UK_CSV0000000000001793,25,locationvalue,1,25,FD_VIOLATION
UK_CSV0000000000001793,25,outcometype,1,25,FD_VIOLATION
UK_CSV0000000000001793,27,lsoaname,1,27,FD_VIOLATION
UK_CSV0000000000001793,28,fallswithin,1,28,RANDOM_TYPO
UK_CSV0000000000001793,28,locationvalue,1,28,FD_VIOLATION
UK_CSV0000000000001793,30,lsoaname,1,30,FD_VIOLATION
UK_CSV0000000000001793,31,lsoaname,1,31,FD_VIOLATION
UK_CSV0000000000001793,32,outcometype,1,32,FD_VIOLATION
UK_CSV0000000000001793,34,locationvalue,1,34,FD_VIOLATION
UK_CSV0000000000001793,34,lsoaname,1,34,FD_VIOLATION
UK_CSV0000000000001793,35,reportedby,1,35,RANDOM_TYPO
UK_CSV0000000000001793,35,outcometype,1,35,FD_VIOLATION
UK_CSV0000000000001793,36,lsoaname,1,36,FD_VIOLATION
UK_CSV0000000000001793,37,outcometype,1,37,FD_VIOLATION
UK_CSV0000000000001793,38,lsoaname,1,38,FD_VIOLATION
UK_CSV0000000000001793,39,outcometype,1,39,FD_VIOLATION
UK_CSV0000000000001793,40,monthvalue,1,40,RANDOM_TYPO
UK_CSV0000000000001793,40,locationvalue,1,40,FD_VIOLATION
UK_CSV0000000000001793,41,lsoaname,1,41,FD_VIOLATION
UK_CSV0000000000001793,42,monthvalue,1,42,RANDOM_TYPO
UK_CSV0000000000001793,42,lsoaname,1,42,FD_VIOLATION
UK_CSV0000000000001793,42,outcometype,1,42,FD_VIOLATION
UK_CSV0000000000001793,43,lsoaname,1,43,FD_VIOLATION
UK_CSV0000000000001793,43,outcometype,1,43,FD_VIOLATION
UK_CSV0000000000001793,44,lsoaname,1,44,FD_VIOLATION
UK_CSV0000000000001793,45,monthvalue,1,45,RANDOM_TYPO
UK_CSV0000000000001793,45,reportedby,1,45,RANDOM_TYPO
UK_CSV0000000000001793,45,lsoaname,1,45,FD_VIOLATION
UK_CSV0000000000001793,46,reportedby,1,46,RANDOM_TYPO
UK_CSV0000000000001793,46,lsoaname,1,46,FD_VIOLATION
UK_CSV0000000000001793,48,crimeid,1,48,FD_VIOLATION
UK_CSV0000000000001793,48,monthvalue,1,48,RANDOM_TYPO
UK_CSV0000000000001793,48,lsoaname,1,48,FD_VIOLATION
UK_CSV0000000000001793,49,lsoaname,1,49,FD_VIOLATION
UK_CSV0000000000001793,49,outcometype,1,49,FD_VIOLATION
UK_CSV0000000000001793,51,crimeid,1,51,FD_VIOLATION
UK_CSV0000000000001793,51,lsoaname,1,51,FD_VIOLATION
UK_CSV0000000000001793,52,outcometype,1,52,FD_VIOLATION
UK_CSV0000000000001793,53,crimeid,1,53,FD_VIOLATION
UK_CSV0000000000001793,54,crimeid,1,54,FD_VIOLATION
UK_CSV0000000000001793,54,lsoaname,1,54,FD_VIOLATION
UK_CSV0000000000001793,54,outcometype,1,54,FD_VIOLATION
UK_CSV0000000000001793,55,reportedby,1,55,RANDOM_TYPO
UK_CSV0000000000001793,55,lsoaname,1,55,FD_VIOLATION
UK_CSV0000000000001793,56,crimeid,1,56,FD_VIOLATION
UK_CSV0000000000001793,56,lsoaname,1,56,FD_VIOLATION
UK_CSV0000000000001793,57,crimeid,1,57,FD_VIOLATION
UK_CSV0000000000001793,57,reportedby,1,57,RANDOM_TYPO
UK_CSV0000000000001793,57,lsoaname,1,57,FD_VIOLATION
UK_CSV0000000000001793,58,fallswithin,1,58,RANDOM_TYPO
UK_CSV0000000000001793,59,lsoaname,1,59,FD_VIOLATION
UK_CSV0000000000001793,60,lsoaname,1,60,FD_VIOLATION
UK_CSV0000000000001793,61,fallswithin,1,61,RANDOM_TYPO
UK_CSV0000000000001793,61,lsoaname,1,61,FD_VIOLATION
UK_CSV0000000000001793,61,outcometype,1,61,FD_VIOLATION
UK_CSV0000000000001793,62,lsoaname,1,62,FD_VIOLATION
UK_CSV0000000000001793,63,lsoaname,1,63,FD_VIOLATION
UK_CSV0000000000001793,64,crimeid,1,64,FD_VIOLATION
UK_CSV0000000000001793,64,lsoaname,1,64,FD_VIOLATION
UK_CSV0000000000001793,65,crimeid,1,65,FD_VIOLATION
UK_CSV0000000000001793,65,fallswithin,1,65,RANDOM_TYPO
UK_CSV0000000000001793,65,lsoaname,1,65,FD_VIOLATION
UK_CSV0000000000001793,66,lsoaname,1,66,FD_VIOLATION
UK_CSV0000000000001793,67,crimeid,1,67,FD_VIOLATION
UK_CSV0000000000001793,67,monthvalue,1,67,RANDOM_TYPO
UK_CSV0000000000001793,67,lsoaname,1,67,FD_VIOLATION
UK_CSV0000000000001793,68,crimeid,1,68,FD_VIOLATION
UK_CSV0000000000001793,68,monthvalue,1,68,RANDOM_TYPO
UK_CSV0000000000001793,68,lsoaname,1,68,FD_VIOLATION
UK_CSV0000000000001793,69,locationvalue,1,69,FD_VIOLATION
