cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
10.6.4,10,6,4,locationvalue,On or near Remembracne Avenue,On or near Remembrance Avenue,RANDOM_TYPO,UK_CSV0000000000003445,4,locationvalue
10.9.4,10,9,4,crimetype,Vioelnce and sexual offences,Violence and sexual offences,RANDOM_TYPO,UK_CSV0000000000003445,4,crimetype
10.6.5,10,6,5,locationvalue,On or near Remembrance Avnue,On or near Remembrance Avenue,RANDOM_TYPO,UK_CSV0000000000003445,5,locationvalue
10.10.5,10,10,5,lastoutcomecategory,Statuhs update unavailable,Status update unavailable,RANDOM_TYPO,UK_CSV0000000000003445,5,lastoutcomecategory
10.7.7,10,7,7,lsoacode_UK_CSV0000000000003445,E01021394,E01026436,FD_VIOLATION,UK_CSV0000000000003445,7,lsoacode
10.7.8,10,7,8,lsoacode_UK_CSV0000000000003445,E01010644,E01026436,FD_VIOLATION,UK_CSV0000000000003445,8,lsoacode
10.10.8,10,10,8,lastoutcomecategory,Investigation complete; tno suspect identified,Investigation complete; no suspect identified,RANDOM_TYPO,UK_CSV0000000000003445,8,lastoutcomecategory
10.2.9,10,2,9,reportedby,Normfolk Constabulary,Norfolk Constabulary,RANDOM_TYPO,UK_CSV0000000000003445,9,reportedby
10.6.9,10,6,9,locationvalue,On or near Meadowa Loke,On or near Meadow Loke,RANDOM_TYPO,UK_CSV0000000000003445,9,locationvalue
10.7.10,10,7,10,lsoacode_UK_CSV0000000000003445,E01021394,E01026436,FD_VIOLATION,UK_CSV0000000000003445,10,lsoacode
10.7.11,10,7,11,lsoacode_UK_CSV0000000000003445,E01021394,E01026436,FD_VIOLATION,UK_CSV0000000000003445,11,lsoacode
10.7.14,10,7,14,lsoacode_UK_CSV0000000000003445,E01021394,E01026436,FD_VIOLATION,UK_CSV0000000000003445,14,lsoacode
10.3.15,10,3,15,fallswithin,Norfol Constabulary,Norfolk Constabulary,RANDOM_TYPO,UK_CSV0000000000003445,15,fallswithin
10.0.17,10,0,17,crimeid_UK_CSV0000000000003445,3203f24f1e44c086e3c9c3c8bfacf86058bdf9bb8e830b92b2fabd74e32ca5b,3203f724f1e44c086e3c9c3c8bfacf86058bdf9bb8e830b92b2fabd74e32ca5b,RANDOM_TYPO,UK_CSV0000000000003445,17,crimeid
10.7.18,10,7,18,lsoacode_UK_CSV0000000000003445,E01021394,E01026461,FD_VIOLATION,UK_CSV0000000000003445,18,lsoacode
10.7.20,10,7,20,lsoacode_UK_CSV0000000000003445,E01026436,E01026461,FD_VIOLATION,UK_CSV0000000000003445,20,lsoacode
10.3.21,10,3,21,fallswithin,Norfolk Constbaulary,Norfolk Constabulary,RANDOM_TYPO,UK_CSV0000000000003445,21,fallswithin
10.10.21,10,10,21,lastoutcomecategory,Unable to prxosecute suspect,Unable to prosecute suspect,RANDOM_TYPO,UK_CSV0000000000003445,21,lastoutcomecategory
10.1.22,10,1,22,monthvalue_UK_CSV0000000000003445,202p2-01,2022-01,RANDOM_TYPO,UK_CSV0000000000003445,22,monthvalue
10.6.22,10,6,22,locationvalue,Ono r near Blacksmiths Yard,On or near Blacksmiths Yard,RANDOM_TYPO,UK_CSV0000000000003445,22,locationvalue
10.7.22,10,7,22,lsoacode_UK_CSV0000000000003445,E01017650,E01026483,FD_VIOLATION,UK_CSV0000000000003445,22,lsoacode
10.10.22,10,10,22,lastoutcomecategory,Unable to proscute suspect,Unable to prosecute suspect,RANDOM_TYPO,UK_CSV0000000000003445,22,lastoutcomecategory
10.2.23,10,2,23,reportedby,Norfolk Constablary,Norfolk Constabulary,RANDOM_TYPO,UK_CSV0000000000003445,23,reportedby
10.7.23,10,7,23,lsoacode_UK_CSV0000000000003445,E01026436,E01026483,FD_VIOLATION,UK_CSV0000000000003445,23,lsoacode
10.6.24,10,6,24,locationvalue,On or near Broom Green oad,On or near Broom Green Road,RANDOM_TYPO,UK_CSV0000000000003445,24,locationvalue
10.7.24,10,7,24,lsoacode_UK_CSV0000000000003445,E01021394,E01026483,FD_VIOLATION,UK_CSV0000000000003445,24,lsoacode
10.7.25,10,7,25,lsoacode_UK_CSV0000000000003445,E01021394,E01026483,FD_VIOLATION,UK_CSV0000000000003445,25,lsoacode
10.1.26,10,1,26,monthvalue_UK_CSV0000000000003445,0222-01,2022-01,RANDOM_TYPO,UK_CSV0000000000003445,26,monthvalue
10.3.26,10,3,26,fallswithin,Norfol Constabulary,Norfolk Constabulary,RANDOM_TYPO,UK_CSV0000000000003445,26,fallswithin
10.7.26,10,7,26,lsoacode_UK_CSV0000000000003445,E01026436,E01026483,FD_VIOLATION,UK_CSV0000000000003445,26,lsoacode
10.2.27,10,2,27,reportedby,Norfolk Constatbulary,Norfolk Constabulary,RANDOM_TYPO,UK_CSV0000000000003445,27,reportedby
10.3.27,10,3,27,fallswithin,Norfolk Cosnstabulary,Norfolk Constabulary,RANDOM_TYPO,UK_CSV0000000000003445,27,fallswithin
10.7.27,10,7,27,lsoacode_UK_CSV0000000000003445,E01026436,E01033042,FD_VIOLATION,UK_CSV0000000000003445,27,lsoacode
10.1.28,10,1,28,monthvalue_UK_CSV0000000000003445,2022-01***,2022-01,RANDOM_TYPO,UK_CSV0000000000003445,28,monthvalue
10.3.29,10,3,29,fallswithin,Norfolk Constabulaary,Norfolk Constabulary,RANDOM_TYPO,UK_CSV0000000000003445,29,fallswithin
