756.date_type,aD,D,[e5]
403.species,Necora puber,Perforatus perforatus,[e1, e2]
737.date_type,zD,D,[e5]
234.aphia_id,135144.0,124287,[e1, e2]
1612.start_date,178-06-07,1978-06-07,[e4]
127.species,Aglaophenia,Porifera indet crusts,[e1, e2]
1084.start_date,1978-06-50,1978-06-05,[e4]
838.date_type,bD,D,[e5]
152.aphia_id,9.99000928E8,132833,[e1, e2]
1313.questionnaire_title,1978-1979 SWBSS North Devon Sutdy,1978-1979 SWBSS North Devon Study,[]
797.date_type,,D,[e5]
1448.aphia_id,131668,131629,[e1]
302.end_date,19p78-06-06,1978-06-06,[e3]
569.date_type,***,D,[e5]
939.projection,WS84,WGS84,[]
1370.aphia_id,145621,145540,[e1, e2]
201.sample_comment,"A gradual slope at the sublittoral fringe level was followed by a steep, mainly vertical, drop to -3m. Algae, including Laminaria hyperborea, grew only on the less steeply inclined surfaces. The main stipe epiphyte was Palmaria palmata. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",Broken silty bedrock with Laminaria hyperborea on the upper surfaces and lots of large undergrowth species. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,[e5, e3, e4]
1554.start_date,1978-06-60,1978-06-06,[e4]
167.sample_comment,"Bryozoa has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Algae on this steep bedrock was limited to a very narrow vertical band dominated by Plocamium cartilagineum amidst very large Laminaria hyperborea with many epiphytes. The overhangs had a cover of dead stalks with flocculent mud, scattered hydrozoa and bryozoa, Caryophyllia smithii and sponges. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",Broken silty bedrock with Laminaria hyperborea on the upper surfaces and lots of large undergrowth species. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,[e5, e3, e4]
1042.questionnaire_title,1978-1979 SWBSS North Devon Stduy,1978-1979 SWBSS North Devon Study,[]
1626.date_type,***,D,[e5]
58.species,Caryophyllia (Caryophyllia) smithii,Cucumariidae,[e1, e2]
226.questionnaire_title,1978-1979 SWBSS Nort hDevon Study,1978-1979 SWBSS North Devon Study,[]
1632.end_date,1978-06p-07,1978-06-07,[e3]
691.start_date,1978-06h-12,1978-06-12,[e4]
1317.aphia_id,106272,106215,[e1]
89.species,Caryophyllia (Caryophyllia) smithii,Dictyota dichotoma,[e1, e2]
110.end_date,1978-06-r05,1978-06-05,[e3]
1154.species,wMembranoptera alata,Membranoptera alata,[e2]
686.date_type,,D,[e5]
1277.projection,WGqS84,WGS84,[]
161.survey_key,JNCCMNCR100000a77,JNCCMNCR10000077,[]
1436.sample_comment,"Boulders in shallow water with cobbles amongst them. There was a kelp forest and mussel beds beneath. Only three species of stipe epiphytes were recornded although they were all dense. They were Palmaria palmata, Membranoptera alata and Phycodrys rubens. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.","Boulders in shallow water with cobbles amongst them. There was a kelp forest and mussel beds beneath. Only three species of stipe epiphytes were recorded although they were all dense. They were Palmaria palmata, Membranoptera alata and Phycodrys rubens. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.",[]
835.questionnaire_title,1978-1979 SWBSS orth Devon Study,1978-1979 SWBSS North Devon Study,[]
1597.end_date,9178-06-06,1978-06-06,[e3]
675.species,Heteryosiphonia plumosa,Heterosiphonia plumosa,[e2]
1323.end_date,19d78-06-06,1978-06-06,[e3]
200.species,Callionymus lyra,Laminaria hyperborea,[e1, e2]
861.end_date,1978-0607,1978-06-07,[e3]
1693.abundance_sacforn,***,R,[]
1494.aphia_id,144012,144007,[e1]
53.species,Callionymus lyra,Amphilectus fucorum,[e1, e2]
1167.date_type,,D,[e5]
629.date_type,uD,D,[e5]
827.start_date,19780-6-08,1978-06-08,[e4]
