cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
756.date_type,756,date_type,D,aD,FD_VIOLATION,sample_comment -> date_type,[e5]
403.species,403,species,Perforatus perforatus,Necora puber,FD_VIOLATION,species -> aphia_id,"[e1, e2]"
737.date_type,737,date_type,D,zD,FD_VIOLATION,sample_comment -> date_type,[e5]
234.aphia_id,234,aphia_id,124287,135144.0,FD_VIOLATION,species -> aphia_id,"[e1, e2]"
1612.start_date,1612,start_date,1978-06-07,178-06-07,FD_VIOLATION,sample_comment -> start_date,[e4]
127.species,127,species,Porifera indet crusts,Aglaophenia,FD_VIOLATION,species -> aphia_id,"[e1, e2]"
1084.start_date,1084,start_date,1978-06-05,1978-06-50,FD_VIOLATION,sample_comment -> start_date,[e4]
838.date_type,838,date_type,D,bD,FD_VIOLATION,sample_comment -> date_type,[e5]
152.aphia_id,152,aphia_id,132833,9.99000928E8,FD_VIOLATION,species -> aphia_id,"[e1, e2]"
1313.questionnaire_title,1313,questionnaire_title,1978-1979 SWBSS North Devon Study,1978-1979 SWBSS North Devon Sutdy,RANDOM_TYPO,,[]
797.date_type,797,date_type,D,,FD_VIOLATION,sample_comment -> date_type,[e5]
1448.aphia_id,1448,aphia_id,131629,131668,FD_VIOLATION,species -> aphia_id,[e1]
302.end_date,302,end_date,1978-06-06,19p78-06-06,FD_VIOLATION,sample_comment -> end_date,[e3]
569.date_type,569,date_type,D,***,FD_VIOLATION,sample_comment -> date_type,[e5]
939.projection,939,projection,WGS84,WS84,RANDOM_TYPO,,[]
1370.aphia_id,1370,aphia_id,145540,145621,FD_VIOLATION,species -> aphia_id,"[e1, e2]"
"201.sample_comment,""A gradual slope at the sublittoral fringe level was followed by a steep, mainly vertical, drop to -3m. Algae, including Laminaria hyperborea",201,"sample_comment,""A gradual slope at the sublittoral fringe level was followed by a steep, mainly vertical, drop to -3m",Broken silty bedrock with Laminaria hyperborea on the upper surfaces and lots of large undergrowth species. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.," grew only on the less steeply inclined surfaces. The main stipe epiphyte was Palmaria palmata. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.""",FD_VIOLATION,,"[e5, e3, e4]"
1554.start_date,1554,start_date,1978-06-06,1978-06-60,FD_VIOLATION,sample_comment -> start_date,[e4]
"167.sample_comment,""Bryozoa has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Algae on this steep bedrock was limited to a very narrow vertical band dominated by Plocamium cartilagineum amidst very large Laminaria hyperborea with many epiphytes. The overhangs had a cover of dead stalks with flocculent mud, scattered hydrozoa and bryozoa",167,"sample_comment,""Bryozoa has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising",Broken silty bedrock with Laminaria hyperborea on the upper surfaces and lots of large undergrowth species. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.," Caryophyllia smithii and sponges. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.""",FD_VIOLATION,,"[e5, e3, e4]"
1042.questionnaire_title,1042,questionnaire_title,1978-1979 SWBSS North Devon Study,1978-1979 SWBSS North Devon Stduy,RANDOM_TYPO,,[]
1626.date_type,1626,date_type,D,***,FD_VIOLATION,sample_comment -> date_type,[e5]
58.species,58,species,Cucumariidae,Caryophyllia (Caryophyllia) smithii,FD_VIOLATION,species -> aphia_id,"[e1, e2]"
226.questionnaire_title,226,questionnaire_title,1978-1979 SWBSS North Devon Study,1978-1979 SWBSS Nort hDevon Study,RANDOM_TYPO,,[]
1632.end_date,1632,end_date,1978-06-07,1978-06p-07,FD_VIOLATION,sample_comment -> end_date,[e3]
691.start_date,691,start_date,1978-06-12,1978-06h-12,FD_VIOLATION,sample_comment -> start_date,[e4]
1317.aphia_id,1317,aphia_id,106215,106272,FD_VIOLATION,species -> aphia_id,[e1]
89.species,89,species,Dictyota dichotoma,Caryophyllia (Caryophyllia) smithii,FD_VIOLATION,species -> aphia_id,"[e1, e2]"
110.end_date,110,end_date,1978-06-05,1978-06-r05,FD_VIOLATION,sample_comment -> end_date,[e3]
1154.species,1154,species,Membranoptera alata,wMembranoptera alata,FD_VIOLATION,species -> aphia_id,[e2]
686.date_type,686,date_type,D,,FD_VIOLATION,sample_comment -> date_type,[e5]
1277.projection,1277,projection,WGS84,WGqS84,RANDOM_TYPO,,[]
161.survey_key,161,survey_key,JNCCMNCR10000077,JNCCMNCR100000a77,RANDOM_TYPO,,[]
"1436.sample_comment,""Boulders in shallow water with cobbles amongst them. There was a kelp forest and mussel beds beneath. Only three species of stipe epiphytes were recornded although they were all dense. They were Palmaria palmata, Membranoptera alata and Phycodrys rubens. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.""",1436,"sample_comment,""Boulders in shallow water with cobbles amongst them"," Membranoptera alata and Phycodrys rubens. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.""","""Boulders in shallow water with cobbles amongst them. There was a kelp forest and mussel beds beneath. Only three species of stipe epiphytes were recorded although they were all dense. They were Palmaria palmata",UNKNOWN,,[]
835.questionnaire_title,835,questionnaire_title,1978-1979 SWBSS North Devon Study,1978-1979 SWBSS orth Devon Study,RANDOM_TYPO,,[]
1597.end_date,1597,end_date,1978-06-06,9178-06-06,FD_VIOLATION,sample_comment -> end_date,[e3]
675.species,675,species,Heterosiphonia plumosa,Heteryosiphonia plumosa,FD_VIOLATION,species -> aphia_id,[e2]
1323.end_date,1323,end_date,1978-06-06,19d78-06-06,FD_VIOLATION,sample_comment -> end_date,[e3]
200.species,200,species,Laminaria hyperborea,Callionymus lyra,FD_VIOLATION,species -> aphia_id,"[e1, e2]"
861.end_date,861,end_date,1978-06-07,1978-0607,FD_VIOLATION,sample_comment -> end_date,[e3]
1693.abundance_sacforn,1693,abundance_sacforn,R,***,RANDOM_TYPO,,[]
1494.aphia_id,1494,aphia_id,144007,144012,FD_VIOLATION,species -> aphia_id,[e1]
53.species,53,species,Amphilectus fucorum,Callionymus lyra,FD_VIOLATION,species -> aphia_id,"[e1, e2]"
1167.date_type,1167,date_type,D,,FD_VIOLATION,sample_comment -> date_type,[e5]
629.date_type,629,date_type,D,uD,FD_VIOLATION,sample_comment -> date_type,[e5]
827.start_date,827,start_date,1978-06-08,19780-6-08,FD_VIOLATION,sample_comment -> start_date,[e4]
430.sample_comment,430,sample_comment,A mixture of Halidrys silliquosa and Laminaria hyperborea. There was sparse foliaceous algae in general although the flora was very patchy. Many barnacles. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,Pagurus has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. The topography was generally flat with rock outcrops through mud covered gravel. Farther off was a sand plain covered by flocculent mud. Halidrys siliquosa grew on the rock outcrops allthough there were a few small Laminaria hyperborea in places and a good understorey of small foliaceous reds. Laminaria saccharina were on the smaller stones between the rock outcrops. Cereus pedunculatus and small Pagurus were characteristic of the sand area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,FD_VIOLATION,sample_comment -> end_date,"[e5, e3, e4]"
419.questionnaire_title,419,questionnaire_title,1978-1979 SWBSS North Devon Study,1978-1979 SWBSS North Devcon Study,RANDOM_TYPO,,[]
56.aphia_id,56,aphia_id,117452,135144.0,FD_VIOLATION,species -> aphia_id,[e2]
939.date_type,939,date_type,D,***,FD_VIOLATION,sample_comment -> date_type,[e5]
1056.date_type,1056,date_type,D,,FD_VIOLATION,sample_comment -> date_type,[e5]
1029.date_type,1029,date_type,D,***,FD_VIOLATION,sample_comment -> date_type,[e5]
1502.aphia_id,1502,aphia_id,144007,144010,FD_VIOLATION,species -> aphia_id,[e1]
933.survey_key,933,survey_key,JNCCMNCR10000077,NJCCMNCR10000077,RANDOM_TYPO,,[]
299.sample_comment,299,sample_comment,The sand was mobile and very impoverished. Small and sparse red algae were present on the outcrops. There was nothing on the pebbles. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,Pagurus has been given a nominal abundance value of Present for this record as in Arev it had no abundance value. The topography was generally flat with rock outcrops through mud covered gravel. Farther off was a sand plain covered by flocculent mud. Halidrys siliquosa grew on the rock outcrops allthough there were a few small Laminaria hyperborea in places and a good understorey of small foliaceous reds. Laminaria saccharina were on the smaller stones between the rock outcrops. Cereus pedunculatus and small Pagurus were characteristic of the sand area. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,FD_VIOLATION,sample_comment -> end_date,"[e5, e3, e4]"
1571.date_type,1571,date_type,D,***,FD_VIOLATION,sample_comment -> date_type,[e5]
1383.date_type,1383,date_type,D,dD,FD_VIOLATION,sample_comment -> date_type,[e5]
"35.sample_comment,""Ascidiacea has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising. Substratum of quite large bedrock outcrops with some overhanging surfaces",35,"sample_comment,""Ascidiacea has been removed from the species list for this record as more specific related taxa were also present, these are now marked as characterising",The overhangs had typical fauna with an undergrowth of Crisiidae and Bugula spp with large patches of Clavelina lepadiformis. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.," interspersed with areas of clean sand. Some scour was recorded. A variety of animal species was present. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.""",FD_VIOLATION,,"[e5, e3, e4]"
200.sample_comment,200,sample_comment,Dense Laminaria spp with large fronds with many undergrowth species. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,There were areas of broken rock and large boulders which were dominated by Flustra foliacea and large patches of an unidentified tunicate (probably Dendrodoa grossularia). Urticina felina was common adjacent to sediment. Farther north there was a stone plain of small boulders with sand between where the fauna was similar to that of the rocks but sparser. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.,FD_VIOLATION,sample_comment -> end_date,"[e5, e3, e4]"
