reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
714709.0,2021/01/07 05:00:00+00,COUSIN'S LIQUORS,1233 W HILL ST,40210.0,2021/01/07 05:00:00+00,4,SURVEY,2403.0
714716.0,2021/01/07 05:00:00+00,HILLTOP CHICKEN & MORE,1209 W HILL ST,40210.0,2021/01/07 05:00:00+00,4,SURVEY,2404.0
714718.0,2021/01/07 05:00:00+00,RALLY'S,2502 PRESTON HWY,40217.0,2021/01/07 05:00:00+00,4,SURVEY,2405.0
714719.0,2021/01/07 05:00:00+00,GREAT WOK,2502 S PRESTON ST,40217.0,2021/01/07 05:00:00+00,4,SURVEY,2406.0
714720.0,2021/01/07 05:00:00+00,PIZZA HUT #036947,2508 PRESTON HWY,40217.0,2021/01/07 05:00:00+00,4,SURVEY,2407.0
714721.0,2021/01/07 05:00:00+00,KFC,2513 PRESTON HWY,40217.0,2021/01/07 05:00:00+00,4,SURVEY,2408.0
714722.0,2021/01/07 05:00:00+00,PENN STATION,3035 PRESTON HWY,40217.0,2021/01/07 05:00:00+00,4,SURVEY,2409.0
714404.0,2021/01/05 05:00:00+00,SMOR BAKERI AT OSKAR'S,3797 POPLAR LEVEL RD,40213.0,2021/01/05 05:00:00+00,4,SURVEY,2410.0
714488.0,2021/01/06 05:00:00+00,TOONERVILLE DELI,1201 S 1ST ST,40203.0,2021/01/06 05:00:00+00,4,SURVEY,2411.0
714723.0,2021/01/07 05:00:00+00,SALSARITA'S,285 N HUBBARDS LN,40207.0,2021/01/07 05:00:00+00,4,SURVEY,2412.0
714724.0,2021/01/07 05:00:00+00,SUBWAY #24964,3314 PRESTON HWY,40213.0,2021/01/07 05:00:00+00,4,SURVEY,2413.0
714725.0,2021/01/07 05:00:00+00,NEW WAVE BURRITOS,3311 PRESTON HWY,40213.0,2021/01/07 05:00:00+00,4,SURVEY,2414.0
714726.0,2021/01/07 05:00:00+00,THORNTONS #60,3320 PRESTON HWY,40213.0,2021/01/07 05:00:00+00,4,SURVEY,2415.0
714727.0,2021/01/07 05:00:00+00,SLEEP INN AIRPORT,3330 PRESTON HWY,40213.0,2021/01/07 05:00:00+00,4,SURVEY,2416.0
714728.0,2021/01/07 05:00:00+00,VISION FIRST,291 N HUBBARDS LANE,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2417.0
714729.0,2021/01/07 05:00:00+00,EL NOPAL,10626 DIXIE HWY,40272.0,2021/01/07 05:00:00+00,4,SURVEY,2418.0
714730.0,2021/01/07 05:00:00+00,FRANK'S MEAT & PRODUCE DELI,3342 PRESTON HWY,40213.0,2021/01/07 05:00:00+00,4,SURVEY,2419.0
714731.0,2021/01/07 05:00:00+00,MCDONALD'S #7940,3350 PRESTON HWY,40213.0,2021/01/07 05:00:00+00,4,SURVEY,2420.0
714732.0,2021/01/07 05:00:00+00,ARBY'S #5430,10704 DIXIE HWY,40272.0,2021/01/07 05:00:00+00,4,SURVEY,2421.0
714733.0,2021/01/07 05:00:00+00,FAMILY DOLLAR #30271,8010 PRESTON HWY,40219.0,2021/01/07 05:00:00+00,4,SURVEY,2422.0
714734.0,2021/01/07 05:00:00+00,GRAB & GO,10501 DIXIE HWY,40272.0,2021/01/07 05:00:00+00,4,SURVEY,2423.0
714735.0,2021/01/07 05:00:00+00,THE ZONE COMIC SHOP,291 N. HUBBARDS LANE,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2424.0
714736.0,2021/01/07 05:00:00+00,BURGER KING,10600 DIXIE HWY,40258.0,2021/01/07 05:00:00+00,4,SURVEY,2425.0
714737.0,2021/01/07 05:00:00+00,TACO BELL,6306 GREENWOOD RD,40258.0,2021/01/07 05:00:00+00,4,SURVEY,2426.0
714738.0,2021/01/07 05:00:00+00,MCDONALD'S,287 N HUBBARDS LN,40207.0,2021/01/07 05:00:00+00,4,SURVEY,2427.0
714739.0,2021/01/07 05:00:00+00,LA CIENFUEGUERA FOOD MARKET,1937 LOWER HUNTERS TRACE,40216.0,2021/01/07 05:00:00+00,4,SURVEY,2428.0
714740.0,2021/01/07 05:00:00+00,PANERA BREAD #1849,6900 DIXIE HWY,40258.0,2021/01/07 05:00:00+00,4,SURVEY,2429.0
714741.0,2021/01/07 05:00:00+00,CLOTHES MENTOR,291 N. HUBBARDS LANE,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2430.0
714742.0,2021/01/07 05:00:00+00,EL MOLCAJETE,8106 PRESTON HWY,40219.0,2021/01/07 05:00:00+00,4,SURVEY,2431.0
714743.0,2021/01/07 05:00:00+00,QDOBA #2641,6814 DIXIE HWY,40258.0,2021/01/07 05:00:00+00,4,SURVEY,2432.0
714745.0,2021/01/07 05:00:00+00,FUJI ASIAN BISTRO,6801 DIXIE HWY,40258.0,2021/01/07 05:00:00+00,4,SURVEY,2433.0
714746.0,2021/01/07 05:00:00+00,TINO'S TACOS,161 OUTER LOOP,40214.0,2021/01/08 05:00:00+00,4,SURVEY,2434.0
714747.0,2021/01/07 05:00:00+00,TUSCANY ITALIAN RESTAURANT,165 OUTER LOOP,40214.0,2021/01/07 05:00:00+00,4,SURVEY,2435.0
714748.0,2021/01/07 05:00:00+00,KROGER L-387,291 N HUBBARDS LN,40207.0,2021/01/07 05:00:00+00,4,SURVEY,2436.0
714749.0,2021/01/07 05:00:00+00,KROGER WINE,291 N HUBBARDS LN,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2437.0
714750.0,2021/01/07 05:00:00+00,POE'S PET STORE,291 N. HUBBARDS LANE,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2438.0
714751.0,2021/01/07 05:00:00+00,SUBWAY,291 N HUBBARDS LN,40207.0,2021/01/07 05:00:00+00,4,SURVEY,2439.0
714753.0,2021/01/07 05:00:00+00,THE PALM ROOM LOUNGE,1821 W JEFFERSON ST,40203.0,2021/01/07 05:00:00+00,4,SURVEY,2440.0
714754.0,2021/01/07 05:00:00+00,MCDONALD'S #6834,8220 PRESTON HWY,40219.0,2021/01/07 05:00:00+00,4,SURVEY,2441.0
714755.0,2021/01/07 05:00:00+00,STORY TIME LEARNING ACADEMY,8310 PRESTON HWY,40219.0,2021/01/07 05:00:00+00,4,SURVEY,2442.0
714760.0,2021/01/07 05:00:00+00,BURGER KING #22793,9512 PRESTON HWY,40229.0,2021/01/07 05:00:00+00,4,SURVEY,2443.0
714773.0,2021/01/07 05:00:00+00,QDOBA #2493,1321 HERR LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2444.0
714774.0,2021/01/07 05:00:00+00,BOOMBOZZ PIZZA AND WATCH BAR,1315 HERR LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2445.0
714775.0,2021/01/07 05:00:00+00,NAPA RIVER GRILL,1211 HERR LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2446.0
714776.0,2021/01/07 05:00:00+00,JADE PALACE,1109 HERR LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2447.0
714777.0,2021/01/07 05:00:00+00,ZI OLIVE,1301 HERR LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2448.0
714779.0,2021/01/07 05:00:00+00,WISH'S DRUGS,9615 WHIPPS MILL RD,40242.0,2021/01/07 05:00:00+00,4,SURVEY,2449.0
714780.0,2021/01/07 05:00:00+00,YMCA NORTHEAST,9400 MILL BROOK RD,40223.0,2021/01/07 05:00:00+00,4,SURVEY,2450.0
714782.0,2021/01/07 05:00:00+00,THORNTONS #34,605 LYNDON LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2451.0
714783.0,2021/01/07 05:00:00+00,CHOI'S ASIAN FOOD MARKET,607 LYNDON LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2452.0
714334.0,2021/01/05 05:00:00+00,ASIANA SUSHI,6435 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2453.0
714712.0,2021/01/06 05:00:00+00,LAS CAZUELAS,4214 BISHOP LN,40218.0,2021/01/06 05:00:00+00,4,SURVEY,2454.0
714489.0,2021/01/06 05:00:00+00,ABRAHA FOOD & TOBACCO MART,1103 S 2ND ST,40203.0,2021/01/06 05:00:00+00,4,SURVEY,2455.0
714490.0,2021/01/06 05:00:00+00,BARRY'S CHEESESTEAKS #2,1161 S 2ND ST,40203.0,2021/01/06 05:00:00+00,4,SURVEY,2456.0
714491.0,2021/01/06 05:00:00+00,SUBWAY #34164,2840 PACKERLAND WAY,40213.0,2021/01/06 05:00:00+00,4,SURVEY,2457.0
714493.0,2021/01/06 05:00:00+00,KIDZ CLUB,7140 PRESTON HWY,40219.0,2021/01/06 05:00:00+00,4,SURVEY,2458.0
714494.0,2021/01/06 05:00:00+00,BARAKA RESTAURANT,519 W OAK ST,40210.0,2021/01/06 05:00:00+00,4,SURVEY,2459.0
