reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
713115.0,2020/12/18 05:00:00+00,DOLLAR GENERAL #12016,3430 TAYLOR BLVD,40208.0,2020/12/18 05:00:00+00,4,SURVEY,2103.0
713617.0,2020/12/25 05:00:00+00,WAFFLE HOUSE #1069,3739 PAMELA RAE DR,40241.0,2020/12/25 05:00:00+00,4,SURVEY,2104.0
713342.0,2020/12/19 05:00:00+00,FERN AND MOODY'S LIQUOR STORE,3903 BARDSTOWN RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2105.0
713140.0,2020/12/18 05:00:00+00,CHINA 1,3614 BUECHEL BYPASS,40218.0,2020/12/18 05:00:00+00,4,SURVEY,2106.0
713315.0,2020/12/21 05:00:00+00,WENDYS,978 BRECKENRIDGE LN,40207.0,2020/12/21 05:00:00+00,4,SURVEY,2107.0
713618.0,2020/12/25 05:00:00+00,IHOP,1401 S HURSTBOURNE PKWY,40222.0,2020/12/25 05:00:00+00,4,SURVEY,2108.0
713343.0,2020/12/19 05:00:00+00,CIRCLE K GAS STATION,4300 SHELBYVILLE RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2109.0
713423.0,2020/12/19 05:00:00+00,TINA'S NAILS,2241 HIKES LN.,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2110.0
713424.0,2020/12/19 05:00:00+00,AUTO ZONE,2231 HIKES LN.,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2111.0
713425.0,2020/12/19 05:00:00+00,JC BEAUTY,2225 HIKES LN.,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2112.0
713426.0,2020/12/19 05:00:00+00,DOLLAR TREE #1944,2221 HIKES LN,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2113.0
713427.0,2020/12/19 05:00:00+00,ST. VINCENT DEPAUL THRIFT STORE,2212 HIKES LN.,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2114.0
