UK_CSV0000000000002642::0::record_key,UK_CSV0000000000002642::1::survey_key,UK_CSV0000000000002642::2::survey_name,UK_CSV0000000000002642::3::sample_key,UK_CSV0000000000002642::4::start_date,UK_CSV0000000000002642::5::end_date,UK_CSV0000000000002642::6::date_type,UK_CSV0000000000002642::7::location_name,UK_CSV0000000000002642::8::data_type,UK_CSV0000000000002642::9::latitude,UK_CSV0000000000002642::10::longitude,UK_CSV0000000000002642::11::projection,UK_CSV0000000000002642::12::aphia_id,UK_CSV0000000000002642::13::species,UK_CSV0000000000002642::14::uncertain,UK_CSV0000000000002642::15::abundance_sacforn,UK_CSV0000000000002642::16::is_dead,UK_CSV0000000000002642::17::sample_comment
UK_CSV0000000000002642 § 0 § 0,UK_CSV0000000000002642 § 1 § 0,UK_CSV0000000000002642 § 2 § 0,UK_CSV0000000000002642 § 3 § 0,UK_CSV0000000000002642 § 4 § 0,UK_CSV0000000000002642 § 5 § 0,UK_CSV0000000000002642 § 6 § 0,UK_CSV0000000000002642 § 7 § 0,UK_CSV0000000000002642 § 8 § 0,UK_CSV0000000000002642 § 9 § 0,UK_CSV0000000000002642 § 10 § 0,UK_CSV0000000000002642 § 11 § 0,UK_CSV0000000000002642 § 12 § 0,UK_CSV0000000000002642 § 13 § 0,UK_CSV0000000000002642 § 14 § 0,UK_CSV0000000000002642 § 15 § 0,UK_CSV0000000000002642 § 16 § 0,UK_CSV0000000000002642 § 17 § 0
UK_CSV0000000000002642 § 0 § 1,UK_CSV0000000000002642 § 1 § 1,UK_CSV0000000000002642 § 2 § 1,UK_CSV0000000000002642 § 3 § 1,UK_CSV0000000000002642 § 4 § 1,UK_CSV0000000000002642 § 5 § 1,UK_CSV0000000000002642 § 6 § 1,UK_CSV0000000000002642 § 7 § 1,UK_CSV0000000000002642 § 8 § 1,UK_CSV0000000000002642 § 9 § 1,UK_CSV0000000000002642 § 10 § 1,UK_CSV0000000000002642 § 11 § 1,UK_CSV0000000000002642 § 12 § 1,UK_CSV0000000000002642 § 13 § 1,UK_CSV0000000000002642 § 14 § 1,UK_CSV0000000000002642 § 15 § 1,UK_CSV0000000000002642 § 16 § 1,UK_CSV0000000000002642 § 17 § 1
UK_CSV0000000000002642 § 0 § 2,UK_CSV0000000000002642 § 1 § 2,UK_CSV0000000000002642 § 2 § 2,UK_CSV0000000000002642 § 3 § 2,UK_CSV0000000000002642 § 4 § 2,UK_CSV0000000000002642 § 5 § 2,UK_CSV0000000000002642 § 6 § 2,UK_CSV0000000000002642 § 7 § 2,UK_CSV0000000000002642 § 8 § 2,UK_CSV0000000000002642 § 9 § 2,UK_CSV0000000000002642 § 10 § 2,UK_CSV0000000000002642 § 11 § 2,UK_CSV0000000000002642 § 12 § 2,UK_CSV0000000000002642 § 13 § 2,UK_CSV0000000000002642 § 14 § 2,UK_CSV0000000000002642 § 15 § 2,UK_CSV0000000000002642 § 16 § 2,UK_CSV0000000000002642 § 17 § 2
UK_CSV0000000000002642 § 0 § 3,UK_CSV0000000000002642 § 1 § 3,UK_CSV0000000000002642 § 2 § 3,UK_CSV0000000000002642 § 3 § 3,UK_CSV0000000000002642 § 4 § 3,UK_CSV0000000000002642 § 5 § 3,UK_CSV0000000000002642 § 6 § 3,UK_CSV0000000000002642 § 7 § 3,UK_CSV0000000000002642 § 8 § 3,UK_CSV0000000000002642 § 9 § 3,UK_CSV0000000000002642 § 10 § 3,UK_CSV0000000000002642 § 11 § 3,UK_CSV0000000000002642 § 12 § 3,UK_CSV0000000000002642 § 13 § 3,UK_CSV0000000000002642 § 14 § 3,UK_CSV0000000000002642 § 15 § 3,UK_CSV0000000000002642 § 16 § 3,UK_CSV0000000000002642 § 17 § 3
UK_CSV0000000000002642 § 0 § 4,UK_CSV0000000000002642 § 1 § 4,UK_CSV0000000000002642 § 2 § 4,UK_CSV0000000000002642 § 3 § 4,UK_CSV0000000000002642 § 4 § 4,UK_CSV0000000000002642 § 5 § 4,UK_CSV0000000000002642 § 6 § 4,UK_CSV0000000000002642 § 7 § 4,UK_CSV0000000000002642 § 8 § 4,UK_CSV0000000000002642 § 9 § 4,UK_CSV0000000000002642 § 10 § 4,UK_CSV0000000000002642 § 11 § 4,UK_CSV0000000000002642 § 12 § 4,UK_CSV0000000000002642 § 13 § 4,UK_CSV0000000000002642 § 14 § 4,UK_CSV0000000000002642 § 15 § 4,UK_CSV0000000000002642 § 16 § 4,UK_CSV0000000000002642 § 17 § 4
UK_CSV0000000000002642 § 0 § 5,UK_CSV0000000000002642 § 1 § 5,UK_CSV0000000000002642 § 2 § 5,UK_CSV0000000000002642 § 3 § 5,UK_CSV0000000000002642 § 4 § 5,UK_CSV0000000000002642 § 5 § 5,UK_CSV0000000000002642 § 6 § 5,UK_CSV0000000000002642 § 7 § 5,UK_CSV0000000000002642 § 8 § 5,UK_CSV0000000000002642 § 9 § 5,UK_CSV0000000000002642 § 10 § 5,UK_CSV0000000000002642 § 11 § 5,UK_CSV0000000000002642 § 12 § 5,UK_CSV0000000000002642 § 13 § 5,UK_CSV0000000000002642 § 14 § 5,UK_CSV0000000000002642 § 15 § 5,UK_CSV0000000000002642 § 16 § 5,UK_CSV0000000000002642 § 17 § 5
UK_CSV0000000000002642 § 0 § 6,UK_CSV0000000000002642 § 1 § 6,UK_CSV0000000000002642 § 2 § 6,UK_CSV0000000000002642 § 3 § 6,UK_CSV0000000000002642 § 4 § 6,UK_CSV0000000000002642 § 5 § 6,UK_CSV0000000000002642 § 6 § 6,UK_CSV0000000000002642 § 7 § 6,UK_CSV0000000000002642 § 8 § 6,UK_CSV0000000000002642 § 9 § 6,UK_CSV0000000000002642 § 10 § 6,UK_CSV0000000000002642 § 11 § 6,UK_CSV0000000000002642 § 12 § 6,UK_CSV0000000000002642 § 13 § 6,UK_CSV0000000000002642 § 14 § 6,UK_CSV0000000000002642 § 15 § 6,UK_CSV0000000000002642 § 16 § 6,UK_CSV0000000000002642 § 17 § 6
UK_CSV0000000000002642 § 0 § 7,UK_CSV0000000000002642 § 1 § 7,UK_CSV0000000000002642 § 2 § 7,UK_CSV0000000000002642 § 3 § 7,UK_CSV0000000000002642 § 4 § 7,UK_CSV0000000000002642 § 5 § 7,UK_CSV0000000000002642 § 6 § 7,UK_CSV0000000000002642 § 7 § 7,UK_CSV0000000000002642 § 8 § 7,UK_CSV0000000000002642 § 9 § 7,UK_CSV0000000000002642 § 10 § 7,UK_CSV0000000000002642 § 11 § 7,UK_CSV0000000000002642 § 12 § 7,UK_CSV0000000000002642 § 13 § 7,UK_CSV0000000000002642 § 14 § 7,UK_CSV0000000000002642 § 15 § 7,UK_CSV0000000000002642 § 16 § 7,UK_CSV0000000000002642 § 17 § 7
UK_CSV0000000000002642 § 0 § 8,UK_CSV0000000000002642 § 1 § 8,UK_CSV0000000000002642 § 2 § 8,UK_CSV0000000000002642 § 3 § 8,UK_CSV0000000000002642 § 4 § 8,UK_CSV0000000000002642 § 5 § 8,UK_CSV0000000000002642 § 6 § 8,UK_CSV0000000000002642 § 7 § 8,UK_CSV0000000000002642 § 8 § 8,UK_CSV0000000000002642 § 9 § 8,UK_CSV0000000000002642 § 10 § 8,UK_CSV0000000000002642 § 11 § 8,UK_CSV0000000000002642 § 12 § 8,UK_CSV0000000000002642 § 13 § 8,UK_CSV0000000000002642 § 14 § 8,UK_CSV0000000000002642 § 15 § 8,UK_CSV0000000000002642 § 16 § 8,UK_CSV0000000000002642 § 17 § 8
UK_CSV0000000000002642 § 0 § 9,UK_CSV0000000000002642 § 1 § 9,UK_CSV0000000000002642 § 2 § 9,UK_CSV0000000000002642 § 3 § 9,UK_CSV0000000000002642 § 4 § 9,UK_CSV0000000000002642 § 5 § 9,UK_CSV0000000000002642 § 6 § 9,UK_CSV0000000000002642 § 7 § 9,UK_CSV0000000000002642 § 8 § 9,UK_CSV0000000000002642 § 9 § 9,UK_CSV0000000000002642 § 10 § 9,UK_CSV0000000000002642 § 11 § 9,UK_CSV0000000000002642 § 12 § 9,UK_CSV0000000000002642 § 13 § 9,UK_CSV0000000000002642 § 14 § 9,UK_CSV0000000000002642 § 15 § 9,UK_CSV0000000000002642 § 16 § 9,UK_CSV0000000000002642 § 17 § 9
UK_CSV0000000000002642 § 0 § 10,UK_CSV0000000000002642 § 1 § 10,UK_CSV0000000000002642 § 2 § 10,UK_CSV0000000000002642 § 3 § 10,UK_CSV0000000000002642 § 4 § 10,UK_CSV0000000000002642 § 5 § 10,UK_CSV0000000000002642 § 6 § 10,UK_CSV0000000000002642 § 7 § 10,UK_CSV0000000000002642 § 8 § 10,UK_CSV0000000000002642 § 9 § 10,UK_CSV0000000000002642 § 10 § 10,UK_CSV0000000000002642 § 11 § 10,UK_CSV0000000000002642 § 12 § 10,UK_CSV0000000000002642 § 13 § 10,UK_CSV0000000000002642 § 14 § 10,UK_CSV0000000000002642 § 15 § 10,UK_CSV0000000000002642 § 16 § 10,UK_CSV0000000000002642 § 17 § 10
UK_CSV0000000000002642 § 0 § 11,UK_CSV0000000000002642 § 1 § 11,UK_CSV0000000000002642 § 2 § 11,UK_CSV0000000000002642 § 3 § 11,UK_CSV0000000000002642 § 4 § 11,UK_CSV0000000000002642 § 5 § 11,UK_CSV0000000000002642 § 6 § 11,UK_CSV0000000000002642 § 7 § 11,UK_CSV0000000000002642 § 8 § 11,UK_CSV0000000000002642 § 9 § 11,UK_CSV0000000000002642 § 10 § 11,UK_CSV0000000000002642 § 11 § 11,UK_CSV0000000000002642 § 12 § 11,UK_CSV0000000000002642 § 13 § 11,UK_CSV0000000000002642 § 14 § 11,UK_CSV0000000000002642 § 15 § 11,UK_CSV0000000000002642 § 16 § 11,UK_CSV0000000000002642 § 17 § 11
UK_CSV0000000000002642 § 0 § 12,UK_CSV0000000000002642 § 1 § 12,UK_CSV0000000000002642 § 2 § 12,UK_CSV0000000000002642 § 3 § 12,UK_CSV0000000000002642 § 4 § 12,UK_CSV0000000000002642 § 5 § 12,UK_CSV0000000000002642 § 6 § 12,UK_CSV0000000000002642 § 7 § 12,UK_CSV0000000000002642 § 8 § 12,UK_CSV0000000000002642 § 9 § 12,UK_CSV0000000000002642 § 10 § 12,UK_CSV0000000000002642 § 11 § 12,UK_CSV0000000000002642 § 12 § 12,UK_CSV0000000000002642 § 13 § 12,UK_CSV0000000000002642 § 14 § 12,UK_CSV0000000000002642 § 15 § 12,UK_CSV0000000000002642 § 16 § 12,UK_CSV0000000000002642 § 17 § 12
UK_CSV0000000000002642 § 0 § 13,UK_CSV0000000000002642 § 1 § 13,UK_CSV0000000000002642 § 2 § 13,UK_CSV0000000000002642 § 3 § 13,UK_CSV0000000000002642 § 4 § 13,UK_CSV0000000000002642 § 5 § 13,UK_CSV0000000000002642 § 6 § 13,UK_CSV0000000000002642 § 7 § 13,UK_CSV0000000000002642 § 8 § 13,UK_CSV0000000000002642 § 9 § 13,UK_CSV0000000000002642 § 10 § 13,UK_CSV0000000000002642 § 11 § 13,UK_CSV0000000000002642 § 12 § 13,UK_CSV0000000000002642 § 13 § 13,UK_CSV0000000000002642 § 14 § 13,UK_CSV0000000000002642 § 15 § 13,UK_CSV0000000000002642 § 16 § 13,UK_CSV0000000000002642 § 17 § 13
UK_CSV0000000000002642 § 0 § 14,UK_CSV0000000000002642 § 1 § 14,UK_CSV0000000000002642 § 2 § 14,UK_CSV0000000000002642 § 3 § 14,UK_CSV0000000000002642 § 4 § 14,UK_CSV0000000000002642 § 5 § 14,UK_CSV0000000000002642 § 6 § 14,UK_CSV0000000000002642 § 7 § 14,UK_CSV0000000000002642 § 8 § 14,UK_CSV0000000000002642 § 9 § 14,UK_CSV0000000000002642 § 10 § 14,UK_CSV0000000000002642 § 11 § 14,UK_CSV0000000000002642 § 12 § 14,UK_CSV0000000000002642 § 13 § 14,UK_CSV0000000000002642 § 14 § 14,UK_CSV0000000000002642 § 15 § 14,UK_CSV0000000000002642 § 16 § 14,UK_CSV0000000000002642 § 17 § 14
UK_CSV0000000000002642 § 0 § 15,UK_CSV0000000000002642 § 1 § 15,UK_CSV0000000000002642 § 2 § 15,UK_CSV0000000000002642 § 3 § 15,UK_CSV0000000000002642 § 4 § 15,UK_CSV0000000000002642 § 5 § 15,UK_CSV0000000000002642 § 6 § 15,UK_CSV0000000000002642 § 7 § 15,UK_CSV0000000000002642 § 8 § 15,UK_CSV0000000000002642 § 9 § 15,UK_CSV0000000000002642 § 10 § 15,UK_CSV0000000000002642 § 11 § 15,UK_CSV0000000000002642 § 12 § 15,UK_CSV0000000000002642 § 13 § 15,UK_CSV0000000000002642 § 14 § 15,UK_CSV0000000000002642 § 15 § 15,UK_CSV0000000000002642 § 16 § 15,UK_CSV0000000000002642 § 17 § 15
