source_table,source_row,source_column,occurrence_count,merged_row_indices,error_type
UK_CSV0000000000002642,1,data_type,1,1,RANDOM_TYPO
UK_CSV0000000000002642,4,projection,1,4,RANDOM_TYPO
UK_CSV0000000000002642,5,sample_key,1,5,FD_VIOLATION
UK_CSV0000000000002642,5,species,1,5,FD_VIOLATION
UK_CSV0000000000002642,5,sample_comment,1,5,FD_VIOLATION
UK_CSV0000000000002642,6,survey_name,1,6,RANDOM_TYPO
UK_CSV0000000000002642,7,survey_key,1,7,RANDOM_TYPO
UK_CSV0000000000002642,7,sample_key,1,7,FD_VIOLATION
UK_CSV0000000000002642,7,species,1,7,FD_VIOLATION
UK_CSV0000000000002642,7,sample_comment,1,7,FD_VIOLATION
UK_CSV0000000000002642,8,survey_key,1,8,RANDOM_TYPO
UK_CSV0000000000002642,8,data_type,1,8,RANDOM_TYPO
UK_CSV0000000000002642,8,sample_comment,1,8,FD_VIOLATION
UK_CSV0000000000002642,9,survey_name,1,9,RANDOM_TYPO
UK_CSV0000000000002642,10,date_type,1,10,FD_VIOLATION
UK_CSV0000000000002642,10,species,1,10,FD_VIOLATION
UK_CSV0000000000002642,11,survey_key,1,11,RANDOM_TYPO
UK_CSV0000000000002642,11,survey_name,1,11,RANDOM_TYPO
UK_CSV0000000000002642,11,data_type,1,11,RANDOM_TYPO
UK_CSV0000000000002642,11,longitude,1,11,FD_VIOLATION
UK_CSV0000000000002642,11,projection,1,11,RANDOM_TYPO
UK_CSV0000000000002642,12,survey_name,1,12,RANDOM_TYPO
UK_CSV0000000000002642,12,sample_key,1,12,FD_VIOLATION
UK_CSV0000000000002642,12,species,1,12,FD_VIOLATION
UK_CSV0000000000002642,12,sample_comment,1,12,FD_VIOLATION
UK_CSV0000000000002642,13,record_key,1,13,FD_VIOLATION
UK_CSV0000000000002642,13,sample_key,1,13,FD_VIOLATION
UK_CSV0000000000002642,13,end_date,1,13,FD_VIOLATION
UK_CSV0000000000002642,13,species,1,13,FD_VIOLATION
UK_CSV0000000000002642,13,sample_comment,1,13,FD_VIOLATION
UK_CSV0000000000002642,14,record_key,1,14,FD_VIOLATION
UK_CSV0000000000002642,14,sample_key,1,14,FD_VIOLATION
UK_CSV0000000000002642,14,location_name,1,14,FD_VIOLATION
UK_CSV0000000000002642,14,species,1,14,FD_VIOLATION
UK_CSV0000000000002642,15,record_key,1,15,FD_VIOLATION
UK_CSV0000000000002642,15,survey_key,1,15,RANDOM_TYPO
UK_CSV0000000000002642,15,sample_key,1,15,FD_VIOLATION
UK_CSV0000000000002642,15,location_name,1,15,FD_VIOLATION
UK_CSV0000000000002642,16,location_name,1,16,FD_VIOLATION
UK_CSV0000000000002642,16,species,1,16,FD_VIOLATION
UK_CSV0000000000002642,17,record_key,1,17,FD_VIOLATION
UK_CSV0000000000002642,17,sample_key,1,17,FD_VIOLATION
UK_CSV0000000000002642,17,end_date,1,17,FD_VIOLATION
UK_CSV0000000000002642,17,location_name,1,17,FD_VIOLATION
UK_CSV0000000000002642,17,sample_comment,1,17,FD_VIOLATION
UK_CSV0000000000002642,18,sample_key,1,18,FD_VIOLATION
UK_CSV0000000000002642,18,end_date,1,18,FD_VIOLATION
UK_CSV0000000000002642,18,projection,1,18,RANDOM_TYPO
UK_CSV0000000000002642,19,survey_name,1,19,RANDOM_TYPO
UK_CSV0000000000002642,19,sample_key,1,19,FD_VIOLATION
UK_CSV0000000000002642,19,location_name,1,19,FD_VIOLATION
UK_CSV0000000000002642,20,location_name,1,20,FD_VIOLATION
UK_CSV0000000000002642,20,data_type,1,20,RANDOM_TYPO
UK_CSV0000000000002642,21,record_key,1,21,FD_VIOLATION
UK_CSV0000000000002642,22,record_key,1,22,FD_VIOLATION
UK_CSV0000000000002642,22,sample_key,1,22,FD_VIOLATION
UK_CSV0000000000002642,22,end_date,1,22,FD_VIOLATION
UK_CSV0000000000002642,22,location_name,1,22,FD_VIOLATION
UK_CSV0000000000002642,22,data_type,1,22,RANDOM_TYPO
UK_CSV0000000000002642,22,sample_comment,1,22,FD_VIOLATION
UK_CSV0000000000002642,23,location_name,1,23,FD_VIOLATION
UK_CSV0000000000002642,23,data_type,1,23,RANDOM_TYPO
UK_CSV0000000000002642,23,species,1,23,FD_VIOLATION
UK_CSV0000000000002642,24,record_key,1,24,FD_VIOLATION
UK_CSV0000000000002642,24,survey_name,1,24,RANDOM_TYPO
UK_CSV0000000000002642,24,sample_key,1,24,FD_VIOLATION
UK_CSV0000000000002642,24,location_name,1,24,FD_VIOLATION
UK_CSV0000000000002642,24,sample_comment,1,24,FD_VIOLATION
UK_CSV0000000000002642,25,sample_key,1,25,FD_VIOLATION
UK_CSV0000000000002642,25,location_name,1,25,FD_VIOLATION
UK_CSV0000000000002642,25,sample_comment,1,25,FD_VIOLATION
UK_CSV0000000000002642,26,record_key,1,26,FD_VIOLATION
UK_CSV0000000000002642,26,end_date,1,26,FD_VIOLATION
UK_CSV0000000000002642,26,location_name,1,26,FD_VIOLATION
UK_CSV0000000000002642,26,projection,1,26,RANDOM_TYPO
UK_CSV0000000000002642,26,species,1,26,FD_VIOLATION
UK_CSV0000000000002642,27,end_date,1,27,FD_VIOLATION
UK_CSV0000000000002642,27,longitude,1,27,FD_VIOLATION
UK_CSV0000000000002642,27,species,1,27,FD_VIOLATION
UK_CSV0000000000002642,27,sample_comment,1,27,FD_VIOLATION
UK_CSV0000000000002642,28,record_key,1,28,FD_VIOLATION
UK_CSV0000000000002642,28,location_name,1,28,FD_VIOLATION
UK_CSV0000000000002642,29,end_date,1,29,FD_VIOLATION
UK_CSV0000000000002642,29,date_type,1,29,FD_VIOLATION
UK_CSV0000000000002642,29,aphia_id,1,29,FD_VIOLATION
UK_CSV0000000000002642,29,sample_comment,1,29,FD_VIOLATION
UK_CSV0000000000002642,30,survey_key,1,30,RANDOM_TYPO
UK_CSV0000000000002642,30,end_date,1,30,FD_VIOLATION
UK_CSV0000000000002642,30,location_name,1,30,FD_VIOLATION
UK_CSV0000000000002642,30,data_type,1,30,RANDOM_TYPO
UK_CSV0000000000002642,30,aphia_id,1,30,FD_VIOLATION
UK_CSV0000000000002642,31,record_key,1,31,FD_VIOLATION
UK_CSV0000000000002642,31,end_date,1,31,FD_VIOLATION
UK_CSV0000000000002642,31,aphia_id,1,31,FD_VIOLATION
UK_CSV0000000000002642,31,sample_comment,1,31,FD_VIOLATION
UK_CSV0000000000002642,32,record_key,1,32,FD_VIOLATION
UK_CSV0000000000002642,32,end_date,1,32,FD_VIOLATION
UK_CSV0000000000002642,32,species,1,32,FD_VIOLATION
UK_CSV0000000000002642,33,record_key,1,33,FD_VIOLATION
UK_CSV0000000000002642,33,sample_key,1,33,FD_VIOLATION
UK_CSV0000000000002642,33,location_name,1,33,FD_VIOLATION
UK_CSV0000000000002642,33,species,1,33,FD_VIOLATION
UK_CSV0000000000002642,33,sample_comment,1,33,FD_VIOLATION
UK_CSV0000000000002642,34,end_date,1,34,FD_VIOLATION
UK_CSV0000000000002642,34,location_name,1,34,FD_VIOLATION
UK_CSV0000000000002642,34,species,1,34,FD_VIOLATION
UK_CSV0000000000002642,34,sample_comment,1,34,FD_VIOLATION
UK_CSV0000000000002642,35,sample_key,1,35,FD_VIOLATION
UK_CSV0000000000002642,35,start_date,1,35,FD_VIOLATION
UK_CSV0000000000002642,35,location_name,1,35,FD_VIOLATION
UK_CSV0000000000002642,35,aphia_id,1,35,FD_VIOLATION
