reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
713115,2020/12/18 05:00:00+00,DOLLAR GENERAL #12016,3430 TAYLOR BLVD,40208.0,2020/12/18 05:00:00+00,4,SURVEY,2103
713617,2020/12/25 05:00:00+00,WAFFLE HOUSE #1069,3739 PAMELA RAE DR,40241.0,2020/12/25 05:00:00+00,4,SURVEY,2104
713342,2020/12/19 05:00:00+00,FERN AND MOODY'S LIQUOR STORE,3903 BARDSTOWN RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2105
713140,2020/12/18 05:00:00+00,CHINA 1,3614 BUECHEL BYPASS,40218.0,2020/12/18 05:00:00+00,5,SURVEY,2106
713315,2020/12/21 05:00:00+00,WENDYS,978 BRECKENRIDGE LN,40207.0,2020/12/21 05:00:00+00,4,SURVEY,2107
713618,2020/12/25 05:00:00+00,IHOP,1401 S HURSTBOURNE PKWY,40222.0,2020/12/25 05:00:00+00,4,SURVEY,2108
713343,2020/12/19 05:00:00+00,CIRCLE K GAS STATION,4300 SHELBYVILLE RD,40202.0,2020/12/19 05:00:00+00,2,SURVEY,2109
713423,2020/12/19 05:00:00+00,TINA'S NAILS,2241 HIKES LN.,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2110
713424,2020/12/19 05:00:00+00,AUTO ZONE,2231 HIKES LN.,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2111
713425,2020/12/19 05:00:00+00,JC BEAUTY,2225 HIKES LN.,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2112
713426,2020/12/19 05:00:00+00,DOLLAR TREE #1944,2221 HIKES LN,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2113
713427,2020/12/19 05:00:00+00,ST. VINCENT DEPAUL THRIFT STORE,2212 HIKES LN.,40218.0,2020/12/19 05:00:00+00,4,SURVEY,2114
713806,2020/12/19 05:00:00+00,OXMOOR CENTER,7900 SHELBYVILLE RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2115
713808,2020/12/19 05:00:00+00,KOHL'S,110 OXMOOR LANE,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2116
713812,2020/12/19 05:00:00+00,GUITAR CENTER,4600 # 613 SHELBYVILLE RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2117
713813,2020/12/19 05:00:00+00,PHO-PHI,4600 SHELBYVILLE RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2118
713814,2020/12/19 05:00:00+00,QDOBA,4600 SHELBYVILLE RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2119
713815,2020/12/19 05:00:00+00,WORLD MARKET,4600 SHELBYVILLE RD,40207.0,2020/12/19 05:00:00+00,4,SURVEY,2120
713816,2020/12/19 05:00:00+00,KIRKLANDS,4600 SHELBYVILLE RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2121
713817,2020/12/19 05:00:00+00,OFF BROADWAY SHOES,4600 SHELBYVILLE RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2122
713818,2020/12/19 05:00:00+00,BUFFALO WILD WINGS,4600 SHELBYVILLE RD,40207.0,2020/12/19 05:00:00+00,4,SURVEY,2123
713819,2020/12/19 05:00:00+00,JASON'S DELI,4600 SHELBYVILLE RD,40207.0,2020/12/19 05:00:00+00,3,SURVEY,2124
713820,2020/12/19 05:00:00+00,LANE BRYANT,4600 SHELBYVILLE RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2125
713821,2020/12/19 05:00:00+00,CINIMARK,5000 SHELBYVILLE RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2126
713822,2020/12/19 05:00:00+00,THORTONS,7515 SHELBYVILLE RD,40202.0,2020/12/19 05:00:00+00,4,SURVEY,2127
713823,2020/12/19 05:00:00+00,UNION 15,816 KENWOOD DR,40214.0,2020/12/19 05:00:00+00,5,SURVEY,2128
713824,2020/12/19 05:00:00+00,BISCUIT BELLY,5207 NEW CUT RD,40214.0,2020/12/19 05:00:00+00,4,SURVEY,2129
713824,2020/12/19 05:00:00+00,BISCUIT BELLY,5207 NEW CUT RD,40214.0,2020/12/19 05:00:00+00,4,SURVEY,2130
713825,2020/12/19 05:00:00+00,TACO LUCHADOR,5205 NEW CUT RD,40214.0,2020/12/19 05:00:00+00,4,SURVEY,2131
713826,2020/12/19 05:00:00+00,OLD RASCALS,1102 W ASHLAND AVE,40215.0,2020/12/19 05:00:00+00,3,SURVEY,2132
713872,2020/12/19 05:00:00+00,LAS MARGARITAS,307 CENTRAL AVE,40208.0,2020/12/19 05:00:00+00,4,SURVEY,2133
713873,2020/12/19 05:00:00+00,BEEF O'BRADY'S,3101 S 2ND ST,40208.0,2020/12/19 05:00:00+00,4,SURVEY,2134
713874,2020/12/19 05:00:00+00,SANTA FE GRILL,3000 S 3RD ST,40208.0,2020/12/19 05:00:00+00,4,SURVEY,2135
713877,2020/12/19 05:00:00+00,EL MOLCAJETE,2932 S 4TH ST,40208.0,2020/12/19 05:00:00+00,4,SURVEY,2136
713251,2020/12/21 05:00:00+00,HOLIDAY INN EXPRESS,3711 CHAMBERLAIN LN,40241.0,2020/12/21 05:00:00+00,4,SURVEY,2137
713252,2020/12/21 05:00:00+00,HAMPTON INN I-265,4100 HAMPTON LAKE WAY,40241.0,2020/12/21 05:00:00+00,4,SURVEY,2138
713253,2020/12/21 05:00:00+00,FAIRFIELD INN & SUITES TOWNEPLACE SUITES,10110 CHAMPION FARMS DR,40241.0,2020/12/21 05:00:00+00,4,SURVEY,2139
713142,2020/12/18 05:00:00+00,KROGER L-729,3616 BUECHEL BYPASS,40218.0,2020/12/18 05:00:00+00,4,SURVEY,2140
713316,2020/12/21 05:00:00+00,QDOBA #2021,970 BRECKENRIDGE LN,40207.0,2020/12/21 05:00:00+00,4,SURVEY,2141
713144,2020/12/18 05:00:00+00,CHICK-FIL-A,3420 BARDSTOWN RD,40218.0,2020/12/18 05:00:00+00,4,SURVEY,2142
713619,2020/12/25 05:00:00+00,BOB EVANS #51,9797 BLAIRWOOD RD,40222.0,2020/12/25 05:00:00+00,2,SURVEY,2143
713321,2020/12/21 05:00:00+00,RAFFERTY'S RESTAURANT & BAR,988 BRECKENRIDGE LN,40207.0,2020/12/21 05:00:00+00,4,SURVEY,2144
713148,2020/12/18 05:00:00+00,MCDONALD'S #6206,3340 BARDSTOWN RD,40218.0,2020/12/18 05:00:00+00,4,SURVEY,2145
713620,2020/12/25 05:00:00+00,WAFFLE HOUSE #1111,9800 BLAIRWOOD RD,40243.0,2020/12/25 05:00:00+00,4,SURVEY,2146
713323,2020/12/21 05:00:00+00,MCDONALD'S,998 BRECKENRIDGE LN,40207.0,2020/12/21 05:00:00+00,4,SURVEY,2147
713153,2020/12/18 05:00:00+00,THORNTONS #154,3300 BARDSTOWN RD,40218.0,2020/12/18 05:00:00+00,4,SURVEY,2148
713622,2020/12/25 05:00:00+00,XSCAPE BLANKENBAKER 14,12450 SYCAMORE STATION PL,40299.0,2020/12/25 05:00:00+00,4,SURVEY,2149
713325,2020/12/21 05:00:00+00,MEIJER #160,4500 S HURSTBOURNE PKWY,40299.0,2020/12/21 05:00:00+00,4,SURVEY,2150
713157,2020/12/18 05:00:00+00,THORNTONS #163,3255 BARDSTOWN RD,40205.0,2020/12/18 05:00:00+00,4,SURVEY,2151
713623,2020/12/25 05:00:00+00,RED LOBSTER #894,986 BRECKENRIDGE LN,40207.0,2020/12/25 05:00:00+00,4,SURVEY,2152
713328,2020/12/21 05:00:00+00,PANERA BREAD #826,6221 DUTCHMANS LN,40207.0,2020/12/21 05:00:00+00,4,SURVEY,2153
713159,2020/12/18 05:00:00+00,PENN STATION,2204 HEATHER LN,40218.0,2020/12/18 05:00:00+00,4,SURVEY,2154
