record_key,survey_key,survey_name,sample_key,start_date,end_date,date_type,location_name,data_type,latitude,longitude,projection,aphia_id,species,uncertain,abundance_sacforn,is_dead,sample_comment
JNCCMNCR10687641,JNCCMNCR10000260,1986 OPRU HRE Fowey Estuary survey,JNCCMNCR10020465,1986-06-24,1986-06-24,D,Wisemans Point (FOWEY ESTUARYx),Point,50.3522154260445,-4.64380541131963,WGS84,130980.0,Scalibregma inflatum,False,O,False,"Silty anoxic mud with some coarse gravel, quartzite granules and large twigs. A thick layer of detritus was also found. Polychaetes were dominant. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10687690,JNCCMNCR10000260,1986 OPRU HRE Fowey Estuary survey,JNCCMNCR10020468,1986-06-24,1986-06-24,xD,Lower Carn Point (deep) (FOWEY),Point,50.3339147273236,-4.61777389099936,WGS84,130980.0,Scalibregma inflatum,False,O,False,"Very coarse sediment with broken slates and assorted stones, small cobbles and pebbles at 10.2 m bcd. The sediment contained many polychaetes with a very large count of Apseudes latreillii. Encrusting growth was found on the slates accounting for the presence of Pomatoceros lamarckii, Verruca stroemia, Dynamena pumila and dwarf Metridium senile. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10687733,JNCCMNCR10000260,1986 OPRU HRE Fowey Estuary survey,JNCCMNCR10020471,1986-06-24,1986-06-24,D,Penleath Point (FOWEY),Point,50.3430347717235,-4.64414261282804,WGS84,130980.0,Scalibregma inflatum,False,O,False,Thick silty mud with black anoxic layer and some small encrusted stones at 8 m bcd. The black anoxic layer was at a very shallow depth and the sediment was dominated by polychaetes. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.
JNCCMNCR10687762,JNCCMNCR100j00260,1986 OPRU HRE Fowey Estuary survey,JNCCMNCR10020472,1986-06-24,1986-06-22,D,Opposite Yacht Club (FOWEY),Point,50.341110482658,-4.64164245363555,WGS84,130980.0,Scalibregma inflatum,False,O,False,"Anoxic silty mud at 6 m bcd with occasional stones and pebbles with detritus. Anaitides mucosa, Capitella capitata and oligochaetes were very numerous. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10687798,JNCCMNCR10000260,1986 OPRU HRE Fowey Estuary survey,JNCCMNCR10020474,1986-06-24,1986-06-24,D,Mid channel site (FOWEY),Point,50.3394965675941,-4.64141234058808,WGS84,130980.0,Scalibregma inflatum,False,O,False,Anoxic silty mud with clay lumps (fine clay particles compacted together) and occasional stones and pebbles at 5.4 m bcd. High counts of Malacoceros fuliginosus and Caulleriella sp. were encountered. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.
JNCCMNCR10687837,JNCCMNCR10000260,986 OPRU HRE Fowey Estuary survey,JNCCMNCR10020477,1986-06-24,1986-06-24,D,Opposite Harbourmasters Wharf (FOWEY),Point,50.33947687321,-4.63831911487958,nWGS84,130980.0,Scalibregma inflatum,False,O,False,Anoxic silty mud with occasional stones and pebbles with lots of shell gravel at 2.9 m bcd. High numbers of Melinna palmata were collected. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.
JNCCMNCR10151770,JNCCMNCR10000260,1986 OPRU HRE Fowey Estuary survey,JNCCMNCR10006311,1986-06-27,1986-06-27,D,St Catherine's Point (Fowey),Point,50.3279207676097,-4.64414261282804,WGS84,144549.0,Ceramium gaditanum,False,R,False,"Lower mid shore at 2 to 3m ACD. Broken slate dominated by Fucus serratus with Lomentaria articulata, Palmaria palmata and other algae. Few barnacles present except for large numbers of Balanus perfoliata and animal species including common Dynamena pumila. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10152137,JNCCMNCR10000260,1986 OPRU HRE Fowey Estuary survey,JNCCMNCR10020477,1986-0622,1986-06-22,D,S of Polruan Point (Fowey),Point,50.3298450899704,-4.63045587547912,WGS84,144549.0,Ceramium gaditanum,False,C,False,"Overhangs and vertical rock at 0.8 to 1.8m ACD. Dominated by red algal turf, predominently Lomentaria articulata, Ceramium flabelligerum and Gigartina stellata. Animals included common encrusting bryozoans (Flustrellidra hispida, Electra pilosa), a few sponges (frequent Halichondria panicea and occasional Hymeniacidon perleve) Frequent Pomatoceros sp. and Dynamena pumila. One Nucella lapillus, the only specimen found on the shore. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10152162,JNCCMNCR10000260,1986 OPRU HRE Fowey Estuarysurvey,JNCCMNCR10006331,1986-06-22,1986-06-22,D,S of Polruan Point (Fowey),Point,50.3298450899704,-4.63862855398372,WGS84,144549.0,Ceramium gaditanum,False,F,False,"Upper shore broken bedrock, dominated by black lichens, scattered by Pelvetia and Chthamalus montagui, with abundant Littorina saxitilis in crevices. A few pools were present, with Codium sp. (rare). NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10152190,JNCCMNCR10000260,1986 OPRU HRE Fowey Estuary survey,JNCCMNCR10006332,1986-06-22,1986-06-22,D,S of Polruan Point (Fowey),Point,50.3298450899704,-4.63862855398372,WGS84,144549.0,Ceramium gaditanum,False,F,False,"Middle shore broken bedrock with many rock ridges and small rockpools. Dominated by Porphyra with extensive cover, and Enteromorpha. A few fucoids (Fucus vesiculosus and F. serratus) in flatter areas, and patches of flat algal turf in damper areas and towards the lower middle shore. Barnacles were frequent (Chthamalus montagui, C. stellatus, Elminius modestus), with Semibalanus balanoides and Patella vulgata super abundant. Monodonta lineata, Actinia equina, Littorina menae and Hyale nilssoni were all frequent, and Gibbula umbilicalis occasional. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10151722,JNCCMNCR10000260,1986 OPRU HRE Fowey Estuary survey,JNCCMNCR10006331,1986-06-27,1986-06-27,D,St Catherine's Point (Fowey),Point,50.3279207676097,-4.64564583533899,WGS84,130980.0,Grey lichens,False,S,False,Splash zone 6m ACD. Slate slabs broken in places. Dominated with lichens with frequent Littorina neritoides and occasional L. neglecta and L. saxitilis. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.
JNCCMNCR10152464,JNCCMNCR10000260,1986 OPRU HRE Fowey Estuary survey,JNCCMNCR10006350,1986-06-23,1986-06-23,D,N of Bodinnick Ferry (Fowey),Point,50.3407848455226,-4.63220717808422,WGS84,130980.0,Grey lichens,False,O,False,Splash zone. Narrow band dominated by lichens and Enteromorpha on steeply sloping bedrock. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system.
JNCCMNCR10152628,JNCCMNCR10000260,1986 OPRU HRE Fowey Estuary survey,JNCCMNCR10006358,1986-06-23,1986-06-24,D,Penleath Point (Fowey),Point,50.3345278854005,-4.63045587547912,WGS84,144549.0,Grey lichens,False,A,False,"Upper shore bedrock. Dominated in turn by yellow lichens, (Xanthoria parietina, Caloplaca thallicola, Caloplaca maritima) then Verrucaria maura, then Pelvetia canaliculata and finally Fucus spiralis. Under Pelvetia and fucoids in shade were Audouinella sp and Catenella caespitosa and in less shade were encrusting dark red Rhodophyta indet. and less commonly Verrucaria mucosa. In pools under Fucus spiralis were Laomedea flexuosa and Clava multicornis. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10151770,JNCCMNCR10000260,1986 OPRU HRE Fowey Estuary survey,JNCCMNCR10006364,1986-06-23,1986-06-24,D,"Pont Pill, NE of Slipway (Fowey)",Point,50.3337881284127,-4.64148531243166,WGS84,144549.0,Grey lichens,False,A,False,"Splash zone on broken bedrock. Zone very short, c.1 to 1.5m vertical extent. Fairly well developed lichen zonation, usual species. Very large Ramelina. In shade the lichens (except for Verrucaria) largely replaced by Enteromorpha and mosses. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
