cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
319.legislationtype,319,legislationtype,All,ll,RANDOM_TYPO,,[]
152.geographytype,152,geographytype,Police Force Area,Police ForceArea,RANDOM_TYPO,,[]
101.measure,101,measure,Number of stops and searches carried out (excluding vehicle only searches),Number of stops an searches carried out (excluding vehicle only searches),RANDOM_TYPO,,[]
18.ethnicity,18,ethnicity,Other Inc Chinese,Othegr Inc Chinese,RANDOM_TYPO,,[]
428.timetype,428,timetype,Financial year,Financal year,RANDOM_TYPO,,[]
216.measure,216,measure,Number of stops and searches carried out (excluding vehicle only searches),Number of stops and searches craried out (excluding vehicle only searches),RANDOM_TYPO,,[]
143.numberofstopandsearches,143,numberofstopandsearches,0,u0,RANDOM_TYPO,,[]
411.ethnicity,411,ethnicity,Mixed White And Black African,Mixed Wthite And Black African,RANDOM_TYPO,,[]
279.timevalue,279,timevalue,2020/21,2020/2k1,RANDOM_TYPO,,[]
169.timevalue,169,timevalue,2010/11,2100/11,RANDOM_TYPO,,[]
296.legislationtype,296,legislationtype,All,Alll,RANDOM_TYPO,,[]
70.geographytype,70,geographytype,Police Force Area,Police ForceA rea,RANDOM_TYPO,,[]
52.geography,52,geography,West Mercia,West Merzcia,RANDOM_TYPO,,[]
"109.populationbyethnicity,""1,781""",109,"populationbyethnicity,""1,781""","718""","""1",UNKNOWN,,[]
337.geographytype,337,geographytype,Police Force Area,Polce Force Area,RANDOM_TYPO,,[]
176.ethnicitytype,176,ethnicitytype,ONS 2001 16+1,ONS 001 16+1,RANDOM_TYPO,,[]
60.legislationtype,60,legislationtype,All,Al,RANDOM_TYPO,,[]
"211.populationbyethnicity,""563,669""",211,"populationbyethnicity,""563,669""","696""","""563",UNKNOWN,,[]
413.timevalue,413,timevalue,2008/09,200809,RANDOM_TYPO,,[]
249.measure,249,measure,Number of stops and searches carried out (excluding vehicle only searches),Number of stops and searches carried out c(excluding vehicle only searches),RANDOM_TYPO,,[]
234.geographytype,234,geographytype,Police Force Area,Police Force Arae,RANDOM_TYPO,,[]
233.legislationtype,233,legislationtype,All,ll,RANDOM_TYPO,,[]
14.timetype,14,timetype,Financial year,Fiancial year,RANDOM_TYPO,,[]
"67.populationbyethnicity,""11,697***""",67,"populationbyethnicity,""11,697***""","697""","""11",UNKNOWN,,[]
145.geographytype,145,geographytype,Police Force Area,Police Force Arae,RANDOM_TYPO,,[]
143.ethnicity,143,ethnicity,Chinese,Chinees,RANDOM_TYPO,,[]
88.geography,88,geography,Hertfordshire,Heurtfordshire,RANDOM_TYPO,,[]
160.populationbyethnicity,160,populationbyethnicity,747,74a7,RANDOM_TYPO,,[]
89.geographytype,89,geographytype,Police Force Area,Police Force Arae,RANDOM_TYPO,,[]
126.geographytype,126,geographytype,Police Force Area,Police ForceArea,RANDOM_TYPO,,[]
47.ethnicitytype,47,ethnicitytype,ONS 2001 16+1,ONS 2001 16+l1,RANDOM_TYPO,,[]
134.measure,134,measure,Number of stops and searches carried out (excluding vehicle only searches),Number of stops and searches carried out (excluding vehicle only seatrches),RANDOM_TYPO,,[]
219.ethnicity,219,ethnicity,Black,Bxlack,RANDOM_TYPO,,[]
"364.populationbyethnicity,"",976""",364,"populationbyethnicity,"",976""","976""","""8",UNKNOWN,,[]
245.measure,245,measure,Number of stops and searches carried out (excluding vehicle only searches),Number of stops and searches carried out (excluding dvehicle only searches),RANDOM_TYPO,,[]
192.geographytype,192,geographytype,Police Force Area,Police Froce Area,RANDOM_TYPO,,[]
184.timetype,184,timetype,Financial year,Finncial year,RANDOM_TYPO,,[]
234.timetype,234,timetype,Financial year,Finncial year,RANDOM_TYPO,,[]
213.ethnicitytype,213,ethnicitytype,ONS 2001 5+1,ONS 2001 n5+1,RANDOM_TYPO,,[]
98.geography,98,geography,Bedfordshire,Bedforsdhire,RANDOM_TYPO,,[]
