cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
86.location_name,86,location_name,Lannacombe Beach East (Harris Beach) (Little Sleadon Rock to Langerstone Point),Gorah Rocks (Little Sleadon Rock to Langerstone Point),FD_VIOLATION,record_key -> location_name,"[e31, e7, e30, e32, e24, e18]"
183.start_date,183,start_date,1992-01-06,199-201-06,FD_VIOLATION,record_key -> start_date,"[e31, e20, e33, e9, e26]"
76.longitude,76,longitude,-3.67934844785319,-3.6553099674986,FD_VIOLATION,record_key -> longitude,"[e6, e23, e17, e28, e29]"
1464.longitude,1464,longitude,-3.69719703975609,95.30280296024391,FD_VIOLATION,record_key -> longitude,"[e23, e17, e28]"
612.start_date,612,start_date,1992-01-06,992-01-06,FD_VIOLATION,record_key -> start_date,"[e31, e20, e33, e26]"
422.latitude,422,latitude,50.2175891580595,89.2175891580595,FD_VIOLATION,record_key -> latitude,[e16]
"1381.location_name,""Gara Rock Bay, East Portlemouth (Gammon Heda to The Bull)""",1381,"location_name,""Gara Rock Bay, East Portlemouth (Gammon Heda to The Bull)"""," East Portlemouth (Gammon Head to The Bull)""","""Gara Rock Bay",FD_VIOLATION,,"[e24, e18]"
38.record_key,38,record_key,JNCCMNCR10385547,JNCCMNCR10521704,FD_VIOLATION,record_key -> aphia_id,"[e5, e6, e7, e8, e11, e9, e10, e12, e1, e2, e3, e4]"
8.species,8,species,Berthella plumula,Grey lichens,FD_VIOLATION,record_key -> species,"[e13, e14, e2]"
932.survey_name,932,survey_name,1992-97 DWT Prawle littoral survey,1992-97 DWT Prawlez littoral survey,RANDOM_TYPO,,[]
166.latitude,166,latitude,50.2226410366485,50.2184881309285,FD_VIOLATION,record_key -> latitude,"[e5, e22, e28, e16, e29]"
761.start_date,761,start_date,1992-02-04,199j2-02-04,FD_VIOLATION,record_key -> start_date,"[e31, e20, e33, e26]"
276.start_date,276,start_date,1992-01-06,1992-0-06,FD_VIOLATION,record_key -> start_date,"[e31, e20, e33, e26]"
