record_key,survey_key,survey_name,sample_key,start_date,end_date,date_type,location_name,data_type,latitude,longitude,projection,aphia_id,species,uncertain,abundance_sacforn,is_dead,sample_comment
JNCCMNCR10297087,JNCCMNR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015254,1987-08-19,1987-08-19,D,High Holme (Flamborough Headland),Point,54.1370312814373,-0.105050756576723,WGS84,139523.0,Dendronotus frondosus,False,C,False,"Horizontal flat chalk platforms. Up to 8 m across, as terraces with drops and rise (20 cm - 150 cm).Dominated by Flustra foliacea, Asterias rubens, Bugula flabellata, Clavelina lepadiformis and Haliclona oculata. A layer of silt covers everything. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10295197,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015124,1987-08-03,1987-08-03,D,South Cliff (Flamborough Headland),Point,54.101830920561,-0.095937771711792,WGS84,126792.0,Callionymus lyra,False,C,False,"The whole site appeared to be one large single habitat, despite the small pockets of sediment as these did not appear to be colonised. Unstable pebbles also remained uncolonised, but most of the rocks were large enough to support a fairly dense turf of faunal species, especially the moderate sized boulders. Several species were conspicuous and common including Clavelina lepadiformis in lumps and masses, Alcyonidium spp. (single pieces, widespread especially on tops of rocks), Flustra foliacea (tops/sides) of the rocks. Amongst the hydroids Halecium spp. was obvious, and the larger stouter Abietenaria spp. Bryozoans were abundant often dominating the boulder surfaces. Apart from Flustra foliacea the species involved were Bugula flabellata and Bugula plumosa. The small blobby tunicate Archidistoma abundant. Other species seen sporadically included the boring phase of Cliona spp., especially on low, small boulders, one or 2 clumps of Alcyonium digitatum. Rarely Sabella spp., protruding from sides of small boulders or silty sand pockets. Urticina felina was occasionally seen, on the bedrock boulder floor. Amongst mobile fauna - the commonest were young Asterias rubens, Hyas spp. and several Cancer pagurus and Pleuronectes spp. Otherwise few fish, just Callionymus lyra. Crossaster seen, and several Janolus were seen feeding on Bugula spp. Algae virtually non existant - just a few unidentified reds. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10295945,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015181,1987-08-03,1987-08-03,***,South Cliff (Flamborough Headland),Point,54.101830920561,-0.095937771711792,WGS84,126792.0,Callionymus lyra,False,C,False,"The whole site appeared to be one large single habitat, despite the small pckets of sediment as theses did not appear to be colonised. Unstable pebbles also remained uncolonised, but most of the rocks were large enough to support a fairly dense turf of faunal species, especially the moderate sized boulders. Several species were conspicuous and common includig Clavelina lepadiformis in lumps and masses, Alcyonidium spp. (single pieces, widespread especially on tops of rocks), Flustra foliacea on (tops/sides) of the rocks. Amongst the hydroids Halecium spp. was obvious, and the larger stouter Abietenaria spp. Bryozoans were abundant often dominating the boulder surfaces. Apart from Flustra foliacea the soecies involved were Bugula flabellata and Bugula plumosa. The small blobby tunicate Archidistoma aggregatum abundant. Other species seen sporadically included the boring phase of Cliona spp., especially on low, small boulders, one or two clumps of Alcyonium digitatum. Rarely Sabella spp., protruding from sides of small boulders or silty sand pockets. Urticina felina was occasionally seen, on the bedrock boulder floor. Amongst mobile fauna - the commonest were young Asterias rubens, Hyas spp. and several Cancer pagurus and Pleuronectes spp. Otherwise few fish, just Callionymus lyra. Crossaster papposus seen, and sevral Janolus cristatus were seen feeding on Bugula spp. Algae virtually non existant - just a few unidentified reds."
JNCCMNCR10294920,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015103,1987-08-03,1987-08-21,DD,Danes Dyke (Flamborough Headland),Point,54.0997818558861,-0.137337940049986,WGS84,126792.0,Callionymus lyra,False,C,False,"Small rocks were covered with algae, mixed with some Halecium spp. Flatter rocks were covered with Polydora spp. and silt. Clavelina lepadiformis forms many small clumps on many small rocks. There were pebbles with Pomatoceros spp. Sand and gravel was colonised with Sabella spp. and Lanice conchilega (but not very many). Boulders have more bryozoa (Flustra foliacea and small tufts of Bicellaria ciliata, Crisia spp. and Bugula spp.) than red algae. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10295550,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015147,1987-08-04,1987-08-04,D,Off South Landing (Flamborough Headland),Point,54.0967061525893,-0.113006259840368,GWS84,126792.0,Callionymus lyra,False,C,False,"Rough ground of chalk bedrock plain with boulders, pebbles and cobbles. Current swept and the greatest cover was by red foliose and filamentous algae (e.g. Plocamium cartilagineum). These grew on the tops of smaller cobbles and boulders. Some of the larger boulders in particular were animal dominated. A faunal turf varying from clumps of Flustra foliacea, to growths of Alcyonidium spp. in various forms ranging from long, thin to considerably branched. Botryllus schlosseri also very common, either growing as a crust or as free lobes. Bryozoan turf - especially Bugula spp. Hydroids included Halecium spp. Clavelina lepadiformis also common. Very few sponges (except Leucosolenia) or anemones (except Urticina in sheltered pockets ). Loose, mobile pebbles, were widespread, remaining mostly uncolonised except for Pomatoceros spp. and filamentous algae - small growths. Few fish - no wrasse or cod family. Plaice were most conspicuous and a few others associated in holes. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10295988,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015186,1987-08-03,1987-08-03,D,Old Fall (Flamborough Headland),Ponit,54.1061280599316,-0.0835395745959976,WGSe84,126792.0,Callionymus lyra,False,C,False,"Only sparse algal cover at this site - Plocamium cartilagineum, Delessaria sanguinea, Taonia atomaria and others. Laminaria hyperborea - one single plant, small and on top of a boulder. One of the most prominant animals was Flustra foliacea, often almost completely covering the sides of boulders. The other was Polyclinum aurantium, occuring in dense mats in places. There was in many places a well developed faunal turf especially common were Bugula spp., Setularia spp., Clavelina lepadiformis and also hydroids including Halecium spp., Archidistoma aggregatum also common in places - mat like straggly Alcyonidium spp. especially on the boulder tops. The flat bedrock was noticeably less well colonised - considerably scouring must occur, but spionid worms in evidence; small silty tubes strewn on the rock surface. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10295858,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015176,1987-08-03,1987-08-03,D,South Cliff (Flamborough Headland),Point,54.109185725202,-0.106320637063584,WGS84,126792.0,Callionymus lyra,False,C,False,"The boulder tops had an algal turf, mainly Ceramium rubrum, Delesseria sanguinea, Plocamium cartilagineum and much Electra pilosa. Large patches of Alcyonidium diaphanum and Laminaria hyperborea on large boulders. The sides of the boulders were covered in sea- squirts such as Botryllus schlosseri, Morchelium argus, Aplidium proliferatum common. Also Crisia eburnea, Bugula flabellata and Halecium spp.. Small boulders have Laminaria saccharina (presumably less stable boulders). NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10296626,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015230,1987-08-06,1987-08-06,,Sewerby Rocks (Flamborough Headland),Point,54.0964945715998,-0.157366307191896,WGS84,126792.0,Callionymus lyra,False,F,False,"The boulders were about 50% covered with algae, these were the usual mix of the area of Brongniartella byssoides, Delessaria sanguinea, Hypoglossum hypoglossoides, Plocamium cartilagineum, Ceramium spp. and Griffithsia spp. with stalks of very tatty Laminaria hyperborea. There was the standard mix of epifaunal species on the boulders. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10297326,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015272,1987-08-03,187-08-03,D,South Cliff (Flamborough Headland),Point,54.1019996886103,-0.10664790059086,WGS84,126792.0,Callionymus lyra,False,C,False,Sand.
JNCCMNCR10294736,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015181,1987-08-21,1987-08-21,D,Cattlemere (Flamborough Headland),oint,54.1104238152375,-0.0710413266622438,WGS84,126792.0,Callionymus lyra,False,C,False,"Small rocks were covered with algae, mixed with some Halecium spp. Flatter rocks were covered with Polydora spp. and silt. Clavelina lepadiformis forms many small clumps on many small rocks. There were pebbles with Pomatoceros spp. Sand and gravel was colonised with Sabella spp. and Lanice conchilega (but not very many). Boulders have more bryozoa (Flustra foliacea and small tufts of Bicellaria ciliata, Crisia spp. and Bugula spp.) than red algae. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10611122,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10035207,1987-08-20,1987-08-20,D,Cat Nab (Flamborough Headland),Point,54.1421422069869,-0.144623634130429,WGS84,138235.0,Nassarius,False,C,False,"Low flat platforms of chalk with dense Polydora spp. turf and large patches of Taonia atomaria, with occasional Delesseria, Hypoglossum hypoglossoides, Plocamium cartilagineum and Audouinella spp. Also sand with Sabellaria spinulosa. There was a kelp forest with a dense understorey of foliose algae. Polydora spp. in silt; Urticina felina in the crevices formed by sculpturing. Vertical faces were dominated by bryozoans (plus some sponges and Aplidium punctum), the ledges again were dominated by Polydora spp. Further offshore flat reefs, with the fauna gradually becoming similar to that of the offshore dive sites. Few reds, but Flustra foliacea appears and bryozoan turf gets thicker. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10296814,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015240,1987-08-19,1987-08-19,D,Little Thornwick (Flamborough Headland),Point,54.1336303811244,-0.117451491815838,WGS84,144422.0,Ahnfeltia plicata,False,C,False,"Kelp forest 2.9 m bcd, Laminaria hyperborea common on the reef tops being easy to swim through. Various Polysiphonia sp. were found to be common on the rocks along with Plocamium cartilagineum. The Polysiphonia spp. were found to be encrusted with Modiolus spp. Coarse sand was found as a thin covering of the rocks. The kelp stipes were covered with a variety of reds including Membranoptera alata. Phycodrys rubens, Plocamium cartilagineum and Ptilota plumosa. The rock faces had reds on the upper parts but the middle and bottoms were dominated by the animal fauna typical of the area, sponges, bryozoans and tunicates. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10296707,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015240,1987-08-16,1987-08-16,D,High Stacks - Selwicks Bay (Flamborough Headland),Point,54.1167114241168,-0.0707860362804158,WGS84,103660.0,Aplidium proliferum,False,C,False,"Small rocks were covered with algae, mixed with some Halecium spp. Flatter rocks were covered with Polydora spp. and silt. Clavelina lepadiformis forms many small clumps on many small rocks. There were pebbles with Pomatoceros spp. Sand and gravel was colonised with Sabella spp. and Lanice conchilega (but not very many). Boulders have more bryozoa (Flustra foliacea and small tufts of Bicellaria ciliata, Crisia spp. and Bugula spp.) than red algae. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10296626,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015196,1987-08t-19,1987-08-19,bD,Thornwick Nab (Flamborough Headland),Point,54.1353789565213,-0.114310676908594,WGS84,103754.0,Aplidium proliferum,False,C,False,"Bedrock surfaces formed from various gullies, bedrock and small boulders. Occasional large boulders with sharply undercut edges in depressions in the bedrock. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10295193,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015124,1987-08-03,1987-08-03,D,South Cliff (Flamborough Headland),Point,54.0939874048073,-0.095937771711792,WGS84,103660.0,Aplidium proliferum,False,C,False,"The whole site appeared to be one large single habitat, despite the small pockets of sediment as these did not appear to be colonised. Unstable pebbles also remained uncolonised, but most of the rocks were large enough to support a fairly dense turf of faunal species, especially the moderate sized boulders. Several species were conspicuous and common including Clavelina lepadiformis in lumps and masses, Alcyonidium spp. (single pieces, widespread especially on tops of rocks), Flustra foliacea (tops/sides) of the rocks. Amongst the hydroids Halecium spp. was obvious, and the larger stouter Abietenaria spp. Bryozoans were abundant often dominating the boulder surfaces. Apart from Flustra foliacea the species involved were Bugula flabellata and Bugula plumosa. The small blobby tunicate Archidistoma abundant. Other species seen sporadically included the boring phase of Cliona spp., especially on low, small boulders, one or 2 clumps of Alcyonium digitatum. Rarely Sabella spp., protruding from sides of small boulders or silty sand pockets. Urticina felina was occasionally seen, on the bedrock boulder floor. Amongst mobile fauna - the commonest were young Asterias rubens, Hyas spp. and several Cancer pagurus and Pleuronectes spp. Otherwise few fish, just Callionymus lyra. Crossaster seen, and several Janolus were seen feeding on Bugula spp. Algae virtually non existant - just a few unidentified reds. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10296087,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015186,1987-08-17,1987-08-17,D,Petrel Hole (Flaborough Headland),Point,54.0939874048073,-0.0917375342964347,WGS84,103660.0,Aplidium proliferum,False,C,False,"Thin kelp forest at 0.5 - 2.5 m with some red algae, which was not very profuse. Holdfasts generally small with Crisia spp. and Botryllus schlosseri being the main inhabitant. Other fauna on horizontal surfaces tended to be sparse and erratic, these species included Tubularia spp., Alcyonium digitatum and Botryllus schlosseri. The vertical components of the bedrock had a rich and varied animal turf with species including Bugula spp. and Clavelina lepadiformis. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
JNCCMNCR10295851,JNCCMNCR10000145,1987 Wood Flamborough Head sublittoral survey,JNCCMNCR10015124,1987-08-03,1987-08-03,D,South Cliff (Flamborough Headland),Point,54.109185725202,-0.106320637063584,WGS84,103660.0,Ahnfeltia plicata,False,C,False,"Small rocks were covered with algae, mixed with some Halecium spp. Flatter rocks were covered with Polydora spp. and silt. Clavelina lepadiformis forms many small clumps on many small rocks. There were pebbles with Pomatoceros spp. Sand and gravel was colonised with Sabella spp. and Lanice conchilega (but not very many). Boulders have more bryozoa (Flustra foliacea and small tufts of Bicellaria ciliata, Crisia spp. and Bugula spp.) than red algae. NOTE: Substratum % data are converted from the original substratum 1-3 scoring system."
