3502.lsoaname,County Duhram 009E,County Durham 009E,[e7]
2533.lsoacode,E0102068n6,E01020686,[e8]
4726.lsoaname,County Drham 014E,County Durham 014E,[e5]
173.lsoacode,E01020902,E01012355,[e7, e8, e4]
1587.lsoacode,Em01020751,E01020751,[e8]
812.lsoacode,E01020902,E01020592,[e7, e8, e4]
4608.reportedby,Durham Constablary,Durham Constabulary,[]
3339.outcometype,Unable to prsoecute suspect,Unable to prosecute suspect,[e6]
2286.reportedby,Durham Constabualry,Durham Constabulary,[]
4154.reportedby,Durxham Constabulary,Durham Constabulary,[]
1493.lsoaname,ounty Durham 023C,County Durham 023C,[e7]
4139.lsoacode,0E1020734,E01020734,[e8]
1096.locationvalue,On or near WARREN STREET***,On or near WARREN STREET,[e3]
2728.lsoaname,Countyk Durham 011A,County Durham 011A,[e7]
4726.lsoacode,E01200645,E01020645,[e4]
456.crimeid,9f503b73b5b3ba4f880de16fb82fdaac6f899a0ae1f3f997fa842680dad2e5c0,537a14f28a38dfdbc6bcc0e6c12a4e64b9c1c3b55c16624690981de86104e959,[e5, e6, e1, e2, e3, e4]
3703.outcometype,hSuspect charged,Suspect charged,[e6]
2775.locationvalue,On or near Parking Arae,On or near Parking Area,[]
3483.outcometype,Suspect chargde,Suspect charged,[e6]
1385.lsoaname,rCounty Durham 059E,County Durham 059E,[e5]
315.lsoacode,E01020868,E01020743,[e7, e8, e4]
4667.reportedby,Durhsam Constabulary,Durham Constabulary,[]
1232.crimeid,42b9db4a52m511486a674f5dd735b5d841c9de7acd240a8d212bba5db417d5f40,42b9db4a52511486a674f5dd735b5d841c9de7acd240a8d212bba5db417d5f40,[]
2219.crimeid,2c755b1f39d309f742ce9b4ebf5bebd3ca0fff982764a65f2bd0c8fa4b73095e,2c755b1f39d309f742ce9b4ebfb5ebd3ca0fff982764a65f2bd0c8fa4b73095e,[]
2611.fallswithin,Durha Constabulary,Durham Constabulary,[]
3314.crimeid,20323056fed39c60553a4e6e6958954aa2b101f608b438ca540515dc4d46529,20323056fed39c60553a4e6e6958954aa2b101f6083b438ca540515dc4d46529,[]
3808.lsoacode,E01002856,E01020856,[e8]
4297.locationvalue,On or near Parkinxg Area,On or near Parking Area,[]
102.lsoacode,E01020665,E01020780,[e7, e8, e4]
307.crimeid,530991450cd0f08cd6b11ceb4df46266dcdf8d9831023c8aa6bfbe937f821938,4dea6269c1b4529b58887cb5fc7c7611ed7d367b137f7f4b25888f31e97f0143,[e5, e6, e1, e2, e3, e4]
1656.outcometype,Investigation complete; n osuspect identified,Investigation complete; no suspect identified,[]
2400.monthvalue,2021-20,2021-02,[]
800.crimeid,a23b3617378e8ece1c09b4b000b3018b9d3b36ab826ca6e04d9d11f0d4aa119a,d71344d421ce39f47f998d1b7e404deae0d2d0fc2d244d80d2d6c2cc55b27190,[e5, e6, e1, e2, e3, e4]
1222.monthvalue,2021-20,2021-02,[]
4385.reportedby,urham Constabulary,Durham Constabulary,[]
3076.locationvalue,On or neuar TUDHOE MOOR,On or near TUDHOE MOOR,[]
