reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
710748.0,2020/12/01 05:00:00+00,TACO LUCHADOR,5205 NEW CUT RD,40214.0,2020/12/01 05:00:00+00,4,SURVEY,903.0
710753.0,2020/12/01 05:00:00+00,CIRCLE K #4703226,7951 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,904.0
710754.0,2020/12/01 05:00:00+00,CIRCLE K #4703226,7951 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,905.0
710756.0,2020/12/01 05:00:00+00,DAIRY QUEEN,6205 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,906.0
710757.0,2020/12/01 05:00:00+00,HOMETOWN PIZZA,9601 NEWBRIDGE RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,907.0
710759.0,2020/12/01 05:00:00+00,IROQUOIS PIZZA INC.,6614 MANSLICK RD,40214.0,2020/12/01 05:00:00+00,4,SURVEY,908.0
710760.0,2020/12/01 05:00:00+00,SUGAR AND SPICE,5613 BARDSTOWN RD,40219.0,2020/12/01 05:00:00+00,4,SURVEY,909.0
710762.0,2020/12/01 05:00:00+00,WING STOP,4812 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,910.0
710763.0,2020/12/01 05:00:00+00,MAPCO MART,5301 BARDSTOWN RD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,911.0
710764.0,2020/12/01 05:00:00+00,HOMEMADE ICE CREAM & PIE KITCHEN,4810 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,912.0
710765.0,2020/12/01 05:00:00+00,L&B SISTERS GROCERY STORE,4109 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,913.0
710766.0,2020/12/01 05:00:00+00,KROGER L-785,4915 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,914.0
710767.0,2020/12/01 05:00:00+00,HIBACHI BUFFET,5372 DIXIE HWY,40216.0,2020/12/01 05:00:00+00,4,SURVEY,915.0
710769.0,2020/12/01 05:00:00+00,BELEL INTERNATIONAL MARKET,4109 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,916.0
710770.0,2020/12/01 05:00:00+00,SOUTH END BBQ,8610 DIXIE HWY,40258.0,2020/12/01 05:00:00+00,4,SURVEY,917.0
710771.0,2020/12/01 05:00:00+00,MASHALLAH AFRICAN RESTAURANT,4109 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,918.0
710772.0,2020/12/01 05:00:00+00,EL RODEO MEXICAN RESTAURANT,5204 ELZIE RD,40258.0,2020/12/01 05:00:00+00,4,SURVEY,919.0
710773.0,2020/12/01 05:00:00+00,DISCOVERING IMAGINATIONS,2200 BUECHEL AVE,40218.0,2020/12/01 05:00:00+00,4,SURVEY,920.0
710775.0,2020/12/01 05:00:00+00,SENEGAMBIA INTERNATIONAL RESTAURANT,3927 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,921.0
710778.0,2020/12/01 05:00:00+00,ARNO PIZZA,3933 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,4,SURVEY,922.0
710779.0,2020/12/01 05:00:00+00,WALMART #3294,7101 CEDAR SPRINGS BLVD,40291.0,2020/12/01 05:00:00+00,4,SURVEY,923.0
710781.0,2020/12/01 05:00:00+00,KING PIN LANES,9525 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,924.0
710782.0,2020/12/01 05:00:00+00,DOUBLE DRAGON #9,9501 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,925.0
710784.0,2020/12/01 05:00:00+00,RECBAR,10301 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,926.0
710785.0,2020/12/01 05:00:00+00,ROYALS HOT CHICKEN,10305 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,927.0
710786.0,2020/12/01 05:00:00+00,FEAST BBQ,10318 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,4,SURVEY,928.0
710787.0,2020/12/01 05:00:00+00,EL NOPAL,10500 WATTERSON TRAIL,40299.0,2020/12/01 05:00:00+00,4,SURVEY,929.0
710794.0,2020/12/01 05:00:00+00,FLO'S HOUSE OF SOUL,3400 W MUHAMMAD ALI BLVD,40212.0,2020/12/04 05:00:00+00,4,SURVEY,930.0
710799.0,2020/12/01 05:00:00+00,BONEFISH GRILL #7801,657 S HURSTBOURNE PKWY,40222.0,2020/12/01 05:00:00+00,4,SURVEY,931.0
710800.0,2020/12/01 05:00:00+00,PF CHANG'S,9120 SHELBYVILLE RD,40222.0,2020/12/01 05:00:00+00,4,SURVEY,932.0
