cell_id,table_id,column_id,row_number,column_name,old_value,new_value,error_type,source_table,source_row,source_column
28.14.0,28,14,0,complimentary_prescription_allocation,226.5***,226.5,RANDOM_TYPO,UK_CSV0000000000000711,0,complimentary_prescription_allocation
28.7.1,28,7,1,level_one_procedure,5d6837,56837,RANDOM_TYPO,UK_CSV0000000000000711,1,level_one_procedure
28.11.1,28,11,1,complimentary_bleeding_control,108.,10.8,RANDOM_TYPO,UK_CSV0000000000000711,1,complimentary_bleeding_control
28.14.1,28,14,1,complimentary_prescription_allocation,25065,2506.5,RANDOM_TYPO,UK_CSV0000000000000711,1,complimentary_prescription_allocation
28.6.2,28,6,2,customer_category,Studnets,Students,RANDOM_TYPO,UK_CSV0000000000000711,2,customer_category
28.9.2,28,9,2,level_three_procedure,p17040,17040,RANDOM_TYPO,UK_CSV0000000000000711,2,level_three_procedure
28.11.2,28,11,2,complimentary_bleeding_control,***,0,RANDOM_TYPO,UK_CSV0000000000000711,2,complimentary_bleeding_control
28.12.2,28,12,2,complimentary_bridge_maintenance,o27.6,27.6,RANDOM_TYPO,UK_CSV0000000000000711,2,complimentary_bridge_maintenance
28.14.2,28,14,2,complimentary_prescription_allocation,341.25,431.25,RANDOM_TYPO,UK_CSV0000000000000711,2,complimentary_prescription_allocation
28.0.3,28,0,3,quarter_reporting_period,4,Q4,RANDOM_TYPO,UK_CSV0000000000000711,3,quarter_reporting_period
28.8.3,28,8,3,level_two_procedure,23145,32145,RANDOM_TYPO,UK_CSV0000000000000711,3,level_two_procedure
28.6.4,28,6,4,customer_category,Premixum,Premium,RANDOM_TYPO,UK_CSV0000000000000711,4,customer_category
28.15.4,28,15,4,complimentary_suture_removal,p2,2,RANDOM_TYPO,UK_CSV0000000000000711,4,complimentary_suture_removal
28.8.5,28,8,5,level_two_procedure,978,9978,RANDOM_TYPO,UK_CSV0000000000000711,5,level_two_procedure
28.3.6,28,3,6,regional_office_code,5M7,5QJ,FD_VIOLATION,UK_CSV0000000000000711,6,regional_office_code
28.10.6,28,10,6,immediate_care_procedures,343.6,3483.6,RANDOM_TYPO,UK_CSV0000000000000711,6,immediate_care_procedures
28.4.7,28,4,7,area_code,Qx30,Q30,FD_VIOLATION,UK_CSV0000000000000711,7,area_code
28.9.7,28,9,7,level_three_procedure,93w6,936,RANDOM_TYPO,UK_CSV0000000000000711,7,level_three_procedure
28.13.7,28,13,7,complimentary_denture_maintenance,,1,RANDOM_TYPO,UK_CSV0000000000000711,7,complimentary_denture_maintenance
28.14.7,28,14,7,complimentary_prescription_allocation,1.25,11.25,RANDOM_TYPO,UK_CSV0000000000000711,7,complimentary_prescription_allocation
28.6.8,28,6,8,customer_category,Prmeium,Premium,RANDOM_TYPO,UK_CSV0000000000000711,8,customer_category
28.15.8,28,15,8,complimentary_suture_removal,,3,RANDOM_TYPO,UK_CSV0000000000000711,8,complimentary_suture_removal
28.16.8,28,16,8,overall_total_value,509871,50987.1,RANDOM_TYPO,UK_CSV0000000000000711,8,overall_total_value
