cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
1133.latitude,1133,latitude,52.34188,64.34188,FD_VIOLATION,crimeid -> latitude,[e2]
821.lsoacode,821,lsoacode,E01015669,E01032797,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
782.monthvalue,782,monthvalue,2022-03,2022-30,RANDOM_TYPO,,[]
323.crimeid,323,crimeid,f48c732f15048fbc63aadda915883dc77cfe734f7d0216d89459ae673f43b2f6,09422e5b8f7df0f7564b6b80d63eec760df71de550f9a57de1b6b61433cb3343,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
2050.outcometype,2050,outcometype,Offender given a caution,Offende given a caution,FD_VIOLATION,crimeid -> outcometype,[e6]
408.lsoaname,408,lsoaname,Cambridge 001A,Cambridge 007G,FD_VIOLATION,crimeid -> lsoaname,"[e5, e7, e8]"
997.lsoacode,997,lsoacode,E01032797,E010327b97,FD_VIOLATION,crimeid -> lsoacode,"[e8, e4]"
2878.lsoaname,2878,lsoaname,Cambridge 006A,Cambridge 0y06A,FD_VIOLATION,crimeid -> lsoaname,[e7]
182.lsoacode,182,lsoacode,E01017992,E01032797,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
1071.crimeid,1071,crimeid,a69b880aeceeab8ad6a28bd6f4b0108cf036c717bebb68c29add6f374b4b0f47,04ae9101d196f8942fd1c199c80e06fe12dcf6e732f5c29222f2239002718f6d,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
5631.fallswithin,5631,fallswithin,Cambridgeshire Constabulary,Camrbidgeshire Constabulary,RANDOM_TYPO,,[]
62.lsoacode,62,lsoacode,E01018049,E01032797,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
1605.reportedby,1605,reportedby,Cambridgeshire Constabulary,Cambridgeshire Constabuary,RANDOM_TYPO,,[]
747.lsoacode,747,lsoacode,E01018100,E01032797,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8]"
5295.lsoacode,5295,lsoacode,E01017966,E1017966,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8]"
3254.lsoaname,3254,lsoaname,Peterborough 021C,Petxerborough 021C,FD_VIOLATION,crimeid -> lsoaname,[e7]
3856.locationvalue,3856,locationvalue,On or near PRIESTGATE,Oan or near PRIESTGATE,FD_VIOLATION,crimeid -> locationvalue,[e3]
5379.lsoacode,5379,lsoacode,E01018073,E01108073,FD_VIOLATION,crimeid -> lsoacode,[e8]
4948.lsoacode,4948,lsoacode,E01018108,iE01018108,FD_VIOLATION,crimeid -> lsoacode,[e8]
83.lsoacode,83,lsoacode,E01018186,E01032797,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
2267.lsoaname,2267,lsoaname,Fenland 005A,Fenland 05A,FD_VIOLATION,crimeid -> lsoaname,[e5]
3459.reportedby,3459,reportedby,Cambridgeshire Constabulary,Cambridgeshire Cronstabulary,RANDOM_TYPO,,[]
982.lsoaname,982,lsoaname,Fenland 011B,Cambridge 004D,FD_VIOLATION,crimeid -> lsoaname,"[e5, e7, e8]"
1004.crimeid,1004,crimeid,959904eba3ec7890cd483fea7a758bdf778e1e3f77744467db276045b38bc219,f5f6e307c8179d676282d3316efe742ce96130032dc59fe570f4de60da774e54,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
630.crimeid,630,crimeid,7e06c94c6d205baef12a15135ec15afdb77b14614efb342979c6f622b8e7904d,44ce5c42195dcd4367afe5b4492d94987eff64220d050b839cdcbbc12691921c,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
161.lsoacode,161,lsoacode,E01015594,E01032797,FD_VIOLATION,crimeid -> lsoacode,"[e7, e8, e4]"
231.crimeid,231,crimeid,5448f87aae587d77fca72dd7b44cdade2fc157f87cd90c151bd600114bc81336,5b57a985fd8728934c5cbdd84aa4b6ffbf0210ebf4fb5e2eb83a4a8de3e40474,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
494.crimeid,494,crimeid,686b204a0c07ca6bc2f5a5996fd351a85cf0a8696d1193aa14409a929fd76321,db3ee90f24bafa40d930a3aa3240f9a20ad3142d12b3adb8edb81e5d9c4b6f99,FD_VIOLATION,crimeid -> longitude,"[e5, e6, e1, e2, e3, e4]"
1166.locationvalue,1166,locationvalue,On or near Sports/Recreation Area,On or near Sports/Recreation Agrea,FD_VIOLATION,crimeid -> locationvalue,[e3]
