cell_id,row_number,column_name,old_value,new_value,error_type,fd_rule,violated_dependencies
6282.lsoaname,6282,lsoaname,Three Rivers 003A,hree Rivers 003A,FD_VIOLATION,lsoacode -> lsoaname,[e2]
7803.lastoutcomecategory,7803,lastoutcomecategory,Unable to prosecute suspect,Unble to prosecute suspect,RANDOM_TYPO,,[]
7611.lsoaname,7611,lsoaname,Watford 011B,Watford 11B,FD_VIOLATION,lsoacode -> lsoaname,[e2]
2570.reportedby,2570,reportedby,Hertfordshire Constabulary,Hertfordshire Constabulayr,RANDOM_TYPO,,[]
2396.lastoutcomecategory,2396,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecute osuspect,RANDOM_TYPO,,[]
218.locationvalue,218,locationvalue,On or near Hipkins Place,On or neawr Hipkins Place,RANDOM_TYPO,,[]
8491.lastoutcomecategory,8491,lastoutcomecategory,Unable to prosecute suspect,Unable to prosectue suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
714.lsoacode,714,lsoacode,E01023338,E01000174,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
3117.crimeid,3117,crimeid,b1b943b3473109c1acb193e23c858d13ffc0a6c008faae256d20c55be2e23fd9,8490cf79bf33764963c2e30298d55c5a1e4bea6957c4d72473a9d9cbebe9fe73,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
3431.crimetype,3431,crimetype,Criminal damage and arson,Criminral damage and arson,RANDOM_TYPO,,[]
6025.lsoaname,6025,lsoaname,Stevenage 011A,Stevnage 011A,FD_VIOLATION,lsoacode -> lsoaname,[e2]
3953.lsoacode,3953,lsoacode,E01023641,E01000031,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
5085.lsoaname,5085,lsoaname,St Albans 018A,St Ablans 018A,FD_VIOLATION,lsoacode -> lsoaname,[e2]
5514.lastoutcomecategory,5514,lastoutcomecategory,Unable to prosecute suspect,Unable to prosecut esuspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
2558.crimeid,2558,crimeid,70a947ff93e8fcf580d51f04bcba9a9b591ec93898af44de14c24841186d97ca,70a947ff93e8fcf580d51f04bcba9a9b591ec93898af44de14c24841f186d97ca,RANDOM_TYPO,,[]
5770.lastoutcomecategory,5770,lastoutcomecategory,Unable to prosecute suspect,Unable to prsoecute suspect,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
8460.lsoacode,8460,lsoacode,E01023921,0E1023921,FD_VIOLATION,lsoacode -> lsoaname,[e3]
1570.lsoaname,1570,lsoaname,Dacorum 015E,Dacormum 015E,FD_VIOLATION,lsoacode -> lsoaname,[e2]
7816.lsoaname,7816,lsoaname,Welwyn Hatfield 005A,Welwyn Hatfield 005A***,FD_VIOLATION,lsoacode -> lsoaname,[e2]
2413.crimeid,2413,crimeid,8693e5fbf66acd364d5795d64865881d7799d36ab772734331fa37f603896126,bd2ebaf17b7a3f931f446ab089febf2b02b18dcd07cc7a88e099e61abd6039cd,FD_VIOLATION,crimeid -> lastoutcomecategory,[e1]
6959.lsoaname,6959,lsoaname,Watford 005C,Watford 050C,FD_VIOLATION,lsoacode -> lsoaname,[e2]
1320.lsoacode,1320,lsoacode,E01023346,E01014407,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
56.lsoacode,56,lsoacode,E01023317,E01017642,FD_VIOLATION,lsoacode -> lsoaname,"[e2, e3]"
