reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
712285,2020/12/10 05:00:00+00,AGAINST THE GRAIN,401 E MAIN ST,40202.0,2020/12/10 05:00:00+00,4,SURVEY,1503
712287,2020/12/10 05:00:00+00,OLD FORESTER GEORGE'S,119 W MAIN ST,40202.0,2020/12/10 05:00:00+00,4,SURVEY,1504
712456,2020/12/10 05:00:00+00,KROGER L-739,12450 LAGRANGE RD,40245.0,2020/12/10 05:00:00+00,4,SURVEY,1505
712504,2020/12/04 05:00:00+00,TIPTON AND UNROE,8017 BARDSTOWN ROAD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,1506
711676,2020/12/08 05:00:00+00,SUBWAY,4801 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1507
713487,2020/12/08 05:00:00+00,CHUCK AND MIKE'S TENNIS SHOP,1321 HERR LN,40202.0,2020/12/08 05:00:00+00,4,SURVEY,1508
712510,2020/12/04 05:00:00+00,FAMILY DENITRY,8009 BARDSTOWN ROAD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,1509
711677,2020/12/08 05:00:00+00,TIKKA CHICKEN & GYRO,4801 OUTER LOOP FC5,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1510
713488,2020/12/08 05:00:00+00,DEKA LASH,"1321 HERR LN, STE 155",40202.0,2020/12/08 05:00:00+00,4,SURVEY,1511
713489,2020/12/08 05:00:00+00,SUMMER CLASSICS HOME-LOUISVILLE,"1321 HERR LN, STE 160",40202.0,2020/12/08 05:00:00+00,4,SURVEY,1512
713490,2020/12/08 05:00:00+00,TUNIE'S WOMEN'S CLOTHING,"1201 HERR LN, STE 150",40202.0,2020/12/08 05:00:00+00,4,SURVEY,1513
713491,2020/12/08 05:00:00+00,LOUISVILLE TILE,"1201 HERR LN, STE 120",40202.0,2020/12/08 05:00:00+00,4,SURVEY,1514
713492,2020/12/08 05:00:00+00,CLATER JEWELERS DIAMOND CENTER,"1201 HERR LN, STE 170",40202.0,2020/12/08 05:00:00+00,4,SURVEY,1515
713493,2020/12/08 05:00:00+00,BLISS HOME FURNITURE,1108 LYNDON LN,40202.0,2020/12/08 05:00:00+00,4,SURVEY,1516
713495,2020/12/08 05:00:00+00,OBERER'S FLOWERS,"1115 HERR LN, STE 150",40202.0,2020/12/08 05:00:00+00,4,SURVEY,1517
713496,2020/12/08 05:00:00+00,WESTPORT WHISKEY AND WINE,"1115 HERR LN, STE 140",40202.0,2020/12/08 05:00:00+00,4,SURVEY,1518
711793,2020/12/09 05:00:00+00,ST. MATTHEWS CHILD DEVELOPMENT CTR,229 BRECKENRIDGE LN,40207.0,2020/12/09 05:00:00+00,4,SURVEY,1519
711794,2020/12/09 05:00:00+00,CORNERSTONE CHILD DEVELOPMENT CENTER,211 BROWNS LN,40207.0,2020/12/09 05:00:00+00,4,SURVEY,1520
711678,2020/12/08 05:00:00+00,LAS MARIA'S,4801 OUTER LOOP FC6,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1521
711679,2020/12/08 05:00:00+00,PK KORNER STORE,4801 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1522
711680,2020/12/08 05:00:00+00,METRO DINER,4901 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1523
711682,2020/12/08 05:00:00+00,FIVE GUYS,4903 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1524
711684,2020/12/08 05:00:00+00,ROOSTERS,7405 PRESTON HWY,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1525
711685,2020/12/08 05:00:00+00,THAI NOODLES,5800 PRESTON HWY,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1526
711688,2020/12/08 05:00:00+00,MAX ORIENT,4801 OUTER LOOP FC7,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1527
711689,2020/12/08 05:00:00+00,AUNTIE ANNE'S,4801 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1528
711690,2020/12/08 05:00:00+00,GREAT AMERICAN COOKIE,4801 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1529
711691,2020/12/08 05:00:00+00,ALICE'S CANDY,4801 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1530
711692,2020/12/08 05:00:00+00,STARBUCKS #10454,4801 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1531
711693,2020/12/08 05:00:00+00,BUFFALO WILD WINGS,4917 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1532
711694,2020/12/08 05:00:00+00,QDOBA #2937,4921 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1533
711695,2020/12/08 05:00:00+00,PANERA BREAD #1891,4923 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1534
711696,2020/12/08 05:00:00+00,LITTLE CAESARS,5751 PRESTON HWY,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1535
711697,2020/12/08 05:00:00+00,DOLLAR TREE #1932,5713 PRESTON HWY,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1536
711716,2020/12/08 05:00:00+00,OLD HICKORY INN,1038 LYDIA ST,40217.0,2020/12/10 05:00:00+00,4,SURVEY,1537
711727,2020/12/08 05:00:00+00,PRICELESS FOODS,10986 DIXIE HWY,40272.0,2020/12/08 05:00:00+00,4,SURVEY,1538
711728,2020/12/08 05:00:00+00,KHALIL'S,10966 DIXIE HWY,40272.0,2020/12/08 05:00:00+00,4,SURVEY,1539
711731,2020/12/08 05:00:00+00,PENN STATION,10800 DIXIE HWY,40272.0,2020/12/08 05:00:00+00,4,SURVEY,1540
711735,2020/12/08 05:00:00+00,MEIJER #162 GAS,9901 DIXIE HWY,40272.0,2020/12/08 05:00:00+00,4,SURVEY,1541
711736,2020/12/08 05:00:00+00,WALMART #4524,5360 DIXIE HWY,40216.0,2020/12/08 05:00:00+00,4,SURVEY,1542
711737,2020/12/08 05:00:00+00,WALMART #3610,7100 RAGGARD RD,40216.0,2020/12/08 05:00:00+00,4,SURVEY,1543
