reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
713556.0,2020/12/16 05:00:00+00,IDEAL IMAGE,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1803.0
713557.0,2020/12/16 05:00:00+00,GUITAR CENTER,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1804.0
713558.0,2020/12/16 05:00:00+00,BUFF CITY SOAP,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1805.0
713559.0,2020/12/16 05:00:00+00,VITAMIN SHOPPE,4600 SHELBYVILLE RD.,40206.0,2020/12/16 05:00:00+00,4,SURVEY,1806.0
713648.0,2020/12/16 05:00:00+00,MICASITA ON 4TH,520 SOUTH 4TH ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1807.0
713649.0,2020/12/16 05:00:00+00,WALGREENS,532 SOUTH 4TH ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1808.0
713650.0,2020/12/16 05:00:00+00,DERBY CITY TABACCO & LIQUOR,207 SOUTH 5TH ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1809.0
713651.0,2020/12/16 05:00:00+00,440 MARKET,440 WEST MARKET ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1810.0
713652.0,2020/12/16 05:00:00+00,DISH ON MARKET,434 WEST MARKET ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1811.0
713653.0,2020/12/16 05:00:00+00,FED X OFFICE,315 WEST MARKET ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1812.0
713654.0,2020/12/16 05:00:00+00,OSAKA JAPANESE RESTAURANT,426 W MARKET ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1813.0
713655.0,2020/12/16 05:00:00+00,MEX A TACO,305 WEST MARKET ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1814.0
713656.0,2020/12/16 05:00:00+00,THE SAUCE 502,301 WEST MARKET ST,40202.0,2020/12/16 05:00:00+00,4,SURVEY,1815.0
713657.0,2020/12/16 05:00:00+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/12/16 05:00:00+00,4,SURVEY,1816.0
712871.0,2020/12/17 05:00:00+00,SUSHI WITH GUSTO,1805 RUDY LN,40207.0,2020/12/17 05:00:00+00,4,SURVEY,1817.0
712872.0,2020/12/17 05:00:00+00,FRESH MARKET #97,1805 RUDY LN,40207.0,2020/12/17 05:00:00+00,4,SURVEY,1818.0
712576.0,2020/12/10 05:00:00+00,ACADEMY SPORTS,4901 OUTER LOOP 33 #144,40219.0,2020/12/10 05:00:00+00,4,SURVEY,1819.0
712420.0,2020/12/11 05:00:00+00,SMOOTHIE KING,1504 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1820.0
712284.0,2020/12/12 05:00:00+00,GALLANT FOX BREWING,2132 NEW MAIN ST,40206.0,2020/12/12 05:00:00+00,4,SURVEY,1821.0
712421.0,2020/12/11 05:00:00+00,QDOBA #2029,1500 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1822.0
712026.0,2020/12/11 05:00:00+00,ART EATABLES PRODUCTION,629 S 4TH ST,40202.0,2020/12/10 05:00:00+00,4,SURVEY,1823.0
712286.0,2020/12/12 05:00:00+00,IRISH ROVER CLUB,2319 FRANKFORT AVE,40206.0,2020/12/12 05:00:00+00,4,SURVEY,1824.0
712422.0,2020/12/11 05:00:00+00,SEVICHE A LATIN RESTAURANT,1538 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1825.0
712170.0,2020/12/11 05:00:00+00,JIMMY JOHN'S,9156 TAYLORSVILLE RD,40299.0,2020/12/11 05:00:00+00,4,SURVEY,1826.0
712234.0,2020/12/13 05:00:00+00,MAPLE INN,9416 TAYLORSVILLE RD,40299.0,2020/12/13 05:00:00+00,4,SURVEY,1827.0
712423.0,2020/12/11 05:00:00+00,LA PERLA NAILS AND SPA,1556 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1828.0
712171.0,2020/12/11 05:00:00+00,PIZZA HUT #036956,9160 TAYLORSVILLE RD,40299.0,2020/12/11 05:00:00+00,4,SURVEY,1829.0
712236.0,2020/12/13 05:00:00+00,JTOWN BEACH,10315 WATTERSON TRAIL,40299.0,2020/12/13 05:00:00+00,4,SURVEY,1830.0
712424.0,2020/12/11 05:00:00+00,OK TIGER CLOTHING STORE,1572 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1831.0
712177.0,2020/12/11 05:00:00+00,ASPEN CREEK GRILL,302 BULLITT LN,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1832.0
712392.0,2020/12/14 05:00:00+00,BROWNIES THE SHED GRILL & BAR,9900 LINN STATION RD,40223.0,2020/12/14 05:00:00+00,4,SURVEY,1833.0
712426.0,2020/12/11 05:00:00+00,PURRFECT DAY CAFE,1741 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1834.0
712200.0,2020/12/11 05:00:00+00,DOUBLE DRAGON II,5222 DIXIE HWY,40216.0,2020/12/11 05:00:00+00,4,SURVEY,1835.0
712393.0,2020/12/14 05:00:00+00,KROGER L-379,9080 TAYLORSVILLE RD,40299.0,2020/12/14 05:00:00+00,4,SURVEY,1836.0
712427.0,2020/12/11 05:00:00+00,FUN TEA,1613 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,4,SURVEY,1837.0
712201.0,2020/12/11 05:00:00+00,PINA FIESTA MEXICAN GRILL,7895 DIXIE HWY,40258.0,2020/12/11 05:00:00+00,4,SURVEY,1838.0
712394.0,2020/12/14 05:00:00+00,SUPER MERCADO PUEBLA,10119 TAYLORSVILLE RD,40299.0,2020/12/14 05:00:00+00,4,SURVEY,1839.0
712428.0,2020/12/11 05:00:00+00,VALLARTA MEXICAN SEAFOOD & GRILL,9874 LINN STATION RD,40223.0,2020/12/11 05:00:00+00,4,SURVEY,1840.0
712429.0,2020/12/11 05:00:00+00,DERBY CITY PIZZA,9910 LINN STATION RD,40223.0,2020/12/11 05:00:00+00,4,SURVEY,1841.0
712446.0,2020/12/11 05:00:00+00,JAK'S,1915 S HURSTBOURNE PKWY,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1842.0
712447.0,2020/12/11 05:00:00+00,THORNTONS #157,1335 S HURSTBOURNE PKWY,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1843.0
712448.0,2020/12/11 05:00:00+00,PIZZA PLACE,2931 RICHLAND AVE,40220.0,2020/12/11 05:00:00+00,4,SURVEY,1844.0
712449.0,2020/12/11 05:00:00+00,XSCAPE BLANKENBAKER 14,12450 SYCAMORE STATION PL,40299.0,2020/12/11 05:00:00+00,4,SURVEY,1845.0
712450.0,2020/12/11 05:00:00+00,VALLARTA MEXICAN SEAFOOD & GRILL,9874 LINN STATION RD,40223.0,2020/12/11 05:00:00+00,4,SURVEY,1846.0
712451.0,2020/12/11 05:00:00+00,OLIVE GARDEN #1327,1320 S HURSTBOURNE PKWY,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1847.0
712452.0,2020/12/11 05:00:00+00,BILLY GOAT TAVERN KY AKA THE GOAT,700 LANDIS RIDGE DR,40245.0,2020/12/11 05:00:00+00,4,SURVEY,1848.0
712453.0,2020/12/11 05:00:00+00,OPTHAMOLOGY ASSOCIATES,3810 SPRINGHURST BLVD.,40241.0,2020/12/11 05:00:00+00,4,SURVEY,1849.0
712454.0,2020/12/11 05:00:00+00,VISIONWORKS,3571 SPRINGHURST BLVD.,40241.0,2020/12/11 05:00:00+00,4,SURVEY,1850.0
712475.0,2020/12/11 05:00:00+00,CHUY'S #22,104 OXMOOR CT,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1851.0
712477.0,2020/12/11 05:00:00+00,AUNTIE ANNE'S,7900 SHELBYVILLE RD,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1852.0
712478.0,2020/12/11 05:00:00+00,STARBUCKS #2466,7900 SHELBYVILLE RD,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1853.0
712479.0,2020/12/11 05:00:00+00,CALIFORNIA PIZZA KITCHEN,7900 SHELBYVILLE RD,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1854.0
712480.0,2020/12/11 05:00:00+00,COOKIE PLACE,7900 SHELBYVILLE RD,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1855.0
712481.0,2020/12/11 05:00:00+00,KING GYROS,7900 SHELBYVILLE RD,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1856.0
712483.0,2020/12/11 05:00:00+00,BRAVO CUCINA ITALIANA,206 BULLITT LN,40222.0,2020/12/11 05:00:00+00,4,SURVEY,1857.0
712505.0,2020/12/11 05:00:00+00,TEXAS ROADHOUSE,4406 DIXIE HWY,40216.0,2020/12/11 05:00:00+00,4,SURVEY,1858.0
712508.0,2020/12/11 05:00:00+00,ROOSTERS,4420 DIXIE HWY,40216.0,2020/12/11 05:00:00+00,4,SURVEY,1859.0
712509.0,2020/12/11 05:00:00+00,LOGANS ROADHOUSE,5229 DIXIE HWY,40216.0,2020/12/11 05:00:00+00,4,SURVEY,1860.0
