crimeid,monthvalue,reportedby,fallswithin,longitude,latitude,locationvalue,lsoacode,lsoaname,outcometype
6e9ce1d9d7ad2c9ecfe18fe03b97d081e0fd9f1fdf47ddf42a1914bf41d0b2ea,2020-08,Norfolk Constabluary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Unable to prosecute suspect
c993c50097ad5358cc4933ae974cb4e1e921db432849c2cb95082452c4f05cd0,2020-08,Norfolk Constabulary,Norcfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Unable to prosecute suspect
dabed8795c174dd2d5984cc113d47b01070636d79ca8d04719cdcd896806487b,220-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Futrher action is not in the public interest
74286aeadec7c2c5fef6c18d475f1a9a880896778c9325dda4e229680a1a09af,2020-08,Norfolk Constabulary,Norfolmk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Ivnestigation complete; no suspect identified
3aa7a4bafc79a7b0a93dd5246ee22ebda49f4a7cc903472d2ba3aa123351cbc3,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Further action is not in the public interest
804d04a03b1c4c79b0cc4224f88e38e6f132df4e0eb7af616ae16a1972ec920b,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Unable to prosecute suspect
5e493eb77f236f9fa9837d90e5a91898e039b7c88a3e80d35ee607e1c1ad8497,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Offender given a caution
e8e885758f342ffc70d841022a30b991e877fb1a203c4a36d4fe3918f0d3af56,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Investigation complete; no suspect identified
58f473958480c6fc7d0f6b004531aa379b58aa5b868ad245c44485957bd57401,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Unable to prosecute suspect
6f795e9cc839c03417b962783d96df0739682900edaec5fc54a99122eb164260,2020-08,Norfolk Constabulary,Norfolk Constabulary,1.396628,52.825836,On or near STANLEY ROAD,E01026756,North Norfolk 010D,Unable to prosecute suspect
d4f90bdd8abc495a02fa8e4c9b98dad98169edb5f8f1fc55c71cd107871db729,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Unable to prosecute suspect
e2476736e58b7b6aa2582cd3a54783dba40dbd143885ea6b61972aaff719ff0d,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Unable to prosecute suspect
74286aeadec7c2c5fef6c18d475f1a9a880896778c9325dda4e229680a1a09af,2020-08,Norfolk Constabulary,Norfoldk Constabulary,0.939768,52.681845,On or near Nigthclub,E01026426,Breckland 005B,Unable to prosecute suspect
d4f90bdd8abc495a02fa8e4c9b98dad98169edb5f8f1fc55c71cd107871db729,2020-08,Norfolk Constabulary,Norfolk Constabulary,1.176924,52.595374,On or near PRIORY CLOSE,E01026822,South Norfolk 003B,Investigation complete; no suspect identified
dd6fa774f90ff2443fe2abfc29fb8a175ea952ccf92e0fc2e683cdef0dd8d4a6,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Unable to prosecute suspect
7cf2afaa996c633f50b5855f266dc0ac1e0bf4f023ae514ad28c36421a4f87d7,2020-08,Norfolk Constaulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Unable to prosecute suspect
9ce675d2205cad1e05e09fe2628a7b04aed298bf22dbec87af7c18df685f0639,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Unable to prosecute suspect
1864d13835c6ff2e76ed89223b94fcb9d7a335e85d57b58cc44fe8fd0f6dbb43,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Unable to prosecute suspect
425fee0b4ad1d1a2b0463ba891c05e84fe5edfa7b8bede8e8dc3246ef4a7d557,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Investigation complete; no suspect identified
dc919898089d3a3358be9ff8a55631e058abf81a5cdaa9a6a344fe3e4515f768,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Offender given a caution
2d59c1a6d2b69ef0cab2c54c57585f3bbbdc0778e9bf9aefcf2b0067ca5bf80a,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Investigation complete; no suspect identified
a06df76af97ab14cee1da2416fa59307b68296764f7602bc71c1b29c38820ced,2020-08,Norfolk Constabulary,Norfolk Constabulary,1.137281,52.579399,On or near B1135,E01026822,South Norfolk 007C,Unalbe to prosecute suspect
c2c941626bc5262d0cf10d70260bf89038a0eea10d240dcf315c8b7ba853ac09,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Investigation complete; no suspect identified
dc919898089d3a3358be9ff8a55631e058abf81a5cdaa9a6a344fe3e4515f768,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.411338,52.751101,On or nearM OUNT STREET,E01026667,King's Lynn and West Norfolk 009B,Investigationh complete; no suspect identified
70278ffff5fcc914294d856a3e86ce9d391caa566488621ff75e3ffa16a1610c,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Norwich 007A,Investigation complete; no suspect identified
6f795e9cc839c03417b962783d96df0739682900edaec5fc54a99122eb164260,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.417866,52.771046,On or near REGIS PLACE,E01026822,King's Lynn and West Norfolk 007D,Unable to prosecute suspect
9321341d70a1c6cc80465cf7ad4fb9fd7fff1c85398abcbc19f0e8b05456a7f9,2020-08,Norfolk Constabulary,Norfolk Coonstabulary,0.994694,52.580602,No location,E01026822,King's Lynn and West Norfolk 009B,Local resolution
7cf2afaa996c633f50b5855f266dc0ac1e0bf4f023ae514ad28c36421a4f87d7,2q020-08,Norfolk Constabulary,Norfolk Constabulary,0.408912,52.760573,On or near COLUMBIA WAY,E01026756,King's Lynn and West Norfolk 007A,Unable to prosecute suspect
109c673e9fc9c8102decd15ee90623c4249c08b038cc17a911353dcb070bc8ae,2020-08,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026822,Breckland 005E,Unablet o prosecute suspect
e8e885758f342ffc70d841022a30b991e877fb1a203c4a36d4fe3918f0d3af56,2020-08,Norfolk Contsabulary,Norfolk Constabulary,1.274177,52.628212,On or near DENBIGH ROAD,E01026756,Norwich 009B,Investigation complete; no suspect identified
55b41c58f8621d432b3f6c03be8cdafcc867eeb9ce2856d5b8e8cc8b0a9db0bc,2020-0f8,Norfolk Constabulary,Norfolk Constabulary,0.994694,52.580602,No location,E01026756,Norwich 007A,Investigation complete; no suspect identified
